Dependent	Source	DF	SS	MS	FValue	ProbF
fac6	Model	7	294.513350	42.073336	8.87	<.0001
fac6	Error	816	3868.951456	4.741362	_	_
fac6	Corrected Total	823	4163.464806	_	_	_
