Effect	decade	N	Mean fac5	SD fac5
decade	1950	103	2.65048544	2.39570178
decade	1960	103	3.42718447	3.45163201
decade	1970	103	3.51456311	3.37773586
decade	1980	103	3.37864078	3.10318149
decade	1990	103	3.00970874	3.26747233
decade	2000	103	4.99029126	3.81044783
decade	2010	103	6.80582524	5.17357208
decade	2020	103	4.51456311	4.01190405
