Dependent	Source	DF	SS	MS	FValue	ProbF
fac2	Model	7	2953.20388	421.88627	44.75	<.0001
fac2	Error	816	7692.09709	9.42659	_	_
fac2	Corrected Total	823	10645.30097	_	_	_
