Dependent	Source	DF	SS	MS	FValue	ProbF
fac3	Model	7	714.674757	102.096394	9.33	<.0001
fac3	Error	816	8930.504854	10.944246	_	_
fac3	Corrected Total	823	9645.179612	_	_	_
