Dependent	Source	DF	SS	MS	FValue	ProbF
fac1	Model	7	4968.15534	709.73648	21.45	<.0001
fac1	Error	816	27002.69903	33.09154	_	_
fac1	Corrected Total	823	31970.85437	_	_	_
