Effect	decade	N	Mean fac6	SD fac6
decade	1950	103	0.77669903	1.41374235
decade	1960	103	1.08737864	1.44240265
decade	1970	103	1.10679612	1.94489085
decade	1980	103	1.00000000	1.55298574
decade	1990	103	1.42718447	2.11253004
decade	2000	103	1.61165049	2.59045385
decade	2010	103	2.11650485	2.90132144
decade	2020	103	2.66990291	2.84014757
