Dependent	Source	DF	SS	MS	FValue	ProbF
fac7	Model	7	2142.901699	306.128814	54.29	<.0001
fac7	Error	816	4600.854369	5.638302	_	_
fac7	Corrected Total	823	6743.756068	_	_	_
