Dependent	Source	DF	SS	MS	FValue	ProbF
fac1	Model	7	6070.51335	867.21619	60.76	<.0001
fac1	Error	816	11646.87379	14.27313	_	_
fac1	Corrected Total	823	17717.38714	_	_	_
