Dependent	Source	DF	SS	MS	FValue	ProbF
fac3	Model	7	3925.37743	560.76820	43.76	<.0001
fac3	Error	816	10457.18447	12.81518	_	_
fac3	Corrected Total	823	14382.56189	_	_	_
