Dependent	Source	DF	SS	MS	FValue	ProbF
fac6	Model	7	1557.59223	222.51318	17.41	<.0001
fac6	Error	816	10431.22330	12.78336	_	_
fac6	Corrected Total	823	11988.81553	_	_	_
