Effect	decade	N	Mean fac2	SD fac2
decade	1950	103	4.11650485	4.18985931
decade	1960	103	7.65048544	7.35608157
decade	1970	103	4.96116505	4.50255337
decade	1980	103	5.01941748	5.05262615
decade	1990	103	6.66990291	5.99245989
decade	2000	103	6.91262136	7.00154996
decade	2010	103	5.76699029	5.46504738
decade	2020	103	6.42718447	6.69152514
