_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,loaded,factor,pole
v000207,0.3595893435,0.4106633319,0.5223172007,0.0545641701,0.1165394328,-0.102368216,0.0448262778,-0.054470192,1,fac3,1
v000208,0.2794521505,0.2107494629,0.0302570292,-0.325643069,0.1140864821,0.1445789052,-0.275870764,-0.321567194,1,fac4,-1
v000209,-0.125628307,0.2139340895,0.011189072,-0.002859377,-0.219021975,0.3990760183,-0.879100439,-0.078657298,1,fac7,-1
v000210,0.4567512417,0.4941159537,0.1222964298,0.1542354443,-0.406676422,-0.24879194,0.2197628884,-0.058122018,1,fac2,1
v000211,0.2308322946,-0.004720557,0.024400327,-0.246067328,-0.070983579,0.3781066236,-0.189216143,-0.385665484,1,fac8,-1
v000212,0.060211561,-0.554671004,0.1856596198,-0.036464522,-0.170278925,-0.149343398,0.0543522434,0.0622237082,1,fac2,-1
v000213,-0.013545946,0.0334401736,0.1463607354,0.1326567149,0.4438342361,-0.01861403,-0.149676443,0.041116183,1,fac5,1
v000214,-0.023156521,0.0574972763,0.1584216759,0.0071907654,0.2816867094,-0.131329532,-0.219526514,0.0441192719,0,,
v000215,0.6815295359,-0.074313416,-0.085586128,-0.125238264,0.2713283485,-0.022573976,0.0767100115,0.1222676558,1,fac1,1
v000216,-0.271658569,-0.234367008,-0.2093433,0.0023863527,-0.069447941,-0.160879627,0.001666942,0.0832742163,0,,
v000217,-0.114767994,0.0451597252,0.4936460748,-0.17789704,0.0139088807,0.3910337054,0.1071254242,0.0987604155,1,fac3,1
v000218,0.1812042794,-0.105838501,0.3721008732,-0.081669838,0.0966353398,-0.050055998,0.5389541169,0.3002574088,1,fac7,1
v000219,0.0554498468,-0.058445132,0.1360635219,-0.26789517,-0.03863111,0.0580705703,0.3029542325,-0.242707377,1,fac7,1
v000220,0.1769034883,-0.337962345,-0.770690387,0.1011217817,0.1275452294,-0.05193733,-0.34915056,-0.274885389,1,fac3,-1
v000221,0.2887452511,-0.133221716,0.6829407417,0.0944523406,0.1962612198,-0.029547598,-0.00254709,0.0403400354,1,fac3,1
v000222,0.053417008,-0.225156485,0.1524231943,0.2432678846,0.0464457659,-0.413810039,-0.0444456,-0.311162011,1,fac6,-1
v000223,0.5180119895,-0.132006055,0.0221411903,-0.046209261,0.1602795934,0.1648490041,0.3386928772,0.0465412242,1,fac1,1
v000224,-0.172499256,-0.051524855,0.30411459,0.1592583741,-0.48594817,-0.257853593,0.1496243898,-0.058935131,1,fac5,-1
v000225,0.1241027817,0.0610679442,0.2376051132,0.0419970643,0.0473118434,-0.195127172,0.1165916245,0.019670262,0,,
v000226,-0.291629464,-0.166716496,0.2957697898,-0.137479554,-0.076530296,-0.002553525,0.1585778331,-0.034704559,0,,
v000227,0.3433137682,0.0873345143,0.0105764897,0.089291031,0.1322282454,0.0892054445,-0.20320552,0.4488635295,1,fac8,1
v000228,0.0411272763,0.0113350712,0.1428206784,-0.046002132,-0.002990354,-0.008188572,0.0054430532,-0.088316816,0,,
v000229,0.267311049,0.3175432936,0.1395306302,0.1507188383,-0.007371587,-0.232290314,-0.166507323,0.0055898522,1,fac2,1
v000230,0.1124236423,-0.141111728,0.0384464609,-0.089864876,-0.050915922,0.2697167372,-0.317064897,0.3038168097,1,fac7,-1
v000231,0.2248544021,-0.154292466,0.5363977516,-0.06005719,0.0163237696,-0.055158804,-0.152313101,0.1775786358,1,fac3,1
v000232,0.1595724926,0.5515410705,0.6529184781,0.0657447673,-0.150042221,-0.145976215,-0.013573287,-0.13692333,1,fac3,1
v000233,0.0155996126,-0.274486636,0.1452829098,-0.232142204,-0.032603166,0.2517651463,0.5296060022,-0.309929435,1,fac7,1
v000234,0.0277035897,-0.01243248,-0.190292311,0.2261196748,0.0243329244,-0.097294409,-0.293445098,-0.48259504,1,fac8,-1
v000235,-0.036105425,-0.083207901,0.0392511326,0.1123837415,0.1138680866,-0.159828044,-0.311009314,0.232569433,1,fac7,-1
v000236,0.1374823081,0.1525182257,0.2965245981,0.6725009252,-0.405494394,0.0869280719,-0.418395536,-0.369342229,1,fac4,1
v000237,0.0470935857,0.7066186131,0.4350236025,0.1690158052,-0.522072247,-0.331375816,-0.051844915,-0.082778557,1,fac2,1
v000238,-0.072789637,0.3618063106,0.1889836081,0.0882619587,0.1391059202,0.459824908,-0.21406442,0.0464915035,1,fac6,1
v000239,-0.131397215,-0.025347997,0.3138907422,0.6289810895,-0.187636847,0.2017484798,0.301543594,0.1423249603,1,fac4,1
v000240,0.2948950255,0.0543253592,-0.003072353,-0.244607848,0.4751737696,0.0942554415,-0.301000796,0.3094367888,1,fac5,1
v000241,-0.044960573,0.166756905,0.0090510033,0.1775307786,-0.231666656,0.2730011304,0.2693476937,0.0580167579,0,,
v000242,0.2190609259,0.0607026167,0.127901904,0.1935546254,0.0088977604,0.073748022,-0.165276599,0.0251299698,0,,
v000243,0.0946291892,-0.163181261,0.3558000003,0.3026997206,0.2576239959,0.4419760443,-0.095121379,0.0037646587,1,fac6,1
v000244,0.3090124691,0.0713485217,0.4248431291,-0.191737016,-0.141867994,-0.105498274,0.1281032276,-0.10430006,1,fac3,1
v000245,-0.117076628,0.4388059988,0.1645468935,-0.095260536,0.0888961327,-0.041019604,0.0549253289,-0.297220802,1,fac2,1
v000246,0.3341465736,-0.429243917,-0.082567049,-0.605063555,-0.178608386,0.0237750958,0.0344516734,-0.329825024,1,fac4,-1
v000247,-0.163663163,0.0837902157,0.2700656343,0.3821503019,0.064153873,-0.5888399,0.3016083883,-0.028084656,1,fac6,-1
v000248,0.3805143919,-0.279593333,0.0202571142,0.3005961907,-0.314652348,-0.270967775,0.0048365438,-0.508702332,1,fac8,-1
v000249,-0.067524178,-0.213350802,0.3823624966,0.1992617202,0.0834071385,0.3396701028,0.0639992966,-0.191536625,1,fac3,1
v000250,-0.159137643,-0.025568876,-0.173010479,-0.371770976,0.1480380602,0.4259367149,-0.238698992,0.1854102738,1,fac6,1
v000251,0.0292752054,-0.014614305,0.3233481661,-0.438402999,0.2632871303,-0.101858722,0.5519493349,-0.100835065,1,fac7,1
v000252,-0.182843128,0.5088439507,0.7766294935,-0.040689267,-0.16355892,-0.349706376,0.0141995767,-0.117102973,1,fac3,1
v000253,-0.053840387,0.5522940181,0.7690477574,0.0077659667,-0.032935878,-0.220760794,0.1747024943,-0.224876201,1,fac3,1
v000255,-0.16327051,-0.105118338,0.2619667929,0.2554257878,0.1447142617,0.0574612311,0.3984771661,0.0304385001,1,fac7,1
v000256,0.3375394915,-0.111755194,-0.107303755,0.508715666,0.3408705925,-0.042628541,0.3998455991,0.1464141206,1,fac4,1
v000257,0.1597604366,-0.001837715,0.0010477403,0.2669025113,0.5185777915,0.037533136,0.0588298469,-0.002965411,1,fac5,1
v000258,0.5957685264,0.0486864113,-0.195258943,-0.027261742,-0.205839927,0.1230244832,0.1289314283,0.0132557695,1,fac1,1
v000259,0.0867475171,0.0953634879,0.051004021,-0.243395985,0.6466586371,-0.116629213,-0.031766754,-0.03464485,1,fac5,1
v000260,0.1094823849,0.1250463845,0.5505878659,-0.080690866,0.1710020511,0.3529698468,0.1312315353,0.0473172387,1,fac3,1
v000261,0.2415011742,0.0316878896,-0.043224509,-0.386032652,0.1445809176,0.7779336255,-0.115423444,-0.130857792,1,fac6,1
v000262,0.0273932284,0.4177410647,0.5928802712,0.0382981653,0.1170524118,-0.243090769,0.2082303158,-0.017418943,1,fac3,1
v000263,0.0266714282,0.1044304493,0.2373077153,0.0547297684,-0.202858265,0.1307627407,-0.074424949,0.0427084956,0,,
v000264,0.013181069,-0.037290794,0.5887704512,0.2694868209,0.154404434,-0.047494344,-0.073801221,0.3678085452,1,fac3,1
v000265,0.0439173055,-0.129830157,-0.433896637,0.2887699015,0.0769048148,-0.474743789,-0.436298525,-0.4989728,1,fac8,-1
v000266,-0.40958976,-0.290643565,-0.013298284,-0.415886771,-0.51601126,-0.239591716,-0.005338007,0.0987801459,1,fac5,-1
v000267,-0.114835292,-0.578957323,0.1916853338,-0.03404887,-0.205829318,-0.151957789,0.1124001898,0.1900953219,1,fac2,-1
v000268,-0.657271521,-0.160327084,-0.132753732,-0.700292134,-0.247177476,-0.446884876,0.0429349198,-0.124845488,1,fac4,-1
v000269,-0.043266212,0.3482168709,0.3960453353,0.008703624,0.0442909184,0.2158022726,0.0257341042,0.2008689697,1,fac3,1
v000270,0.5707485859,0.0345625104,-0.018030671,0.2118656874,-0.416846875,0.30122311,0.2129237099,0.0795867419,1,fac1,1
v000271,0.0916019405,0.2417952331,-0.10897739,0.1227243419,0.2970866392,-0.166412463,0.0362474873,0.1585302121,0,,
v000272,-0.287497335,-0.46535988,-0.04097035,0.1843907089,-0.045562059,-0.036930124,0.3398974615,-0.027360459,1,fac2,-1
v000273,0.2088783856,0.2494380831,-0.031181693,0.2339356387,0.0240445851,0.1646401458,-0.118712657,0.1169166107,0,,
v000274,0.3782593215,0.134310482,-0.13725187,0.4000307898,-0.054355194,0.1925799803,0.0366995511,-0.094034675,1,fac4,1
v000275,-0.220708911,-0.069156199,0.3010422621,-0.172304484,0.0691220514,-0.413860388,0.1685139029,-0.084753275,1,fac6,-1
v000276,-0.118953162,0.4677620772,0.362983658,-0.129475086,0.0178944906,0.1154089141,-0.35539774,-0.010424746,1,fac2,1
v000277,-0.273092921,-0.386117581,-0.395038598,-0.156576771,-0.350274027,0.5781568869,-0.132858421,0.0518527773,1,fac6,1
v000278,0.2370815263,-0.056934206,0.1406081584,0.5035809146,0.3508657581,-0.144226982,0.1787363666,0.0754929606,1,fac4,1
v000279,-0.480003226,0.0251625345,0.2860485238,0.0243807216,0.014771263,0.0546894124,-0.661960169,-0.060053493,1,fac7,-1
v000280,-0.378521451,-0.351239597,0.2158079438,0.0907245611,-0.135558776,-0.149676105,-0.205640678,-0.061594836,1,fac1,-1
v000281,-0.215398087,-0.091232886,-0.064391447,-0.304339949,0.1584080515,0.0997628283,0.3626961825,-0.136932261,1,fac7,1
v000282,-0.137052029,-0.150565573,0.0783172278,0.1567758144,0.3446149909,-0.498299318,-0.39481245,-0.120733407,1,fac6,-1
v000283,-0.289813076,-0.029483056,0.0293840703,-0.096048762,-0.308685347,-0.112363811,0.2107544977,-0.170272695,1,fac5,-1
v000284,0.2674077923,0.2222477803,0.0108095336,0.1127837452,-0.24130304,0.19143647,0.0623957176,-0.459199792,1,fac8,-1
v000285,0.1716326316,-0.145847296,0.3266919986,0.0042913319,-0.159674992,-0.168872671,0.1430690117,-0.232222506,1,fac3,1
v000286,0.3703807767,-0.360182187,0.3622188386,-0.143898998,-0.042626049,-0.191479639,0.3709964837,-0.296088079,1,fac7,1
v000287,-0.22782238,0.6540437856,-0.228261673,0.3015217473,-0.463560541,-0.165371815,-0.19940554,-0.037301403,1,fac2,1
v000288,-0.106814091,0.0007358987,0.0713871868,0.1770222132,0.1172207448,0.0218450149,-0.463332861,-0.081394268,1,fac7,-1
v000289,0.0899547115,0.0151471682,0.3040263474,-0.126730668,0.4526485727,-0.205143571,-0.373579964,-0.486341486,1,fac8,-1
v000290,0.1570184958,0.1999385066,-0.779164376,0.4235634413,-0.242746091,-0.021774641,0.2007275266,-0.211911744,1,fac3,-1
v000291,-0.025978577,0.2131860579,-0.781917439,0.2365153628,0.0589035158,0.1303308384,-0.060346895,0.2412259772,1,fac3,-1
v000292,-0.042416562,-0.107817043,-0.188512544,-0.091115165,0.0235963209,0.0435409188,0.230472134,0.2218385091,0,,
v000293,0.8140578221,-0.469809359,0.1469663554,-0.222678617,0.2797518305,0.075204338,-0.24227648,0.114838039,1,fac1,1
v000294,-0.113782102,-0.289453832,-0.234173822,0.6009026699,0.1049284271,0.3571862728,-0.238458946,-0.574502364,1,fac4,1
v000295,-0.075604123,0.1338343874,-0.109640275,0.1864108646,0.2014595124,0.1944303337,-0.029319976,0.043910174,0,,
v000296,0.0711445818,0.0389352972,-0.332722107,-0.126311496,-0.210095457,-0.183393854,-0.066878247,0.9391242297,1,fac8,1
v000297,-0.098946616,0.7098258533,-0.309986422,0.0669704738,-0.223575483,0.1262849196,0.1598756937,0.1778510513,1,fac2,1
v000298,0.7257183012,-0.175013568,0.0707170689,-0.209612769,-0.074912808,0.118459217,0.06073554,-0.123525658,1,fac1,1
v000300,-0.195276482,-0.169787475,0.1350628136,0.3424720158,0.0780632328,0.2343776085,-0.31947088,0.2000570349,1,fac4,1
v000301,-0.323181588,-0.262586474,-0.168300079,0.7594797914,0.0802691296,-0.148775556,-0.017295391,-0.333880725,1,fac4,1
v000302,-0.470318398,0.3782259979,0.154639297,0.2384286289,0.0149432055,-0.392173231,-0.09685387,0.5299724332,1,fac8,1
v000303,0.4162594392,0.0905032396,-0.41850639,0.2133086313,0.1589959436,0.0556875469,0.3148175374,0.4035802144,1,fac3,-1
v000304,0.1266842302,0.1786777359,0.707394459,0.0271890313,-0.063303322,-0.229266567,0.1801167987,-0.206708546,1,fac3,1
v000305,0.029708446,-0.06726372,0.2685066167,0.0756013025,0.1652430163,0.2857431512,0.1085057415,0.273182712,0,,
v000306,0.2414290286,0.676548098,0.0794238393,0.0677490802,0.0765022036,-0.100730669,-0.174496148,-0.033653471,1,fac2,1
v000307,0.1508882144,-0.177595868,0.3650510722,-0.162700903,-0.303233525,0.1291454838,-0.468626965,0.7101356441,1,fac8,1
v000308,-0.057716731,-0.078133255,0.3833263419,-0.139138763,-0.243167252,-0.229909961,0.4543971402,0.020424265,1,fac7,1
v000309,-0.371922546,-0.245944013,-0.174392799,-0.56054005,-0.216676457,-0.183916903,0.3122089058,-0.17877056,1,fac4,-1
v000310,0.0921142361,0.0367547593,0.1776608419,-0.098724891,-0.095900402,-0.018223131,0.2056643269,0.0407607066,0,,
v000311,-0.006519662,-0.462112956,0.1435648407,-0.011363709,-0.366186472,-0.019117799,0.3928593816,-0.107060826,1,fac2,-1
v000312,0.368199388,0.174915849,0.7311191943,-0.000406399,0.1552035193,-0.107252436,-0.010401182,-0.096489212,1,fac3,1
v000313,-0.215581826,-0.25762358,0.0887081321,-0.308689221,-0.215962587,0.1058559957,0.2489624719,-0.123076448,1,fac4,-1
v000314,-0.181587181,-0.05799083,0.1956967883,-0.093473229,-0.107531739,-0.185571756,0.2217827758,-0.058148319,0,,
v000315,0.2530010676,-0.05187438,0.3249854926,0.0630496242,-0.064692962,-0.088000882,0.0383241763,0.1795404513,1,fac3,1
v000316,0.0223840785,-0.159351718,0.5915840879,-0.197532069,-0.149817912,-0.065974109,0.0163340686,0.0540836748,1,fac3,1
v000317,0.0045423042,-0.349908717,0.1704919241,-0.010738432,-0.03297165,-0.005582381,0.5412151484,-0.261318394,1,fac7,1
v000318,0.5815592157,0.1368107327,-0.198758542,-0.432368487,0.3914558463,0.0779055702,-0.133749582,-0.221264733,1,fac1,1
v000319,-0.468782203,-0.124178975,0.2264916124,-0.116981915,0.0681422031,-0.004508857,0.2695884438,0.0269907994,1,fac1,-1
v000320,0.305058051,0.4862048727,0.1396843685,0.178615379,0.0201697331,-0.265930748,0.1249817786,0.1234473037,1,fac2,1
v000321,-0.199374495,-0.103076971,-0.091033788,-0.116406826,0.1141133471,-0.069077106,0.3468862178,-0.014698337,1,fac7,1
v000322,0.348272762,-0.008876185,-0.184459657,-0.053260082,0.1460779358,0.0741716064,0.025057511,-0.013085374,1,fac1,1
v000323,0.0901863381,0.2679207066,0.6517326807,0.1227480832,0.36333757,-0.151587557,-0.351777098,0.2070600576,1,fac3,1
v000324,0.2470116656,1.0307815758,-0.000163559,0.2014882315,-0.111648935,-0.219364674,-0.017213843,0.0936088845,1,fac2,1
v000325,0.3304682584,-0.015998884,-0.037379665,-0.437700548,-0.119386705,-0.013607741,-0.347836494,-0.516965889,1,fac8,-1
v000326,0.0190272617,0.0962271537,0.1218811667,0.1040788801,0.254028886,0.3012195968,-0.393355716,-0.301642552,1,fac7,-1
v000327,-0.011129255,0.5244945805,-0.059666961,-0.320859558,0.083817797,0.0541032304,0.3403905337,-0.226928408,1,fac2,1
v000328,-0.152082769,0.2612166705,-0.158206982,0.3155934188,0.0985022533,0.397517461,0.2599739182,0.1924688644,1,fac6,1
v000329,-0.084635373,0.2482219246,-0.392932315,-0.241728654,-0.21459445,0.7748567669,-0.018789064,0.1703416249,1,fac6,1
v000330,0.091490923,0.1022499019,-0.582697647,0.1603440398,0.0320816249,-0.007796553,-0.309939182,0.3203669752,1,fac3,-1
v000331,-0.103127099,-0.217388712,0.1677393554,-0.643176886,-0.118817938,-0.023269551,0.4535062507,-0.122614357,1,fac4,-1
v000332,0.1894669289,-0.042445847,0.4587915195,0.1998254275,0.3344772659,-0.117952567,0.1686019982,0.1499595259,1,fac3,1
v000333,0.1162175356,0.8354501845,-0.049047401,-0.004934804,-0.204225632,0.0009233719,-0.272142889,0.1587987281,1,fac2,1
v000334,0.3968941388,0.2709969107,-0.630716753,-0.021818218,-0.006661013,0.2256986545,0.1940598063,0.2726973526,1,fac3,-1
v000335,0.0926768526,-0.055503612,0.4245577313,-0.046086837,0.1595859805,-0.097183355,0.2344060493,0.0805569056,1,fac3,1
v000336,0.0706005404,0.0918419313,-0.217693738,0.364428411,0.05895558,0.2844519451,0.1803973711,0.0461241568,1,fac4,1
v000337,0.304735986,0.0200584472,-0.279268459,0.1324955952,-0.084378145,0.121402075,0.4953939398,-0.207309639,1,fac7,1
v000338,0.0921651275,0.1288857498,0.0932137285,0.2057078709,0.2660507845,0.057951013,0.0227758936,-0.023146344,0,,
v000339,0.5547686833,-0.314548124,-0.006739833,-0.218251562,-0.029517088,-0.194431156,-0.419440619,0.8422959728,1,fac8,1
v000340,0.0422321723,0.0545053545,0.1283753554,-0.104347158,0.0044233209,0.2126146709,-0.076237107,0.1377843474,0,,
v000341,0.0681104561,-0.406196986,0.1033417219,0.4731708298,-0.135180594,0.0509500915,0.055309715,-0.334073117,1,fac4,1
v000342,0.0268538935,-0.066258037,0.2448449577,0.3516553987,0.0396205973,0.1304072047,-0.000286619,-0.028301654,1,fac4,1
v000343,0.4643496976,0.3463674422,-0.031936997,-0.209250297,0.3518498755,-0.023900228,-0.190584813,0.3014051146,1,fac1,1
v000344,0.1213748468,0.2088972102,0.0744852328,-0.088228089,0.0122908525,-0.077498048,-0.024689473,0.1045892952,0,,
v000345,-0.062032969,0.0053620902,0.330450818,-0.210780653,-0.082542898,0.1299244437,0.1084387067,-0.190145255,1,fac3,1
v000346,-0.131669676,-0.200251828,-0.169981538,-0.370830493,-0.296220587,-0.225777677,-0.149190042,-0.07730623,1,fac4,-1
v000347,0.261541789,-0.086500359,-0.449216845,0.3423891456,0.2549640595,-0.103788115,0.1869060114,-0.003261085,1,fac3,-1
v000348,0.0349671441,0.0745743459,0.1514225401,0.2032923383,-0.064191058,0.6614596047,0.0048990536,-0.120989124,1,fac6,1
v000349,-0.021266869,0.1391383646,0.3212236674,0.066221742,0.0695568457,-0.040129622,-0.003372836,-0.062480449,1,fac3,1
v000350,-0.472170277,0.1428312997,0.1057957105,-0.140436247,-0.103831123,-0.462034031,-0.020299075,0.1597864552,1,fac1,-1
v000351,-0.495042134,-0.064442871,-0.030427354,-0.372370607,-0.279455333,-0.179737679,-0.138075084,-0.062767633,1,fac1,-1
v000352,-0.036446946,-0.028054212,0.2316891558,-0.017236021,-0.10314842,0.5459272074,0.2401642375,0.2251607041,1,fac6,1
v000353,0.1835829949,-0.015214632,0.2878103078,0.0218052132,-0.22740243,0.1578710767,0.3365326674,0.4504232003,1,fac8,1
v000354,-0.54313873,0.1144771886,-0.175667532,-0.144236976,0.1791126466,-0.573082451,-0.047356678,0.020287703,1,fac6,-1
v000355,-0.264404991,0.8139816421,0.1370868158,0.2391998842,0.1664364368,0.0096750015,0.0627920726,0.147929539,1,fac2,1
v000356,-0.410859109,0.9062709821,0.2025583074,0.1889399714,-0.086841983,0.4026271973,-0.279867288,0.2631688272,1,fac2,1
v000357,0.613504696,0.0139206288,-0.270869289,0.2845123722,0.0056660124,-0.119289724,0.0264297978,0.1940068893,1,fac1,1
v000358,0.1419040819,0.2676672333,-0.033345063,-0.056870493,0.0351538948,-0.066732223,-0.260951159,0.0458485689,0,,
v000359,0.1578523851,0.1048435732,-0.086534161,0.2256270889,0.343151344,-0.045400066,-0.052614643,-0.021559391,1,fac5,1
v000360,-0.251470621,0.0828087839,0.5559112123,0.4769333888,-0.023369935,-0.198722175,0.1208583222,-0.049142651,1,fac3,1
v000361,-0.062210562,0.09335527,0.3065854347,0.9845094731,0.0051839018,-0.028153774,-0.198233692,-0.233598954,1,fac4,1
v000362,0.1069005163,-0.163194269,0.0780282681,0.0468124929,-0.012349534,-0.028665568,-0.002514328,0.0824236007,0,,
v000363,-0.031521963,-0.023796715,0.2504414914,-0.227120879,-0.051041571,-0.172873796,-0.354009569,-0.188816597,1,fac7,-1
v000364,-0.656728019,0.4766150336,-0.177280279,-0.132645496,-0.296300758,-0.530740068,-0.222239187,0.2702813972,1,fac1,-1
v000365,-0.034860973,-0.057953783,0.1301747615,0.1756201899,0.2240611548,-0.131561287,-0.026255172,0.2046035595,0,,
v000366,0.3544843967,-0.095739489,0.1686123672,-0.220416977,0.6383020046,0.023972308,-0.025014825,-0.03416659,1,fac5,1
v000367,0.1479967337,0.1794507714,-0.137960384,0.1204875742,0.414128705,-0.080599361,-0.068395814,0.0094610325,1,fac5,1
v000368,-0.085990399,-0.042294921,-0.027915459,-0.16202653,-0.235338264,-0.108941075,0.1081830472,-0.160489751,0,,
v000369,0.2756149996,0.3073465706,0.2583963084,0.0424575785,0.0603630778,0.1449012497,0.2769635611,-0.183563241,1,fac2,1
v000370,0.036761215,0.2902850918,-0.273605016,-0.389910438,0.0216877301,-0.103311435,-0.075140889,-0.427316405,1,fac8,-1
v000371,0.0261773412,0.5646982421,0.0047086985,-0.109007029,-0.07036126,-0.285577525,-0.148308717,0.0896002788,1,fac2,1
v000372,0.4246914828,-0.461303877,-0.115368132,0.100440663,-0.181252022,0.1047652154,0.2384313161,-0.315807101,1,fac2,-1
v000373,-0.555295434,-0.211707957,-0.189994497,-0.410190473,0.0040124356,-0.451103914,0.0945289432,-0.070183891,1,fac1,-1
v000374,-0.135137046,0.0612095938,0.0493206716,0.1839570935,0.2329607385,0.1350584227,0.0909117269,0.3706108977,1,fac8,1
v000375,0.4262688398,-0.018318689,0.4450045891,-0.646353896,-0.159747096,0.1850734554,0.2115141532,-0.305159242,1,fac4,-1
v000376,-0.062412475,-0.061823149,0.1094661714,-0.48046739,-0.080218328,0.4617165312,0.4375705995,-0.242162959,1,fac4,-1
v000377,-0.241303573,-0.073486141,-0.498197331,0.3303654923,0.4774225796,-0.415271568,-0.37544794,-0.235852814,1,fac3,-1
v000378,-0.035528446,0.0038024034,0.030751467,0.0592872296,0.5676298145,-0.346377349,-0.011783521,-0.043087775,1,fac5,1
v000379,0.0105525394,-0.067888942,-0.140343173,0.0316216983,0.042380679,0.0343382628,0.1702679397,0.5387245779,1,fac8,1
v000380,-0.051180018,-0.012684719,-0.044528683,0.1320378973,-0.01671731,0.0874540218,0.208492586,0.0260736584,0,,
v000381,0.1480125577,0.2623285243,0.1677105191,0.2658531527,-0.019656261,0.2566722713,0.2349104798,0.0933210544,0,,
v000382,0.5565020341,-0.112043917,0.0512732892,0.0397922192,-0.421666326,0.3004872356,-0.273880592,0.0654987763,1,fac1,1
v000383,-0.458332808,-0.394486272,-0.243115836,-0.043422228,-0.068305034,-0.105017039,0.0861068851,0.0796506822,1,fac1,-1
v000384,0.469371012,0.2440242364,-0.376353304,-0.00747852,0.1003587643,-0.167672444,-0.227491081,0.0020418351,1,fac1,1
v000385,0.641719523,-0.215471924,0.1467970814,-0.183041905,-0.051511031,-0.188336701,-0.004527199,-0.123748077,1,fac1,1
v000386,0.033439057,0.3794747844,0.1859758529,0.173394728,0.1714396988,0.2738236595,-0.24666667,-0.173202995,1,fac2,1
v000387,-0.205784335,-0.09359918,0.1630499361,-0.048356579,0.1037498567,-0.346477373,0.5690251593,0.0421378056,1,fac7,1
v000388,-0.028407465,0.658350347,0.2127603997,-0.187600595,0.3212813237,-0.381328466,0.1126594261,-0.580081347,1,fac2,1
v000389,-0.60396799,-0.154410198,0.1162542736,-0.188388121,-0.270074179,0.0848396065,-0.259592918,0.0874918458,1,fac1,-1
v000390,0.4406525221,0.0384453466,0.3581686726,0.2979502706,0.0709993823,-0.03644869,0.1390889481,0.254139639,1,fac1,1
v000391,0.6053498365,-0.277740728,-0.064512667,-0.223151997,0.0269930878,-0.135933787,-0.390670302,0.6550172009,1,fac8,1
v000392,0.1624782379,0.1227209512,0.1124612026,0.0260548485,0.0254143827,0.0046051613,-0.079681115,-0.01242178,0,,
v000393,0.3309181242,0.2643898409,-0.020996209,-0.440702356,-0.153456559,0.3551437014,0.0133075614,-0.374411533,1,fac4,-1
v000394,0.4303011462,0.0176520573,0.0629211207,0.1866435793,0.0522925323,-0.015618782,-0.131981347,0.0837196328,1,fac1,1
v000395,-0.06434788,0.6061910144,0.5090981656,0.0243165521,-0.353143828,-0.299722691,0.0350028836,0.1266680691,1,fac2,1
v000396,0.3082564762,0.3145703045,0.2416418076,0.0445954789,-0.105645942,0.0503169481,0.1981731685,0.0804012964,1,fac2,1
v000397,-0.288361484,0.2177930197,-0.166453646,-0.142701119,0.8059018802,-0.380783069,-0.114496009,0.187033654,1,fac5,1
v000398,0.3036582326,0.2663677235,-0.140783134,0.2290915297,0.226636557,0.1423371585,-0.128777459,0.0414461358,1,fac1,1
v000399,0.2634141548,0.5053718688,-0.584623031,-0.018175018,-0.209864416,-0.483208902,0.0689512562,0.8121507505,1,fac8,1
v000400,-0.198240482,-0.114063569,0.1409347062,0.0896262721,0.7671442609,0.0512926941,0.0452328763,-0.088488432,1,fac5,1
v000401,0.1490862695,0.0088050267,-0.011496685,0.1429501151,0.0417854744,0.1725731867,-0.212581481,0.0975180973,0,,
v000402,0.5840553207,-0.000497211,-0.217336423,0.2225355179,0.1454135091,-0.189166225,0.0712543459,-0.153076905,1,fac1,1
v000403,0.3764204196,0.1821851778,-0.012734593,0.2116696555,-0.010899439,-0.523756514,0.1576570068,0.2729286684,1,fac6,-1
v000404,0.0983742642,0.1008941099,-0.395585313,0.21354273,-0.087569954,0.1811125461,0.1658973179,0.1251436138,1,fac3,-1
v000405,-0.302817027,0.1229327659,-0.131333384,-0.265479843,0.0452552973,0.420705172,-0.203054763,-0.049466376,1,fac6,1
v000406,-0.147095892,0.0361549906,-0.036102795,0.0461471706,-0.126160198,-0.063673429,0.3598697579,-0.061113087,1,fac7,1
v000407,0.231533409,0.0503473102,-0.149481676,0.0855841794,0.4415260189,-0.152352533,0.1635390524,0.0788795075,1,fac5,1
v000408,0.3446380338,0.1480452738,-0.067529991,0.0822295442,0.0470958127,0.1778746855,-0.172773482,-0.024236742,1,fac1,1
v000409,-0.074713097,0.0247537056,0.1752864054,0.15588307,-0.173700547,0.2713759317,0.3702248432,-0.291894229,1,fac7,1
v000410,0.0813677973,-0.063107989,0.2049853004,-0.204433912,0.7231559009,0.2059502785,-0.226943636,0.2983036512,1,fac5,1
v000411,0.1946350842,0.1429101344,0.0311617847,0.223735126,0.1045119679,0.2006594443,-0.041360093,-0.177960358,0,,
v000412,0.1015108403,0.0344552202,-0.038517924,0.22505062,0.3231786777,0.0427660727,-0.013940912,0.0280886007,1,fac5,1
v000413,0.3049009856,-0.238585001,-0.004935935,0.4067863718,-0.009717747,-0.006364481,0.0325151456,-0.084833414,1,fac4,1
v000414,0.6134553912,0.0012319742,-0.338217554,0.2004676003,0.2124308362,0.1101792961,0.1070533236,0.0493915308,1,fac1,1
v000415,0.0724616962,-0.213114694,0.3172968404,-0.316775772,-0.186062319,-0.025632391,0.2454947633,-0.272707674,1,fac3,1
