Dependent	Source	DF	SS	MS	FValue	ProbF
fac5	Model	7	752.55825	107.50832	8.51	<.0001
fac5	Error	816	10306.13592	12.63007	_	_
fac5	Corrected Total	823	11058.69417	_	_	_
