Dependent	Source	DF	SS	MS	FValue	ProbF
fac2	Model	7	1009.65898	144.23700	4.17	0.0002
fac2	Error	816	28258.42718	34.63043	_	_
fac2	Corrected Total	823	29268.08617	_	_	_
