Dependent	Source	DF	SS	MS	FValue	ProbF
fac7	Model	7	8552.52306	1221.78901	96.98	<.0001
fac7	Error	816	10280.52427	12.59868	_	_
fac7	Corrected Total	823	18833.04733	_	_	_
