Effect	decade	N	Mean fac3	SD fac3
decade	1950	103	6.63106796	5.55717217
decade	1960	103	4.19417476	5.65001866
decade	1970	103	2.23300971	2.88064496
decade	1980	103	1.86407767	3.11872442
decade	1990	103	0.86407767	2.51680058
decade	2000	103	0.26213592	2.31347784
decade	2010	103	0.01941748	1.94523340
decade	2020	103	0.11650485	2.49431106
