Effect	decade	N	Mean fac4	SD fac4
decade	1950	103	-0.00970874	2.96877589
decade	1960	103	1.26213592	2.89340415
decade	1970	103	1.55339806	2.30824675
decade	1980	103	1.65048544	2.85845405
decade	1990	103	2.44660194	2.79259580
decade	2000	103	3.93203883	3.58444935
decade	2010	103	3.97087379	3.93191145
decade	2020	103	2.90291262	3.19777669
