Effect	decade	N	Mean fac7	SD fac7
decade	1950	103	10.1553398	4.93240044
decade	1960	103	5.3495146	3.79294685
decade	1970	103	1.8543689	2.96187463
decade	1980	103	1.1165049	3.01402269
decade	1990	103	0.9223301	3.24698750
decade	2000	103	0.4757282	3.36896057
decade	2010	103	1.0097087	3.11698429
decade	2020	103	0.1941748	3.55091331
