Effect	decade	N	Mean fac1	SD fac1
decade	1950	103	0.80582524	2.89711910
decade	1960	103	1.04854369	2.28541257
decade	1970	103	2.32038835	2.57900115
decade	1980	103	2.40776699	2.82647460
decade	1990	103	3.60194175	3.09122669
decade	2000	103	4.96116505	4.31804769
decade	2010	103	7.05825243	4.65858946
decade	2020	103	8.93203883	6.00206196
