Effect	decade	N	Mean fac8	SD fac8
decade	1950	103	0.63106796	2.19174159
decade	1960	103	0.44660194	2.37110116
decade	1970	103	1.44660194	2.42020966
decade	1980	103	1.36893204	2.81797553
decade	1990	103	0.68932039	2.34323861
decade	2000	103	2.34951456	3.94995343
decade	2010	103	2.09708738	2.66978211
decade	2020	103	0.91262136	3.22096927
