Effect	decade	N	Mean fac6	SD fac6
decade	1950	103	5.46601942	4.91060384
decade	1960	103	4.75728155	4.60704069
decade	1970	103	3.30097087	2.97319710
decade	1980	103	3.90291262	3.65822887
decade	1990	103	1.89320388	2.64171892
decade	2000	103	2.06796117	2.99103935
decade	2010	103	1.62135922	3.13461542
decade	2020	103	1.92233010	2.99243923
