Effect	decade	N	Mean fac5	SD fac5
decade	1950	103	1.60194175	2.36535371
decade	1960	103	1.66019417	2.02219740
decade	1970	103	1.39805825	2.25935878
decade	1980	103	1.99029126	2.44746826
decade	1990	103	4.51456311	6.45172735
decade	2000	103	2.68932039	3.34320829
decade	2010	103	1.97087379	3.77155585
decade	2020	103	1.63106796	3.63800821
