Effect	decade	N	Mean fac7	SD fac7
decade	1950	103	0.55339806	1.82964775
decade	1960	103	0.49514563	1.21165732
decade	1970	103	0.21359223	0.72288211
decade	1980	103	0.14563107	0.49324390
decade	1990	100	0.12000000	0.49807711
decade	2000	102	0.12745098	0.43762565
decade	2010	103	0.08737864	0.56197823
decade	2020	103	0.05825243	0.50147318
