_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,loaded,factor,pole
v000205,-0.006902728,0.0634562499,-0.09901986,-0.054645401,0.1133154547,0.1907107269,0.7232650252,-0.049140409,1,fac7,1
v000206,-0.699013314,0.3746205619,-0.200823845,0.1283529009,0.0721110372,0.0233125415,-0.012701811,-0.12577814,1,fac1,-1
v000207,-0.207994528,-0.086761915,0.2601282141,0.5551327245,0.1310807303,-0.457530337,-0.039546909,-0.28563484,1,fac4,1
v000208,0.0638389775,-0.726208978,0.1291770773,0.3077916417,-0.618000691,0.753131272,0.2117183798,-0.247152067,1,fac6,1
v000209,-0.180969826,0.0864670914,-0.570045045,-0.356338622,-0.13033214,0.1024573598,0.07721872,0.0946869561,1,fac3,-1
v000210,0.5451782722,0.6028235293,0.05486635,0.0723466696,-0.080135739,0.1541121389,-0.222235921,-0.077888104,1,fac2,1
v000211,0.5507074798,0.4094810397,-0.09367033,-0.197114647,0.0285145023,-0.134524255,-0.280118264,-0.157602123,1,fac1,1
v000212,-0.340777651,-0.356918849,-0.617736446,0.2521244335,0.0195407025,-0.00549303,-0.269587884,-0.217890554,1,fac3,-1
v000213,0.0953482972,-0.096755089,-0.244642748,-0.35428857,0.8944199608,0.1665622642,-0.085316657,0.1287812489,1,fac5,1
v000214,0.2669869468,-0.061490309,-0.33551407,-0.459170085,0.6505614202,0.0507796633,0.0947214015,0.0357333753,1,fac5,1
v000215,0.1847655227,-0.187974627,-0.033814417,-0.22294175,0.1649815502,-0.19648136,0.3196471724,-0.478950187,1,fac8,-1
v000216,0.356675627,0.0550684148,-0.050772591,-0.239660724,0.1247637038,-0.239417735,-0.54862576,0.0386015174,1,fac7,-1
v000217,-0.02024956,-0.070837215,-0.090608753,0.1058229243,0.1808544882,0.3758963424,-0.007322279,0.4805305067,1,fac8,1
v000218,0.1989858583,-0.241548421,0.0744253236,-0.168151125,-0.03928584,0.1290543426,-0.405124752,0.352681216,1,fac7,-1
v000219,0.1049159664,0.2393831246,0.2960434847,0.3393876851,-0.250629589,-0.415308808,-0.042564781,-0.0371129,1,fac6,-1
v000220,-0.178744387,0.4120397024,0.2300361533,-0.062202169,-0.095585139,-0.051654756,0.0591773365,-0.392102149,1,fac2,1
v000221,-0.038288848,-0.325428507,-0.076357083,-0.305202654,-0.500153213,-0.033025346,-0.124682943,0.2253000364,1,fac5,-1
v000222,-0.053556342,-0.398126153,0.0805496695,-0.103876485,-0.163431192,-0.071288113,0.3747960481,0.3578364557,1,fac2,-1
v000223,-0.283834487,0.106425797,1.0237716344,0.0426231811,0.4199646196,0.3787148402,-0.243530175,0.2979497523,1,fac3,1
v000224,0.2629682794,-0.303108962,-0.398112062,-0.008474859,0.6281423599,-0.46528652,-0.303379548,-0.493424927,1,fac5,1
v000225,0.0651498339,0.3168601933,-0.435187596,0.0276302381,0.0580069984,-0.113388938,0.1614851374,0.7684830887,1,fac8,1
v000226,0.1390455154,0.0987105374,-0.213538503,-0.178611188,0.0471737933,0.3866692012,-0.262898783,-0.166755574,1,fac6,1
v000227,-0.393609793,-0.046662474,0.0178774021,0.034574307,-0.17148843,-0.395295513,-0.097614079,0.2872272655,1,fac6,-1
v000228,0.4898354761,0.1042157684,0.1031784314,0.223799104,-0.290316997,0.2247827975,-0.198784462,0.3468201467,1,fac1,1
v000229,-0.084480406,-0.19285744,-0.354232655,-0.560777399,-0.316983313,0.1767293494,0.0228700773,-0.150419635,1,fac4,-1
v000230,-0.070025486,-0.454495597,-0.178177403,0.0973545447,-0.478541598,0.27502279,-0.207952196,0.2748805231,1,fac5,-1
v000231,0.4020268521,-0.192171189,0.1194822289,0.2879179013,-0.038621366,0.0217396611,-0.039185579,0.0081653738,1,fac1,1
v000232,-0.164561941,0.3993852736,-0.187280248,-0.232287391,0.0500375466,0.0643478908,-0.329652078,-0.252941137,1,fac2,1
v000233,-0.60799768,0.007047234,0.0419567235,0.1042681468,-0.05288061,-0.161664608,-0.137064995,0.1964496858,1,fac1,-1
v000234,-0.618702757,-0.109358835,0.2591853057,0.1025727473,0.1575300766,-0.205930239,0.045969032,0.1836887635,1,fac1,-1
v000235,0.1936365607,0.4743314849,-0.003211501,0.3449138598,-0.16497395,0.1714420259,-0.224407869,-0.55114361,1,fac8,-1
v000236,-0.135499499,0.0011912814,-0.071324705,-0.317408527,0.1587770582,-0.236314633,-0.190615774,0.1716766865,1,fac4,-1
v000237,0.2717303695,0.1948566835,0.5517574621,-0.193806108,0.1993306749,-0.804283096,0.2316730551,-0.125942504,1,fac6,-1
v000238,0.3057869898,-0.218643534,-0.017890287,0.1265242104,0.2632342044,0.0831330834,-0.184674384,-0.007922753,1,fac1,1
v000239,0.2829717995,0.2282124485,-0.159577154,-0.189819195,0.0283012502,0.1814592699,0.1476479821,-0.026552344,0,,
v000240,-0.406643998,-0.117575719,-0.099847934,-0.060723855,-0.07365701,-0.007716645,0.1054319559,0.0796990718,1,fac1,-1
v000241,-0.037511848,-0.05973273,0.2795373084,0.3856323887,0.3966745994,0.5284061483,0.3673428119,0.8020170056,1,fac8,1
v000242,0.174972795,0.0315138218,-0.171810417,0.0264327555,0.1809028453,0.0557207844,0.7795508928,-0.069537785,1,fac7,1
v000243,0.2020793959,-0.670543275,-0.190555289,0.0394580542,-0.159608026,0.1443518491,0.1147841863,0.1014567853,1,fac2,-1
v000244,0.3843437877,0.5520091122,-0.158032752,0.0856364975,-0.252557547,-0.112144292,0.6172527101,-0.179134547,1,fac7,1
v000245,-0.502849445,0.1152470839,-0.156809608,-0.050493024,-0.067549029,0.0830039103,0.1629549034,-0.057011276,1,fac1,-1
v000246,0.1978511924,0.0810450535,-0.032733653,0.0813732734,-0.067965116,-0.151649884,0.1012576824,0.0037897761,0,,
v000247,0.3924398232,1.0635410523,-0.134613347,0.1774335724,-0.281039951,0.1723059198,-0.133543927,-0.193052099,1,fac2,1
v000248,-0.509080276,0.1011530063,-0.166328856,0.0708694345,-0.002078741,0.1081972197,-0.154369566,-0.323918427,1,fac1,-1
v000249,-0.068348773,0.0563774996,0.1519939638,0.7173400847,-0.239582641,-0.246927301,-0.329347575,0.4157490105,1,fac4,1
v000250,0.2817889769,-0.312889157,0.2391736654,0.3177267854,0.0333293252,0.0147529332,0.1033517929,0.0703155179,1,fac4,1
v000251,0.4309926571,-0.183228183,-0.425049794,-0.154879088,0.7215215838,-0.248707517,-0.151606339,-0.027216911,1,fac5,1
v000252,0.489457816,-0.022420977,-0.152705422,-0.020974981,0.3082856089,-0.330707718,-0.248109984,0.0531776552,1,fac1,1
v000253,0.2272334024,-0.215251232,0.1849902572,-0.029107479,-0.244797689,-0.151900795,-0.092578905,-0.100528479,0,,
v000254,0.268758128,0.3103627545,0.3403414832,-0.140130372,0.3725911158,-0.135796826,-0.02561881,0.445034079,1,fac8,1
v000255,0.1851185654,-0.16703518,0.3448689826,-0.071233737,-0.43444608,-0.127113493,-0.098998789,0.0322414783,1,fac5,-1
v000256,0.0713505155,-0.605584446,-0.306031071,-0.032494162,-0.864726298,0.2847130437,-0.35762901,0.3130251688,1,fac5,-1
v000257,-0.179126754,-0.201663987,0.7380226631,0.1463110922,-0.22011358,-0.170389017,0.1731102011,-0.022175315,1,fac3,1
v000258,0.4334826298,-0.217198439,-0.468659736,0.4798950426,0.5587286934,-0.193911115,0.2612055101,0.1222548067,1,fac5,1
v000259,-0.628014902,-0.037727699,-0.155999342,-0.027731827,-0.033986643,0.0769995457,0.0057190735,-0.147833977,1,fac1,-1
v000260,0.3752942616,-0.274588327,-0.114363179,-0.115229339,0.830480638,-0.249364763,0.1176876607,0.0589599478,1,fac5,1
v000261,0.2718046018,-0.376641705,0.2446628557,-0.423122885,-0.151593647,0.1835939035,-0.056695108,-0.089965228,1,fac4,-1
v000262,0.7210259636,-0.042756283,-0.422810226,0.4790437338,-0.029550016,0.437305864,-0.430771289,0.2307533919,1,fac1,1
v000263,0.2798261765,-0.481096602,0.0901906721,0.2467911155,0.0115761719,-0.129155806,0.0272821315,-0.07544798,1,fac2,-1
v000264,0.2310175038,0.4152164667,0.2638114699,0.1266840984,-0.295403229,-0.03737537,0.0382040668,0.1063896138,1,fac2,1
v000265,0.0511293603,-0.062045562,-0.101030227,-0.002079244,-0.273786106,-0.049070013,0.8335335377,0.033167009,1,fac7,1
v000266,-0.342268686,-0.300308945,0.0031715794,0.0031375481,-0.013507977,-0.108554607,-0.234484196,-0.169326559,1,fac1,-1
v000267,0.1323051101,0.0931129726,0.4753476263,-0.244538758,0.3282627048,0.2472175907,-0.543415436,0.4963206855,1,fac7,-1
