Effect	decade	N	Mean fac5	SD fac5
decade	1950	103	-0.26213592	2.65670135
decade	1960	103	-0.65048544	1.51274804
decade	1970	103	-0.26213592	1.13725818
decade	1980	103	0.01941748	1.02880649
decade	1990	100	-0.22000000	0.90542696
decade	2000	102	-0.29411765	0.66879876
decade	2010	103	-0.33980583	0.86945327
decade	2020	103	-0.22330097	0.90675070
