Dependent	Source	DF	SS	MS	FValue	ProbF
fac5	Model	7	24.516916	3.502417	1.92	0.0634
fac5	Error	812	1480.530645	1.823314	_	_
fac5	Corrected Total	819	1505.047561	_	_	_
