Dependent	Source	DF	SS	MS	FValue	ProbF
fac6	Model	7	2.5381353	0.3625908	0.38	0.9116
fac6	Error	812	765.5728403	0.9428237	_	_
fac6	Corrected Total	819	768.1109756	_	_	_
