Effect	decade	N	Mean fac2	SD fac2
decade	1950	103	0.28155340	2.27698406
decade	1960	103	0.17475728	1.43094090
decade	1970	103	0.01941748	0.81626340
decade	1980	103	-0.00970874	0.92349661
decade	1990	100	0.12000000	0.65566683
decade	2000	102	-0.11764706	0.67916836
decade	2010	103	0.03883495	0.88475465
decade	2020	103	-0.00970874	0.74748133
