Dependent	Source	DF	SS	MS	FValue	ProbF
fac2	Model	7	11.204085	1.600584	1.16	0.3224
fac2	Error	812	1118.623963	1.377616	_	_
fac2	Corrected Total	819	1129.828049	_	_	_
