Dependent	Source	DF	SS	MS	FValue	ProbF
fac3	Model	7	91.294274	13.042039	7.93	<.0001
fac3	Error	812	1335.393531	1.644573	_	_
fac3	Corrected Total	819	1426.687805	_	_	_
