Effect	decade	N	Mean fac1	SD fac1
decade	1950	103	5.45631068	2.70358041
decade	1960	103	2.94174757	2.33399952
decade	1970	103	2.00970874	1.51136314
decade	1980	103	1.61165049	1.71059564
decade	1990	100	1.45000000	1.67799183
decade	2000	102	1.07843137	1.72165172
decade	2010	103	1.25242718	1.71337556
decade	2020	103	0.86407767	1.59686300
