Effect	decade	N	Mean fac4	SD fac4
decade	1950	103	-0.34951456	2.42013100
decade	1960	103	0.11650485	1.30083662
decade	1970	103	0.00000000	0.77964295
decade	1980	103	-0.04854369	0.71918582
decade	1990	100	0.03000000	0.65835731
decade	2000	102	-0.06862745	0.74806422
decade	2010	103	-0.00970874	0.56871278
decade	2020	103	0.00000000	0.56011203
