Effect	decade	N	Mean fac6	SD fac6
decade	1950	103	-0.09708738	1.82850289
decade	1960	103	-0.10679612	0.92791799
decade	1970	103	-0.11650485	0.84367277
decade	1980	103	-0.20388350	0.67677469
decade	1990	100	-0.23000000	0.73656314
decade	2000	102	-0.24509804	0.75039626
decade	2010	103	-0.20388350	0.64715400
decade	2020	103	-0.13592233	0.79271862
