Dependent	Source	DF	SS	MS	FValue	ProbF
fac1	Model	7	1638.535715	234.076531	63.99	<.0001
fac1	Error	812	2970.316724	3.658026	_	_
fac1	Corrected Total	819	4608.852439	_	_	_
