Dependent	Source	DF	SS	MS	FValue	ProbF
fac7	Model	7	26.1745918	3.7392274	4.52	<.0001
fac7	Error	812	671.0876033	0.8264626	_	_
fac7	Corrected Total	819	697.2621951	_	_	_
