lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
holiday	6	4	58.25	5.55	1.25	12.56	165.22	POSKW
current	4	1	38.83	1.39	0.62	11.9	186.21	POSKW
employee	4	1	38.83	1.39	0.62	11.9	186.21	POSKW
team	4	2	38.83	2.77	0.75	9.53	173.33	POSKW
support	5	5	48.54	6.93	1.25	8.27	150.0	POSKW
hurry	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
prescription	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
network	5	6	48.54	8.32	1.38	7.24	141.46	POSKW
ai	4	4	38.83	5.55	1.0	6.61	150.0	POSKW
lease	4	4	38.83	5.55	1.0	6.61	150.0	POSKW
build	8	18	77.67	24.97	3.25	5.98	102.7	POSKW
community	5	9	48.54	12.48	1.75	4.95	118.18	POSKW
dog	5	9	48.54	12.48	1.75	4.95	118.18	POSKW
let	18	69	174.76	95.7	10.88	4.58	58.46	POSKW
start	11	36	106.8	49.93	5.88	4.22	72.57	POSKW
deal	4	7	38.83	9.71	1.38	4.08	120.0	POSKW
new	17	237	165.05	328.71	31.75	9.22	-66.29	NEGKW
see	8	135	77.67	187.24	17.88	7.65	-82.72	NEGKW
give	6	106	58.25	147.02	14.0	6.47	-86.49	NEGKW
great	4	77	38.83	106.8	10.12	5.33	-93.33	NEGKW
take	7	100	67.96	138.7	13.38	4.11	-68.46	NEGKW
make	14	162	135.92	224.69	22.0	3.75	-49.23	NOTKW
energy	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
solution	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
create	4	9	38.83	12.48	1.62	2.99	102.7	NOTKW
good	18	185	174.76	256.59	25.38	2.69	-37.94	NOTKW
home	9	33	87.38	45.77	5.25	2.6	62.5	NOTKW
taste	4	59	38.83	81.83	7.88	2.6	-71.26	NOTKW
welcome	4	10	38.83	13.87	1.75	2.55	94.74	NOTKW
easy	4	58	38.83	80.44	7.75	2.46	-69.77	NOTKW
believe	5	15	48.54	20.8	2.5	2.31	80.0	NOTKW
say	5	66	48.54	91.54	8.88	2.25	-61.39	NOTKW
protect	4	11	38.83	15.26	1.88	2.18	87.18	NOTKW
step	4	11	38.83	15.26	1.88	2.18	87.18	NOTKW
look	13	136	126.21	188.63	18.62	2.14	-39.65	NOTKW
design	5	16	48.54	22.19	2.62	2.01	74.51	NOTKW
relief	4	12	38.83	16.64	2.0	1.85	80.0	NOTKW
get	33	293	320.39	406.38	40.75	1.79	-23.66	NOTKW
come	10	104	97.09	144.24	14.25	1.6	-39.08	NOTKW
day	14	67	135.92	92.93	10.12	1.54	37.58	NOTKW
everyone	5	18	48.54	24.97	2.88	1.52	64.15	NOTKW
little	5	59	48.54	81.83	8.0	1.46	-51.06	NOTKW
people	5	59	48.54	81.83	8.0	1.46	-51.06	NOTKW
today	9	40	87.38	55.48	6.12	1.37	44.66	NOTKW
clean	9	91	87.38	126.21	12.5	1.23	-36.36	NOTKW
go	18	164	174.76	227.46	22.75	1.21	-26.21	NOTKW
big	6	65	58.25	90.15	8.88	1.18	-42.99	NOTKW
help	15	77	145.63	106.8	11.5	1.13	30.77	NOTKW
use	12	114	116.5	158.11	15.75	1.1	-30.3	NOTKW
thing	6	64	58.25	88.77	8.75	1.09	-41.51	NOTKW
live	4	15	38.83	20.8	2.38	1.08	60.47	NOTKW
month	4	15	38.83	20.8	2.38	1.08	60.47	NOTKW
offer	4	16	38.83	22.19	2.5	0.89	54.55	NOTKW
want	7	70	67.96	97.09	9.62	0.89	-35.29	NOTKW
wash	6	27	58.25	37.45	4.12	0.87	43.48	NOTKW
skin	4	17	38.83	23.58	2.62	0.73	48.89	NOTKW
like	5	51	48.54	70.74	7.0	0.72	-37.21	NOTKW
keep	7	66	67.96	91.54	9.12	0.61	-29.57	NOTKW
stay	4	18	38.83	24.97	2.75	0.58	43.48	NOTKW
price	4	39	38.83	54.09	5.38	0.44	-32.84	NOTKW
dry	4	20	38.83	27.74	3.0	0.35	33.33	NOTKW
time	13	107	126.21	148.4	15.0	0.32	-16.16	NOTKW
watch	11	64	106.8	88.77	9.38	0.31	18.44	NOTKW
leave	4	37	38.83	51.32	5.12	0.3	-27.69	NOTKW
smell	4	21	38.83	29.13	3.12	0.26	28.57	NOTKW
year	5	44	48.54	61.03	6.12	0.25	-22.78	NOTKW
find	4	36	38.83	49.93	5.0	0.24	-25.0	NOTKW
free	6	34	58.25	47.16	5.0	0.22	21.05	NOTKW
feel	10	60	97.09	83.22	8.75	0.2	15.38	NOTKW
low	5	28	48.54	38.83	4.12	0.2	22.22	NOTKW
turn	5	28	48.54	38.83	4.12	0.2	22.22	NOTKW
bring	4	35	38.83	48.54	4.88	0.19	-22.22	NOTKW
same	4	35	38.83	48.54	4.88	0.19	-22.22	NOTKW
change	6	35	58.25	48.54	5.12	0.16	18.18	NOTKW
try	9	72	87.38	99.86	10.12	0.15	-13.33	NOTKW
drive	4	34	38.83	47.16	4.75	0.14	-19.35	NOTKW
need	11	68	106.8	94.31	9.88	0.14	12.41	NOTKW
something	7	42	67.96	58.25	6.12	0.14	15.38	NOTKW
talk	4	23	38.83	31.9	3.38	0.13	19.61	NOTKW
thank	5	41	48.54	56.87	5.75	0.12	-15.79	NOTKW
family	5	30	48.54	41.61	4.38	0.1	15.38	NOTKW
light	4	33	38.83	45.77	4.62	0.1	-16.39	NOTKW
power	6	47	58.25	65.19	6.62	0.07	-11.24	NOTKW
love	7	45	67.96	62.41	6.5	0.04	8.51	NOTKW
know	15	109	145.63	151.18	15.5	0.02	-3.74	NOTKW
room	4	30	38.83	41.61	4.25	0.02	-6.9	NOTKW
sure	4	30	38.83	41.61	4.25	0.02	-6.9	NOTKW
way	12	88	116.5	122.05	12.5	0.02	-4.65	NOTKW
work	9	66	87.38	91.54	9.38	0.02	-4.65	NOTKW
more	14	101	135.92	140.08	14.38	0.01	-3.02	NOTKW
everything	4	27	38.83	37.45	3.88	0.0	3.64	NOTKW
life	5	35	48.54	48.54	5.0	0.0	0.0	NOTKW
save	5	34	48.54	47.16	4.88	0.0	2.9	NOTKW
