lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
bang	17	31	165.05	43.0	6.0	16.58	117.33	POSKW
turntable	5	1	48.54	1.39	0.75	15.65	188.89	POSKW
company	10	12	97.09	16.64	2.75	14.48	141.46	POSKW
demonstration	37	122	359.22	169.21	19.88	13.94	71.92	POSKW
pointed	13	23	126.21	31.9	4.5	13.12	119.3	POSKW
upholster	11	18	106.8	24.97	3.62	12.06	124.21	POSKW
whitewall	9	12	87.38	16.64	2.62	11.95	136.0	POSKW
phonograph	4	1	38.83	1.39	0.62	11.9	186.21	POSKW
sepia-toned	4	1	38.83	1.39	0.62	11.9	186.21	POSKW
skirt	25	74	242.72	102.64	12.38	11.85	81.12	POSKW
heavy	24	71	233.01	98.47	11.88	11.39	81.17	POSKW
style	31	105	300.97	145.63	17.0	10.96	69.57	POSKW
underside	11	20	106.8	27.74	3.88	10.76	117.53	POSKW
light-colored	46	183	446.6	253.81	28.62	10.44	55.05	POSKW
crowded	11	21	106.8	29.13	4.0	10.17	114.29	POSKW
printed	19	53	184.47	73.51	9.0	10.07	86.02	POSKW
furniture	14	33	135.92	45.77	5.88	9.79	99.24	POSKW
mast	4	2	38.83	2.77	0.75	9.53	173.33	POSKW
wax	4	2	38.83	2.77	0.75	9.53	173.33	POSKW
sailboat	5	4	48.54	5.55	1.12	9.5	158.97	POSKW
remove	15	38	145.63	52.7	6.62	9.38	93.71	POSKW
fence	14	34	135.92	47.16	6.0	9.36	96.97	POSKW
cylindrical	18	51	174.76	70.74	8.62	9.27	84.75	POSKW
handbag	7	10	67.96	13.87	2.12	8.75	132.2	POSKW
record	7	10	67.96	13.87	2.12	8.75	132.2	POSKW
pot	11	24	106.8	33.29	4.38	8.58	104.95	POSKW
sturdy	5	5	48.54	6.93	1.25	8.27	150.0	POSKW
emphasize	60	274	582.52	380.03	41.75	8.18	42.07	POSKW
bob	14	37	135.92	51.32	6.38	8.16	90.37	POSKW
hide	16	46	155.34	63.8	7.75	8.02	83.54	POSKW
drinking	7	11	67.96	15.26	2.25	7.99	126.67	POSKW
picture	38	155	368.93	214.98	24.12	7.95	52.73	POSKW
boxy	13	34	126.21	47.16	5.88	7.71	91.2	POSKW
widen	31	120	300.97	166.44	18.88	7.66	57.57	POSKW
curl	24	85	233.01	117.89	13.62	7.6	65.61	POSKW
path	20	66	194.17	91.54	10.75	7.52	71.84	POSKW
hairstyle	9	19	87.38	26.35	3.5	7.34	107.32	POSKW
straighten	9	19	87.38	26.35	3.5	7.34	107.32	POSKW
finger	41	175	398.06	242.72	27.0	7.32	48.48	POSKW
profile	32	127	310.68	176.14	19.88	7.32	55.27	POSKW
cartridge	5	6	48.54	8.32	1.38	7.24	141.46	POSKW
pace	5	6	48.54	8.32	1.38	7.24	141.46	POSKW
tight	15	44	145.63	61.03	7.38	7.23	81.88	POSKW
emblem	23	83	223.3	115.12	13.25	6.93	63.93	POSKW
flat	30	119	291.26	165.05	18.62	6.87	55.32	POSKW
most	18	59	174.76	81.83	9.62	6.87	72.43	POSKW
settle	30	119	291.26	165.05	18.62	6.87	55.32	POSKW
short-sleeved	19	64	184.47	88.77	10.38	6.81	70.05	POSKW
paved	10	24	97.09	33.29	4.25	6.8	97.87	POSKW
furnishing	7	13	67.96	18.03	2.5	6.69	116.13	POSKW
cigarette	4	4	38.83	5.55	1.0	6.61	150.0	POSKW
formula	4	4	38.83	5.55	1.0	6.61	150.0	POSKW
secure	4	4	38.83	5.55	1.0	6.61	150.0	POSKW
vinyl	4	4	38.83	5.55	1.0	6.61	150.0	POSKW
ground	21	75	203.88	104.02	12.0	6.5	64.86	POSKW
receiver	6	10	58.25	13.87	2.0	6.45	123.08	POSKW
shoot	6	10	58.25	13.87	2.0	6.45	123.08	POSKW
shoreline	9	21	87.38	29.13	3.75	6.39	100.0	POSKW
spare	5	7	48.54	9.71	1.5	6.36	133.33	POSKW
can	16	52	155.34	72.12	8.5	6.23	73.17	POSKW
branch	12	34	116.5	47.16	5.75	6.18	84.75	POSKW
rail	12	34	116.5	47.16	5.75	6.18	84.75	POSKW
telephone	10	26	97.09	36.06	4.5	5.99	91.67	POSKW
rib	8	18	77.67	24.97	3.25	5.98	102.7	POSKW
horn	6	11	58.25	15.26	2.12	5.82	116.98	POSKW
repeat	11	31	106.8	43.0	5.25	5.72	85.19	POSKW
readable	17	59	165.05	81.83	9.5	5.66	67.42	POSKW
twin	4	5	38.83	6.93	1.12	5.61	139.39	POSKW
york	4	5	38.83	6.93	1.12	5.61	139.39	POSKW
striped	31	132	300.97	183.08	20.38	5.58	48.71	POSKW
cap.	9	23	87.38	31.9	4.0	5.55	93.02	POSKW
brush	15	50	145.63	69.35	8.12	5.51	70.97	POSKW
illustration	13	41	126.21	56.87	6.75	5.41	75.76	POSKW
bush	6	12	58.25	16.64	2.25	5.24	111.11	POSKW
convertible	6	12	58.25	16.64	2.25	5.24	111.11	POSKW
hinge	6	12	58.25	16.64	2.25	5.24	111.11	POSKW
shallow	9	24	87.38	33.29	4.12	5.17	89.66	POSKW
gather	29	124	281.55	171.98	19.12	5.14	48.32	POSKW
concentrated	7	16	67.96	22.19	2.88	5.12	101.54	POSKW
sock	8	20	77.67	27.74	3.5	5.11	94.74	POSKW
shape	57	284	553.4	393.9	42.62	5.08	33.67	POSKW
coat	20	77	194.17	106.8	12.12	5.02	58.06	POSKW
satisfy	5	9	48.54	12.48	1.75	4.95	118.18	POSKW
broad	31	137	300.97	190.01	21.0	4.84	45.2	POSKW
press	43	205	417.48	284.33	31.0	4.82	37.94	POSKW
block	34	154	330.1	213.59	23.5	4.8	42.86	POSKW
lettering	49	240	475.73	332.87	36.12	4.79	35.33	POSKW
forceful	4	6	38.83	8.32	1.25	4.78	129.41	POSKW
pastry	4	6	38.83	8.32	1.25	4.78	129.41	POSKW
taper	4	6	38.83	8.32	1.25	4.78	129.41	POSKW
thin	28	121	271.84	167.82	18.62	4.77	47.32	POSKW
coil	6	13	58.25	18.03	2.38	4.73	105.45	POSKW
peer	8	21	77.67	29.13	3.62	4.72	90.91	POSKW
speaker	8	21	77.67	29.13	3.62	4.72	90.91	POSKW
chair	29	127	281.55	176.14	19.5	4.7	46.06	POSKW
rise	40	189	388.35	262.14	28.62	4.68	38.81	POSKW
section	24	100	233.01	138.7	15.5	4.67	50.75	POSKW
leaf	10	30	97.09	41.61	5.0	4.61	80.0	POSKW
trouser	19	74	184.47	102.64	11.62	4.61	57.0	POSKW
take	31	139	300.97	192.79	21.25	4.57	43.82	POSKW
outdoor	26	112	252.43	155.34	17.25	4.48	47.62	POSKW
steady	34	157	330.1	217.75	23.88	4.42	41.01	POSKW
roll	27	118	262.14	163.66	18.12	4.41	46.25	POSKW
aerosol	5	10	48.54	13.87	1.88	4.37	111.11	POSKW
mid-century	5	10	48.54	13.87	1.88	4.37	111.11	POSKW
oil	5	10	48.54	13.87	1.88	4.37	111.11	POSKW
shrink	5	10	48.54	13.87	1.88	4.37	111.11	POSKW
tuck	16	60	155.34	83.22	9.5	4.34	60.47	POSKW
easy	10	31	97.09	43.0	5.12	4.31	77.23	POSKW
bundle	7	18	67.96	24.97	3.12	4.27	92.54	POSKW
patio	7	18	67.96	24.97	3.12	4.27	92.54	POSKW
position	27	119	262.14	165.05	18.25	4.26	45.45	POSKW
overlap	11	36	106.8	49.93	5.88	4.22	72.57	POSKW
rough	12	41	116.5	56.87	6.62	4.16	68.8	POSKW
attention	25	109	242.72	151.18	16.75	4.12	46.48	POSKW
belt	13	46	126.21	63.8	7.38	4.12	65.69	POSKW
blend	13	46	126.21	63.8	7.38	4.12	65.69	POSKW
pick	14	51	135.92	70.74	8.12	4.11	63.09	POSKW
interaction	4	7	38.83	9.71	1.38	4.08	120.0	POSKW
lower	42	206	407.77	285.71	31.0	4.08	35.2	POSKW
machinery	4	7	38.83	9.71	1.38	4.08	120.0	POSKW
obvious	4	7	38.83	9.71	1.38	4.08	120.0	POSKW
parallel	4	7	38.83	9.71	1.38	4.08	120.0	POSKW
slender	4	7	38.83	9.71	1.38	4.08	120.0	POSKW
stem	4	7	38.83	9.71	1.38	4.08	120.0	POSKW
sudden	4	7	38.83	9.71	1.38	4.08	120.0	POSKW
decorative	24	104	233.01	144.24	16.0	4.05	47.06	POSKW
aim	10	32	97.09	44.38	5.25	4.03	74.51	POSKW
protrude	7	19	67.96	26.35	3.25	3.9	88.24	POSKW
steering	14	52	135.92	72.12	8.25	3.9	61.33	POSKW
withdraw	7	19	67.96	26.35	3.25	3.9	88.24	POSKW
reinforce	29	133	281.55	184.47	20.25	3.88	41.67	POSKW
glitter	5	11	48.54	15.26	2.0	3.86	104.35	POSKW
preparation	5	11	48.54	15.26	2.0	3.86	104.35	POSKW
blue	16	489	155.34	678.22	63.12	55.19	-125.46	NEGKW
green	9	351	87.38	486.82	45.0	47.0	-139.13	NEGKW
gray	6	240	58.25	332.87	30.75	32.63	-140.43	NEGKW
yellow	14	339	135.92	470.18	44.12	30.95	-110.3	NEGKW
red	28	457	271.84	633.84	60.62	24.44	-79.94	NEGKW
orange	9	237	87.38	328.71	30.75	23.51	-116.0	NEGKW
pink	10	223	97.09	309.29	29.12	18.61	-104.44	NEGKW
brown	13	256	126.21	355.06	33.62	18.3	-95.1	NEGKW
logo	26	371	252.43	514.56	49.62	15.21	-68.35	NEGKW
tan	5	136	48.54	188.63	17.62	13.9	-118.13	NEGKW
bottom	39	470	378.64	651.87	63.62	12.41	-53.03	NEGKW
curly	5	124	48.54	171.98	16.12	11.6	-111.95	NEGKW
glow	12	195	116.5	270.46	25.88	10.35	-79.57	NEGKW
glowing	7	135	67.96	187.24	17.75	9.38	-93.48	NEGKW
silver	8	135	77.67	187.24	17.88	7.65	-82.72	NEGKW
fine	7	120	67.96	166.44	15.88	6.98	-84.02	NEGKW
standing	6	109	58.25	151.18	14.38	6.94	-88.74	NEGKW
badge	5	84	48.54	116.5	11.12	4.72	-82.35	NEGKW
street	6	90	58.25	124.83	12.0	4.1	-72.73	NEGKW
color	12	147	116.5	203.88	19.88	4.08	-54.55	NEGKW
skin	10	128	97.09	177.53	17.25	4.02	-58.59	NEGKW
person	15	172	145.63	238.56	23.38	3.86	-48.38	NEGKW
clean-shaven	6	15	58.25	20.8	2.62	3.83	94.74	NOTKW
on-screen	22	232	213.59	321.78	31.75	3.78	-40.41	NOTKW
pole	10	33	97.09	45.77	5.38	3.76	71.84	NOTKW
counter	14	162	135.92	224.69	22.0	3.75	-49.23	NOTKW
uniform	5	77	48.54	106.8	10.25	3.7	-75.0	NOTKW
ornate	8	24	77.67	33.29	4.0	3.69	80.0	NOTKW
say	6	87	58.25	120.67	11.62	3.69	-69.77	NOTKW
please	12	43	116.5	59.64	6.88	3.68	64.57	NOTKW
design	17	69	165.05	95.7	10.75	3.62	53.19	NOTKW
blond	4	66	38.83	91.54	8.75	3.6	-80.85	NOTKW
clean	28	280	271.84	388.35	38.5	3.57	-35.29	NOTKW
utensil	9	29	87.38	40.22	4.75	3.57	73.91	NOTKW
message	5	76	48.54	105.41	10.12	3.56	-73.87	NOTKW
sunlit	6	86	58.25	119.28	11.5	3.56	-68.75	NOTKW
align	7	20	67.96	27.74	3.38	3.55	84.06	NOTKW
churn	7	20	67.96	27.74	3.38	3.55	84.06	NOTKW
jagged	7	20	67.96	27.74	3.38	3.55	84.06	NOTKW
saucer	7	20	67.96	27.74	3.38	3.55	84.06	NOTKW
sharp	7	20	67.96	27.74	3.38	3.55	84.06	NOTKW
test	7	20	67.96	27.74	3.38	3.55	84.06	NOTKW
count	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
describe	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
flatten	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
folding	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
hairline	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
irregular	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
packed	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
separate	18	75	174.76	104.02	11.62	3.5	50.75	NOTKW
spoke	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
transcript	4	8	38.83	11.1	1.5	3.5	111.11	NOTKW
demonstrate	20	86	194.17	119.28	13.25	3.47	47.79	NOTKW
eyebrow	11	39	106.8	54.09	6.25	3.47	65.52	NOTKW
pour	20	86	194.17	119.28	13.25	3.47	47.79	NOTKW
character	4	65	38.83	90.15	8.62	3.45	-79.57	NOTKW
horse	6	16	58.25	22.19	2.75	3.44	89.66	NOTKW
pitcher	6	16	58.25	22.19	2.75	3.44	89.66	NOTKW
reading	12	141	116.5	195.56	19.12	3.44	-50.67	NOTKW
new	25	114	242.72	158.11	17.38	3.43	42.21	NOTKW
address	5	75	48.54	104.02	10.0	3.42	-72.73	NOTKW
cook	5	12	48.54	16.64	2.12	3.4	97.87	NOTKW
slat	5	12	48.54	16.64	2.12	3.4	97.87	NOTKW
temple	5	12	48.54	16.64	2.12	3.4	97.87	NOTKW
wagon	5	12	48.54	16.64	2.12	3.4	97.87	NOTKW
place	53	279	514.56	386.96	41.5	3.39	28.31	NOTKW
more	48	249	466.02	345.35	37.12	3.37	29.74	NOTKW
pack	18	76	174.76	105.41	11.75	3.34	49.5	NOTKW
smooth	38	190	368.93	263.52	28.5	3.32	33.33	NOTKW
multiple	14	55	135.92	76.28	8.62	3.31	56.21	NOTKW
dim	6	84	58.25	116.5	11.25	3.3	-66.67	NOTKW
cheerful	5	74	48.54	102.64	9.88	3.28	-71.56	NOTKW
