lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
website	19	12	184.47	16.64	3.88	40.84	166.9	POSKW
facade	6	2	58.25	2.77	1.0	16.49	181.82	POSKW
nervous	5	1	48.54	1.39	0.75	15.65	188.89	POSKW
silver	35	108	339.81	149.79	17.88	15.24	77.62	POSKW
splatter	6	3	58.25	4.16	1.12	14.3	173.33	POSKW
shout	5	2	48.54	2.77	0.88	12.95	178.38	POSKW
upscale	5	2	48.54	2.77	0.88	12.95	178.38	POSKW
warranty	5	2	48.54	2.77	0.88	12.95	178.38	POSKW
blow	13	25	126.21	34.67	4.75	11.92	113.79	POSKW
cool	16	38	155.34	52.7	6.75	11.06	98.67	POSKW
news	5	3	48.54	4.16	1.0	11.01	168.42	POSKW
blue	89	416	864.08	576.98	63.12	10.94	39.85	POSKW
pendant	7	8	67.96	11.1	1.88	10.52	143.86	POSKW
mobile	6	6	58.25	8.32	1.5	9.92	150.0	POSKW
activity	9	15	87.38	20.8	3.0	9.68	123.08	POSKW
billboard	4	2	38.83	2.77	0.75	9.53	173.33	POSKW
joyful	4	2	38.83	2.77	0.75	9.53	173.33	POSKW
motorcycle	4	2	38.83	2.77	0.75	9.53	173.33	POSKW
trip	4	2	38.83	2.77	0.75	9.53	173.33	POSKW
mail	5	4	48.54	5.55	1.12	9.5	158.97	POSKW
expectant	9	16	87.38	22.19	3.12	9.03	118.99	POSKW
flip	13	31	126.21	43.0	5.5	8.93	98.36	POSKW
orange-brown	6	7	58.25	9.71	1.62	8.88	142.86	POSKW
welcome	6	7	58.25	9.71	1.62	8.88	142.86	POSKW
tan	30	111	291.26	153.95	17.62	8.45	61.68	POSKW
formation	9	17	87.38	23.58	3.25	8.43	115.0	POSKW
kid	5	5	48.54	6.93	1.25	8.27	150.0	POSKW
pavement	14	37	135.92	51.32	6.38	8.16	90.37	POSKW
loom	7	11	67.96	15.26	2.25	7.99	126.67	POSKW
beak	6	8	58.25	11.1	1.75	7.97	136.0	POSKW
celebrate	6	8	58.25	11.1	1.75	7.97	136.0	POSKW
muddy	6	8	58.25	11.1	1.75	7.97	136.0	POSKW
peak	6	8	58.25	11.1	1.75	7.97	136.0	POSKW
hip	15	42	145.63	58.25	7.12	7.9	85.71	POSKW
supervise	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
web	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
expressive	9	18	87.38	24.97	3.38	7.87	111.11	POSKW
button-up	12	30	116.5	41.61	5.25	7.66	94.74	POSKW
shell	8	15	77.67	20.8	2.88	7.56	115.49	POSKW
shopping	8	15	77.67	20.8	2.88	7.56	115.49	POSKW
blue-gray	7	13	67.96	18.03	2.5	6.69	116.13	POSKW
crop	7	13	67.96	18.03	2.5	6.69	116.13	POSKW
ponytail	7	13	67.96	18.03	2.5	6.69	116.13	POSKW
sky	35	147	339.81	203.88	22.75	6.62	50.0	POSKW
entertainment	4	4	38.83	5.55	1.0	6.61	150.0	POSKW
program	4	4	38.83	5.55	1.0	6.61	150.0	POSKW
sprint	4	4	38.83	5.55	1.0	6.61	150.0	POSKW
bluish	6	10	58.25	13.87	2.0	6.45	123.08	POSKW
graphic	41	181	398.06	251.04	27.75	6.43	45.3	POSKW
computer	10	25	97.09	34.67	4.38	6.39	94.74	POSKW
associate	5	7	48.54	9.71	1.5	6.36	133.33	POSKW
logo	67	330	650.49	457.7	49.62	6.36	34.79	POSKW
bodywork	7	14	67.96	19.42	2.62	6.12	111.11	POSKW
sunlit	20	72	194.17	99.86	11.5	6.07	64.15	POSKW
disclaimer	10	26	97.09	36.06	4.5	5.99	91.67	POSKW
smear	9	22	87.38	30.51	3.88	5.95	96.47	POSKW
notice	11	31	106.8	43.0	5.25	5.72	85.19	POSKW
