file_id	group_filename	decade	ver1	ver2	ver3	ver4	ver5	ver6	ver7	ver8	vis1	vis2	vis3	vis4	vis5	vis6	vis7	vis8	V1	V2	V3	V4	V5	V6	V7	V8	W1	W2	W3	W4	W5	W6	W7	W8
t000181	1960/tv_com_1960_92.txt	1960	3	0	0	0	-1	4	0	0	5	-2	-2	4	9	1	6	0	0.2277914423	1.2852213551	-0.384847287	1.3407431626	-1.740943951	-0.690583466	1.4374678398	1.5071478762	1.6111671539	0.346241031	-1.783001318	-0.838711572	0.0905567074	-0.721347194	-0.632373419	0.9266397884
t000182	1960/tv_com_1960_93.txt	1960	6	3	0	-1	-1	0	0	0	4	4	-1	-3	1	5	5	0	1.4052705841	0.1509852328	1.4497315623	0.6038522049	-1.681128064	0.043951636	-1.9140631	0.865890429	0.9401323582	-0.649450044	-0.344610827	2.2393307198	0.3195104108	-0.028991059	1.0884550244	0.455647365
t000183	1960/tv_com_1960_94.txt	1960	3	1	4	0	0	-3	1	-1	-1	5	1	1	0	0	2	0	0.686034876	-3.232322114	0.2844089647	-1.559818222	-0.389609003	0.4135626056	-0.44383493	-0.746175773	0.473034022	0.5238885133	1.0353655032	0.1274245446	0.7874924457	-0.026706012	0.7475856231	-1.056150609
t000184	1960/tv_com_1960_95.txt	1960	2	2	2	-1	1	-2	0	0	0	4	3	-6	2	1	0	0	0.2887139694	-1.040045048	1.6321347636	-1.673627587	-0.203769094	-0.499732932	-0.825642001	-0.739163604	0.5833503309	-0.992346849	0.8198556475	0.2457838952	0.0899953444	1.9352695493	1.4224867865	-0.730755282
t000185	1960/tv_com_1960_96.txt	1960	0	2	0	-2	0	0	0	1	0	-1	1	-2	0	0	4	0	-0.527841887	0.7219658536	1.679569185	0.3848204096	-0.744699869	-1.141118857	-0.681265675	-1.193924018	1.4620092879	-0.291406039	0.3307155371	-0.063399922	-0.483813111	-0.071340415	0.6862878474	-0.601859181
t000186	1960/tv_com_1960_97.txt	1960	2	8	1	0	0	0	1	1	-1	5	6	-4	3	1	6	0	0.5929053747	-0.652519582	5.8583280571	1.1943715046	-2.147001235	0.4424246998	-0.878126756	0.2628675406	1.0388612392	-0.439165989	1.5268652969	1.0611803214	-0.089098131	1.4972614352	-0.309909285	0.5028857598
t000187	1960/tv_com_1960_98.txt	1960	6	4	0	1	1	1	2	1	5	2	0	-1	3	0	4	0	2.2842442221	0.6581724865	3.2701727895	0.5661945158	-0.737196424	1.5933979036	0.7789537708	0.616664809	1.120654092	-0.650843896	0.1909184972	-0.128923233	0.4549855643	-0.206984427	0.5128789734	0.0727436664
t000188	1960/tv_com_1960_99.txt	1960	2	1	0	4	0	-3	0	1	0	2	9	-3	2	0	2	0	-0.504080348	-1.249053493	1.2845741308	0.2642676179	2.6857897875	2.3127795075	-0.621197776	1.8763332968	0.2007247784	-0.575932025	1.3874643573	-0.060439552	-1.089828369	1.7621504955	-0.254503911	-0.632174758
t000189	1960/tv_com_1960_100.txt	1960	9	-1	0	2	0	-3	2	-1	2	4	0	0	10	1	5	0	2.6797238523	-1.069354367	-1.194169008	-0.970260824	0.9234164806	3.6340183946	-0.947858195	0.8394187353	1.3463833069	0.0431147512	-0.505352426	-0.235127257	0.9503282148	1.0147317713	-0.297131001	1.1139061646
t000190	1960/tv_com_1960_101.txt	1960	9	1	5	0	0	0	0	-1	-1	3	1	-1	0	1	2	0	2.806456073	-2.580743137	-0.181160204	-1.628771382	-1.319642372	-1.041769074	0.0829875436	1.5281482847	0.711478124	0.133266716	0.5753338544	0.3606817234	0.2182096923	0.2911766484	0.9797818566	-0.940594719
t000191	1960/tv_com_1960_102.txt	1960	5	-1	0	0	0	-2	1	-2	6	3	2	-1	2	1	-1	0	1.049288613	-0.582337289	-1.350793945	-1.735742017	-0.618583345	2.1720464374	-1.003570427	0.080160163	-0.154264267	-0.811473238	0.0998554073	-0.255843493	0.1759824853	0.4852502371	1.1230547056	-0.963684181
t000192	1960/tv_com_1960_103.txt	1960	4	1	2	0	0	-2	5	-1	-3	0	1	0	0	0	2	0	2.1344309179	-2.128350113	0.3713749388	0.0390838373	-1.289103221	3.4588628148	1.2599048652	-2.80273232	1.0305405426	0.4814161742	0.3098835384	-0.350270999	-0.286969395	0.1275688183	0.7872855763	-1.249914029
t000193	1960/tv_com_1960_105.txt	1960	3	1	0	0	1	0	0	1	6	6	1	1	4	1	10	-1	0.5346982956	0.8286022542	1.2675707637	-0.467597857	0.5312659768	-0.161606128	0.0697505698	0.2587352649	1.4797676696	-0.458750271	0.7065190684	1.4397233874	1.3675194395	-0.916137836	-1.123116787	1.1744877532
t000194	1960/tv_com_1960_106.txt	1960	1	5	3	0	1	0	0	0	5	1	2	-2	0	-1	2	0	0.0607338004	-1.412368208	3.8196511077	-1.018788882	-1.522141313	-0.734534992	0.2774110567	0.3861981002	0.7312921855	-0.970615906	0.7724880764	-0.460170506	-0.063996129	-0.111897494	0.8474779253	-0.775650868
t000195	1960/tv_com_1960_108.txt	1960	5	4	3	-1	-1	0	2	2	5	0	5	0	0	1	7	1	2.0087728445	-1.532522535	2.6531536059	2.1757084475	-1.083877972	-0.791699244	-0.022822855	-1.124665989	0.805874753	-0.283223826	0.8928465782	0.6724848009	-1.183605025	-0.65022853	-0.327598223	0.6179099184
t000196	1960/tv_com_1960_109.txt	1960	2	0	0	0	-1	0	0	0	2	1	3	-1	1	0	4	0	-0.286908149	0.0077635485	-0.307084092	0.6085988188	-0.369849722	0.1691771854	-0.475077094	0.4418097391	0.9382694034	-0.344426244	0.6684775366	0.0287465379	-0.317254888	0.0587132521	0.1987100565	-0.376485842
t000197	1960/tv_com_1960_110.txt	1960	3	0	1	1	-1	0	0	0	7	1	1	0	1	0	3	0	0.0588063668	-0.735893233	-0.340775453	0.5548163917	-0.065199964	0.2708435592	-0.053219197	1.1331425302	0.6595187705	-0.770458631	0.2263151256	-0.191321844	0.0599930713	-0.679031326	0.5481623096	-0.391349606
t000198	1960/tv_com_1960_111.txt	1960	6	0	2	0	-1	0	1	0	4	0	2	0	0	0	2	-2	1.6399574157	-1.125781242	-0.630048434	0.5224579307	-0.626005892	0.1338381196	0.0135384298	0.3506863568	0.7624586619	-0.919620775	-0.073126217	-0.066478935	0.1378315135	-0.403514641	0.039187796	-1.690411666
t000199	1960/tv_com_1960_112.txt	1960	2	0	2	0	-2	0	0	1	12	1	1	3	4	5	3	0	-0.24651806	-1.310578542	-0.469553541	1.8348763753	-0.049445673	-1.07600378	-0.22705523	0.2092142903	-0.228085394	-0.62869207	-1.582043098	1.0706848311	-0.361236198	-0.940813498	0.0687776701	0.3751456717
t000200	1960/tv_com_1960_113.txt	1960	8	-1	0	0	0	0	-1	0	-1	-1	-1	0	0	1	4	0	1.7948563929	0.7042511801	-1.080794566	-0.863507548	0.3549570064	-0.271616576	-1.160382864	1.8804817016	1.4530959706	0.2983165999	-0.21610533	0.1455081606	-0.269150685	-0.532564584	0.7917398616	-0.699616508
t000201	1960/tv_com_1960_114.txt	1960	3	1	2	-1	-1	-2	0	1	16	1	2	0	5	3	1	2	0.3581622545	-1.432467411	0.4392579628	0.5310120676	0.2380346975	-0.98242076	-1.470528362	-0.663032121	-0.542996102	-1.355724536	-0.816616753	-0.095240625	-0.772307672	-0.294309838	1.0253781494	1.1148249763
t000202	1960/tv_com_1960_115.txt	1960	5	0	1	0	-1	-1	2	-2	12	0	0	2	10	0	1	0	1.311950701	-1.350737607	-1.017172536	-0.415767719	-1.748767426	2.2155599233	-0.34349485	-0.176345267	0.4118450244	-1.024411061	-1.493512222	-1.655362263	0.3543704383	0.0655584185	-0.000170852	0.4708231228
t000203	1960/tv_com_1960_116.txt	1960	5	0	2	2	1	3	0	1	7	3	3	5	4	3	8	1	1.2981890403	0.3358228959	0.4937415026	-0.080604722	0.4306625653	-0.693374587	2.6555200311	2.2034649239	0.3599467517	0.6272504101	-0.038025419	1.1133455691	-0.262930563	-1.218149664	-1.004674985	1.3767348454
t000204	1960/tv_com_1960_117.txt	1960	2	-1	0	-1	0	0	0	-1	2	1	6	1	2	1	5	1	-0.125082222	0.4165555816	-0.990758209	-1.040178112	-0.806283537	0.0964077526	-0.23334955	-0.147762795	0.4281884176	0.2848501256	0.7905693017	0.2382874551	-1.099896073	0.1691721208	-0.435123869	0.2863200048
t000205	1960/tv_com_1960_118.txt	1960	2	0	0	-1	1	2	1	1	4	1	3	6	-1	-1	7	2	0.5899827102	1.5717180759	0.579006888	0.0714082005	-0.341551156	-0.56172502	1.6310099122	-0.802998634	0.5033721172	1.2231050693	1.317038349	-0.263360231	-0.61615204	-2.05675844	-0.385919088	0.3946416036
t000206	1960/tv_com_1960_119.txt	1960	3	2	1	-1	0	0	1	-2	1	0	4	0	0	0	1	0	0.6422668965	-0.59932509	0.7607090499	-1.248215685	-2.632163113	0.9770171361	-0.318859759	-0.134809553	0.3405308212	-0.096512487	0.5008286208	-0.434091092	-0.72457163	0.2598924009	0.4709815717	-1.27226124
t000207	1970/tv_com_1970_2.txt	1970	0	0	0	0	1	-1	0	0	1	2	1	2	9	3	0	0	-0.726716088	0.2981920122	0.5144651032	-1.231742931	0.5247403489	0.3324351468	0.085679723	-0.361479665	0.2206677231	0.5197186198	-1.501165456	-0.451094536	0.0952135977	1.335914154	0.2138326207	-0.165029034
t000208	1970/tv_com_1970_3.txt	1970	1	0	0	0	0	1	0	0	-1	2	1	2	4	2	7	0	-0.453768199	0.6195450318	0.099454324	-0.022894389	-0.435311467	-0.085611731	0.5736523167	0.3757622016	1.3563212778	0.7985383347	-0.127555239	0.7450637902	0.0860698194	-0.201583242	-0.501795085	0.4775281563
t000209	1970/tv_com_1970_4.txt	1970	1	1	0	0	0	0	-1	1	3	5	6	-2	7	1	4	-1	-0.677557122	0.5294321913	1.0377764973	0.1676107891	0.4251380055	-0.852651238	-0.529986959	0.6819717896	0.5720613251	-0.817451568	0.5361147081	0.3803055525	0.3486185608	1.6669224421	-0.864566064	0.2998382986
t000210	1970/tv_com_1970_5.txt	1970	4	0	1	0	2	1	0	0	20	0	0	-1	8	0	11	0	1.0776013504	0.8047823398	0.5473811645	-1.977705437	0.0576440658	-0.356987784	1.2455700129	0.5842269646	1.8268206768	-2.53244257	-0.556082855	0.1607114821	0.3866370327	-1.66761273	-1.076656902	2.8539373203
t000211	1970/tv_com_1970_6.txt	1970	2	0	-1	0	1	0	0	-1	2	1	0	3	0	0	6	0	-0.086702588	1.0774924203	0.1598165032	-1.597893722	-0.458703086	1.0240774559	-0.042112382	0.4909994709	1.1833220768	0.5006907244	0.3845410294	0.1742650432	0.2009158934	-1.417291986	-0.038180384	-0.31422871
t000212	1970/tv_com_1970_7.txt	1970	0	1	1	0	0	1	0	0	5	1	4	2	9	0	7	0	-0.723422045	-0.057761477	0.8254305297	-0.021041502	-0.788261894	-0.457824174	0.7855739652	0.2504409872	1.1673929279	-0.109743572	-0.208762615	-0.520174921	-0.13680595	0.3089090084	-1.475801687	1.2624582563
t000213	1970/tv_com_1970_8.txt	1970	1	0	1	0	1	-1	0	0	0	-1	3	2	2	0	7	0	-0.283897775	-0.251157855	0.4095337123	-1.388012929	0.4799149249	-0.02733523	0.2301708892	-0.255106401	1.4210078162	0.4868831117	0.3090552213	-0.00623259	-0.657685532	-0.580372551	-0.750505978	0.043951717
t000214	1970/tv_com_1970_9.txt	1970	4	1	0	-1	0	0	0	-1	3	1	2	-1	3	3	4	0	0.689468308	0.3603131154	0.2722567209	-0.949908961	-1.444990434	0.2956460603	-0.916835019	0.4113224396	0.789721133	-0.33234309	-0.421431322	0.8316719177	-0.455556399	0.3071497578	0.2668730467	0.1198752602
t000215	1970/tv_com_1970_10.txt	1970	2	0	0	0	0	0	-1	0	8	1	3	3	3	1	8	0	-0.410612329	0.4431806612	0.0159798732	-0.554733585	0.0618032636	-0.433473601	-0.547388093	0.9671377632	0.8888383524	-0.253679367	0.137841443	0.5492118325	-0.230182426	-1.301524723	-1.062429305	0.8381716898
t000216	1970/tv_com_1970_11.txt	1970	3	2	2	0	0	-1	0	0	14	-1	9	2	0	0	2	2	0.4291954484	-1.224043777	1.2911881353	-0.554743251	-0.472507874	-0.232064461	-0.572536678	0.3593063473	-0.996083339	-0.997409168	0.9742363906	-0.635399255	-2.058924254	-0.767829027	-0.158224316	0.1868333176
t000217	1970/tv_com_1970_12.txt	1970	2	2	0	-1	1	1	0	0	-1	2	2	2	0	1	3	0	0.2556634643	1.0583461289	1.7005917608	-0.859057794	-1.147117437	-0.378320492	0.1492955263	0.0601089284	0.5552508652	0.6861729236	0.4377395749	0.2705637643	-0.093523246	-0.279434386	0.2912495561	-0.941474234
t000218	1970/tv_com_1970_13.txt	1970	1	0	0	0	0	0	0	0	2	3	3	5	2	-1	9	0	-0.489130812	0.3085001975	0.1022784451	-0.215346167	-0.093473613	0.1386668672	0.0614183152	0.1520307586	1.165049728	0.8779052215	1.1430139521	0.2123505191	0.3749117275	-1.4180878	-1.389792192	0.4454531867
t000219	1970/tv_com_1970_14.txt	1970	3	0	1	-1	-1	0	-2	0	1	2	0	4	2	1	2	0	-0.336447355	-0.144475416	-0.522919235	-0.253608047	-0.446110944	-1.871018359	-1.55278333	1.252612754	0.4032312992	0.8460788482	-0.244233824	-0.21799987	0.329151841	-0.604812588	0.3553242108	-0.899617451
t000220	1970/tv_com_1970_15.txt	1970	2	0	0	-1	0	0	0	0	2	3	4	1	5	1	3	0	-0.018777874	0.5360855811	-0.035428295	-0.355496508	-0.44669161	-0.285416144	-0.352339488	-0.262516404	0.3842847091	0.1084941718	0.2053666567	-0.070429645	-0.035036824	0.7211939435	-0.316504833	-0.058388374
t000221	1970/tv_com_1970_16.txt	1970	1	0	0	1	0	0	0	0	-1	3	2	1	3	-2	8	0	-0.586234609	0.1141932832	0.173518475	-0.112858596	0.2560015689	0.600103618	0.3387850461	0.7369902862	1.7651457612	0.460360269	1.3418328727	-0.209783417	0.5846836574	-0.328899229	-0.70800374	0.3969752099
t000222	1970/tv_com_1970_17.txt	1970	2	0	1	0	0	2	1	0	10	-1	1	5	2	0	3	0	0.3191433832	0.2798380042	0.0115306731	0.3150120396	-0.980994436	-0.060166497	1.7027928203	0.0611722685	0.2285397241	-0.228145435	-0.540489099	-0.748062017	-0.214275614	-1.743821592	-0.165683663	-0.466467676
t000223	1970/tv_com_1970_18.txt	1970	1	0	0	0	0	-1	1	-1	17	5	2	3	2	1	8	0	-0.30204099	-0.284876333	-0.13242131	-0.707957556	-0.585858011	1.4165289836	-0.064762075	-0.492511463	0.2266783421	-1.312733675	0.6275167404	1.0727835604	0.8205900195	-2.221394827	-0.765287136	1.2741628595
t000224	1970/tv_com_1970_19.txt	1970	1	1	1	0	1	0	0	1	6	0	2	0	0	-1	1	2	-0.142230815	0.1794169784	1.3620395046	-0.510879547	0.4976689981	-0.633437724	0.6234149527	-0.146128567	0.2204513716	-0.261659765	0.777462672	-1.059276333	-0.745348939	-0.436892564	1.3356178247	-0.302400292
t000225	1970/tv_com_1970_20.txt	1970	0	0	0	0	0	0	0	0	2	1	6	3	1	0	9	0	-0.862379953	0.2752217281	0.1687451557	-0.177683397	-0.089730798	0.1013131272	0.1978093874	-0.018381607	1.0355526997	0.431946512	1.1429901197	0.6060364499	-0.697779588	-0.898597997	-1.543854437	0.4201310874
t000226	1970/tv_com_1970_21.txt	1970	0	-2	0	0	-1	0	1	0	3	2	2	2	3	2	7	0	-0.806728021	-0.03739598	-1.55026716	0.8200543156	0.1098374834	0.579433086	0.6808237104	-0.761970135	1.0122662208	0.2631692437	0.0305337163	0.8768652083	-0.060562902	-0.596056979	-0.578249277	0.5389720225
t000227	1970/tv_com_1970_22.txt	1970	2	0	0	0	-1	-2	0	0	1	1	3	0	4	0	5	2	-0.357633374	-0.61432612	-0.30143585	0.223695262	0.3138259857	0.6177343811	-1.499545097	-0.005653147	0.9738766266	0.4807140629	0.6965770205	-0.453213465	-0.725292918	0.365321421	0.2500868628	0.8962080406
t000228	1970/tv_com_1970_23.txt	1970	0	0	0	-1	0	0	0	0	0	1	2	1	1	4	5	0	-0.765276156	0.4695286423	0.0975051259	-0.280170969	-0.43920598	-0.360123624	-0.079557344	-0.603341134	0.7468783132	0.4846182972	-0.39014107	1.4309439297	-0.631720941	-0.181224148	0.0710142512	-0.136129907
t000229	1970/tv_com_1970_24.txt	1970	1	-1	0	0	0	0	0	0	6	4	2	5	6	1	9	0	-0.523156936	0.3698999	-0.59569573	-0.298143512	0.2221370202	0.0764014532	0.2667699774	0.0429005062	0.9605164207	0.4922972475	0.150172873	0.5665431293	0.6579832719	-1.11710097	-1.506146554	1.3201519917
t000230	1970/tv_com_1970_25.txt	1970	1	0	0	0	2	0	0	0	6	0	0	0	5	0	7	0	-0.147077856	0.9765304343	0.7880700978	-1.938561678	0.4517929735	0.1523537105	0.8616269894	-0.086702472	1.6769351539	-0.589698417	-0.245391863	-0.167610305	0.1439650684	-0.597426121	-0.287412476	0.8870931517
t000231	1970/tv_com_1970_26.txt	1970	2	0	0	-2	-1	2	1	0	0	1	1	1	2	0	9	0	0.2727553276	0.9170650513	-0.435380533	1.090251881	-1.911495485	-0.592759304	0.4670727828	-0.92534107	1.9096745983	0.3923761631	0.6006729213	0.5047933348	0.0685477188	-0.812826076	-0.603979771	0.5863048789
t000232	1970/tv_com_1970_27.txt	1970	0	0	0	-1	0	-2	0	0	0	-1	2	3	4	1	1	1	-0.836001381	-0.152561026	0.1031533682	-0.665074525	0.2444697272	0.0884335721	-1.104025347	-1.05080402	0.3606687693	0.9193045378	-0.572455191	-0.934302706	-0.835631339	0.245302601	0.393164722	-0.546064297
t000233	1970/tv_com_1970_28.txt	1970	3	0	3	0	-1	0	1	0	9	-1	5	0	1	0	3	0	0.5897791641	-1.808244988	-0.469112982	0.5168390109	-0.655860055	-0.375347217	0.7035938849	-0.22458984	0.2641372908	-1.140039537	0.3108426469	-0.326089212	-0.965357564	-0.451342831	-0.114849856	-0.3686261
t000234	1970/tv_com_1970_30.txt	1970	2	0	0	0	0	1	0	2	5	4	2	4	2	2	9	0	0.0640373891	1.0146829053	0.5476990894	1.1432113594	0.9113508383	-0.936436611	0.6099846928	0.0984068449	0.8660113064	0.4540263016	0.4754063827	1.3867066599	0.3884218849	-1.453735709	-1.018933637	0.8670215384
t000235	1970/tv_com_1970_31.txt	1970	4	0	3	0	0	0	0	0	12	0	2	1	1	1	2	0	0.8393241251	-1.339549405	-0.212515728	-0.684156162	-0.227949885	-0.940644264	0.494891814	0.4711505491	0.0279384127	-1.230924826	-0.279411021	-0.118338386	-0.365774763	-1.048438573	0.4375144734	-0.386283562
t000236	1970/tv_com_1970_32.txt	1970	2	0	1	0	0	-1	-1	-1	7	0	2	1	0	0	4	0	-0.448683994	-0.631422212	-0.277016424	-1.467676851	-0.312644052	-0.16222981	-0.86510158	0.9032510795	0.6534741864	-0.607812687	0.3154598498	-0.076139081	-0.313841764	-1.058696594	0.181889861	-0.40665038
t000237	1970/tv_com_1970_33.txt	1970	1	0	1	0	0	-1	0	0	0	0	1	1	0	2	2	1	-0.454924253	-0.585172974	0.0666378859	-0.526405174	0.2072816316	-0.034178652	-0.169933448	-0.135739786	0.5075933755	0.6082823514	-0.094738461	0.1676548356	-0.7397033	-0.207915583	1.0118538238	-0.650017553
t000238	1970/tv_com_1970_34.txt	1970	2	0	0	0	0	0	0	0	1	4	2	1	3	0	7	-1	-0.115881671	0.3417786669	0.0358117345	-0.253008937	-0.097216428	0.1760206071	-0.074972757	0.3224431237	1.3395224058	0.0501207481	0.7422627177	0.5700037565	0.8176530817	-0.269474655	-0.771469466	0.0496396961
t000239	1970/tv_com_1970_35.txt	1970	0	0	0	-2	0	1	0	0	4	2	-1	5	2	0	3	0	-0.632809747	0.9748803909	0.0234409749	-0.190206762	-1.130519016	-1.045838972	0.155309927	-0.964569219	0.5268851085	0.6427322885	-0.159898658	-0.480000684	0.6618728049	-1.335635913	0.2037462231	-0.660682388
t000240	1970/tv_com_1970_36.txt	1970	3	-1	0	0	0	0	1	1	2	1	1	0	3	8	0	0	0.5903502275	0.5159845465	-0.451441552	0.5301398554	0.7308342582	0.3165138311	0.5527648929	-0.484853264	-0.253247541	0.1591649384	-2.030011765	1.9087294314	-0.926832913	0.8153736582	1.0809134634	-0.511309009
t000241	1970/tv_com_1970_37.txt	1970	1	0	0	0	0	0	1	0	8	1	6	2	0	0	10	-1	-0.194400154	0.2070982032	0.1221103064	0.0863784813	-0.252493305	0.7481610755	0.533833651	-0.492663881	1.0508762453	-0.767474385	1.0908978009	1.043645519	-0.421073997	-1.554300087	-1.797816419	0.4590931662
t000242	1970/tv_com_1970_38.txt	1970	2	2	0	-1	0	-1	-1	0	2	3	1	2	0	2	6	0	-0.280818896	0.2036433361	1.3435123155	-0.684078244	-0.577055331	-0.546100926	-1.74769215	0.3767072973	0.8316616329	0.4103448704	0.4002559487	1.1392555365	0.1978460504	-0.950495699	0.0105958395	-0.076074845
t000243	1970/tv_com_1970_39.txt	1970	2	-1	0	0	2	-1	0	1	1	7	1	-1	5	0	4	0	0.2290607717	0.9410934739	0.2838090709	-1.649589312	1.7807012054	-0.092368676	0.504715302	-0.473035663	0.9132756079	-0.040850229	0.950702384	0.1910593076	1.354303664	0.7901641644	0.2712313911	0.2895549123
t000244	1970/tv_com_1970_41.txt	1970	2	0	1	1	1	0	0	0	16	-1	-1	-1	2	0	4	0	0.0276101814	-0.101141466	0.4114829103	-1.130736349	0.4838094382	0.2471766627	0.8833805495	0.7239969344	0.8717623613	-2.11617388	-0.500382312	-0.334555673	0.0734122976	-1.582384928	0.6942751714	0.3907259951
t000245	1970/tv_com_1970_42.txt	1970	3	-2	0	1	0	0	1	0	0	2	1	-1	7	2	5	1	0.3869420828	0.2021476328	-1.335531436	-0.052054177	0.7207175135	1.1597744783	0.9491215619	0.2148598722	1.2784208586	0.318058934	-0.317551419	0.1576976382	-0.127267415	0.9860073339	0.2082821117	1.0673998387
t000246	1970/tv_com_1970_43.txt	1970	1	-1	0	-3	2	0	0	1	7	3	3	5	5	1	10	0	0.1824856336	1.8017805815	0.1337315709	-1.726937478	0.3941806209	-1.738311266	0.3212401829	-2.174595168	0.998055433	0.3326592581	0.271957537	0.7325568672	0.2785592069	-1.408990936	-1.754896883	1.4119495972
t000247	1970/tv_com_1970_44.txt	1970	3	0	1	0	0	0	0	1	3	-4	0	0	6	0	5	0	0.3992148651	-0.026641499	0.1882360816	0.1926053238	0.5331607079	-0.62783908	0.1558801334	0.2049325263	1.8329319818	-0.307228484	-1.10123381	-0.986715845	-0.698653678	-0.083373252	-0.115312328	0.3320884296
t000248	1970/tv_com_1970_45.txt	1970	3	-1	0	0	-1	-2	2	0	6	1	-1	-1	8	1	4	1	0.5710509586	-0.722451937	-1.026213013	0.7066844434	0.3076544202	1.8118111238	-0.485753836	-1.233760313	1.2459752491	-0.487458592	-0.775653988	-0.567698149	0.1893588535	0.4128856228	0.5466066855	1.1987899885
t000249	1970/tv_com_1970_46.txt	1970	-2	0	4	0	0	0	0	0	15	3	4	4	9	0	13	2	-1.330601549	-2.121848559	0.1478198555	-0.576786773	-0.246575603	-1.56189082	1.5941204856	-0.615362743	1.1144822453	-0.41937127	0.5953369539	0.2188054674	-0.061917036	-1.554726745	-2.064393393	3.7235770454
t000250	1970/tv_com_1970_47.txt	1970	4	0	0	0	0	0	0	1	1	6	1	2	3	1	6	3	0.7028948347	0.5892653077	0.1602340513	0.2735497829	0.5705005017	-0.193361223	-0.261393177	0.4393839931	0.5801373029	1.2971179863	1.3185325845	0.4049830776	0.258017769	-0.253733104	0.6528806633	1.468318625
t000251	1970/tv_com_1970_48.txt	1970	2	0	2	-1	0	1	1	0	5	1	2	2	7	-1	5	0	0.4504537389	-0.419528253	-0.095349916	-0.098534539	-1.029714373	-0.694448767	1.1940743263	-0.811557804	1.0905725074	-0.141934587	-0.088309921	-0.974060081	0.2288368631	-0.055144981	-0.700246268	0.5309320566
t000252	1970/tv_com_1970_49.txt	1970	0	0	0	0	-1	0	0	0	0	0	2	-1	1	0	3	0	-1.033406431	-0.05879339	-0.174150671	0.6839243581	-0.362364091	0.0944697056	-0.20229495	0.1009850088	1.0606549792	-0.101721527	0.3624625949	-0.241230567	-0.39356668	0.1979231246	0.5011360239	-0.709659913
t000253	1970/tv_com_1970_50.txt	1970	1	0	1	0	-1	0	1	1	8	0	1	1	1	0	2	1	-0.223579237	-0.52861555	-0.001894462	1.4312632666	0.1089933529	-0.099895773	0.5009732764	-0.661220228	0.3358422888	-0.496399153	0.103046668	-0.61437867	-0.382196116	-0.844125373	0.8632542773	-0.249634689
t000254	1970/tv_com_1970_51.txt	1970	1	-1	0	0	-1	-1	-1	-1	13	-2	4	6	2	0	2	0	-1.096554908	-0.354687761	-1.212955035	-0.532596442	-0.224841288	0.1284317313	-1.204345421	0.807114179	-0.431903572	-0.505054802	-0.545383057	-0.987379715	-0.853862244	-1.739066606	-0.615731796	-0.626743915
t000255	1970/tv_com_1970_52.txt	1970	3	0	-1	0	0	-1	0	0	6	-1	2	8	3	0	3	0	0.1524356861	0.646640639	0.0106338254	-0.364516256	0.2819612192	0.8347770617	-1.004480069	0.3331631475	0.0722213542	0.8531264493	-0.629617412	-0.99161117	-0.335307237	-1.636013553	-0.759271821	-0.709208575
t000256	1970/tv_com_1970_53.txt	1970	3	-2	0	0	0	0	0	1	1	0	2	4	3	-1	7	0	0.2615934456	0.6787862433	-1.169247589	0.1456178619	1.2054645834	-0.355245791	0.2857012193	0.0507111232	1.3528141046	0.7480513686	0.3513428143	-0.467302205	-0.097669534	-0.986018106	-0.927949815	0.0806355696
t000257	1970/tv_com_1970_54.txt	1970	-2	0	4	1	-2	1	0	0	3	-2	4	0	0	0	4	0	-1.734395689	-2.673140876	-0.469555888	1.4413680873	-0.784204862	-1.33841951	1.5835125438	0.432061458	0.8688626918	-0.363882124	0.342911649	-0.207745155	-1.101688912	-0.365938335	-0.041740364	-0.612438006
t000258	1970/tv_com_1970_55.txt	1970	2	-1	0	0	0	2	0	0	1	0	2	1	1	2	5	0	-0.07918257	1.025268038	-0.667810683	0.0490972748	-0.465281502	-0.334802003	1.1548469083	0.6607757573	0.9582474192	0.2565377497	-0.097639918	0.6392269536	-0.584384964	-0.399388733	-0.001111903	-0.239709968
t000259	1970/tv_com_1970_56.txt	1970	1	0	0	1	-1	0	2	0	2	5	5	1	6	0	6	0	-0.167799771	-0.422625824	-0.129713629	1.3521984562	-0.334671108	1.812248613	0.8835113806	-0.433032377	0.7376448592	0.1302626206	0.9658245216	0.1374047297	0.3922936352	0.6692176858	-1.031668672	0.6935827126
t000260	1970/tv_com_1970_57.txt	1970	0	0	0	0	0	0	0	0	3	1	1	0	0	5	3	1	-0.862379953	0.2752217281	0.1687451557	-0.177683397	-0.089730798	0.1013131272	0.1978093874	-0.018381607	0.2581012758	0.1778572709	-0.58094779	1.5038592056	-0.878124635	-0.245589324	1.0662563179	-0.023911483
t000261	1970/tv_com_1970_58.txt	1970	0	2	0	-1	-1	0	0	4	0	2	1	1	1	2	4	1	-0.579137491	0.736432927	2.1799806025	3.1545685126	1.3577497003	-2.018793458	-0.544918109	-1.161249458	0.7176021929	0.6756491152	0.2468254364	0.5580317147	-0.282728735	-0.212924697	0.6405501397	-0.041758053
t000262	1970/tv_com_1970_59.txt	1970	4	-1	0	0	0	0	0	0	2	1	5	-1	6	3	3	0	0.5965904869	0.4697353082	-0.795095862	-0.411131821	0.2109085749	0.1884626729	-0.142403239	0.5541376016	0.453965282	-0.257366987	-0.502660412	0.4178931637	-0.854071447	1.366663192	-0.29902226	0.2454507381
