file_id	group_filename	decade	ver1	ver2	ver3	ver4	ver5	ver6	ver7	ver8	vis1	vis2	vis3	vis4	vis5	vis6	vis7	vis8	V1	V2	V3	V4	V5	V6	V7	V8	W1	W2	W3	W4	W5	W6	W7	W8
t000019	1950/tv_com_1950_22.txt	1950	3	0	-1	-1	3	-1	0	1	2	2	3	1	0	0	5	-1	0.8348971399	2.0239226105	1.2254370127	-2.449942834	1.4255884773	-0.050218734	0.0048279354	-0.833780087	0.8978649507	-0.169595903	0.7395380991	0.4133359448	0.152787528	-0.555055447	-0.388308404	-0.774696808
t000020	1950/tv_com_1950_24.txt	1950	5	0	3	1	-2	-2	2	1	3	7	0	0	5	0	6	0	1.364430828	-2.812572042	-0.590866358	1.9243141485	0.6133547788	0.7679156858	-0.157616809	-0.495480353	1.1527865781	-0.065572089	0.8858542336	0.4157904229	1.5601891821	0.0696818809	-0.011208546	0.748306198
t000021	1950/tv_com_1950_25.txt	1950	3	-2	-1	2	0	1	-1	-1	4	-2	1	0	6	5	5	0	-0.406107812	0.9233881764	-1.525670307	-0.843841154	0.4122742744	1.0191576416	0.4266476602	2.6008630845	1.0574910335	-0.215557137	-1.86922841	0.9640781207	-1.04232679	0.253494333	-0.104037857	0.7434280134
t000022	1950/tv_com_1950_26.txt	1950	11	-1	-1	0	0	8	0	0	1	5	1	3	5	0	3	0	3.4226662025	3.7736716056	-1.244491125	0.9834502468	-2.508911351	-0.947165814	2.7198490293	3.6009148031	0.5274062812	0.6800488889	0.3475584132	-0.358745681	0.9970658833	0.1286106357	-0.076322933	-0.212781442
t000023	1950/tv_com_1950_28.txt	1950	3	0	0	1	-3	3	0	-1	0	1	3	2	1	1	2	0	-0.319006146	-0.069090332	-1.253930527	2.3721102074	-2.270100062	0.4255343495	0.3160301708	2.3309930524	0.3437801974	0.5110442223	0.1757283707	-0.065769166	-0.424013293	-0.001982134	0.1911758367	-1.003837884
t000024	1950/tv_com_1950_29.txt	1950	7	1	2	-3	1	1	5	1	0	0	0	2	2	-1	2	2	3.967160494	0.1834150634	0.8073896564	0.5381489117	-1.75123236	0.6324427898	2.1281612458	-3.942313815	0.7841017756	0.9496608389	0.3878612925	-1.273544312	-0.393778948	-0.300539302	1.0897361372	-0.235980435
t000025	1950/tv_com_1950_30.txt	1950	3	-3	0	0	0	2	0	1	2	1	3	0	2	2	0	1	0.2982925466	1.3622756144	-1.872870007	0.4477240732	0.8373995094	-0.866068401	1.5155208846	0.3890437568	-0.041823492	0.1282465325	-0.077232427	-0.141911281	-0.793886581	0.6426327737	0.9789904862	-0.624057377
t000026	1950/tv_com_1950_31.txt	1950	6	-1	0	-6	1	-1	2	1	1	1	2	0	1	0	2	2	2.723114954	1.70322973	-0.712730054	-0.950108767	-0.921793824	-1.499429226	-1.160323038	-4.471166032	0.4964886553	0.4561915581	0.7457665321	-0.58190328	-0.675696299	0.1287786133	1.1403380166	-0.116552511
t000027	1950/tv_com_1950_32.txt	1950	5	-1	-1	-1	-1	3	0	-2	6	-1	2	5	6	1	6	0	0.7878791655	1.5172090093	-1.760417588	-0.197480361	-2.749778788	0.3700031843	0.1268309384	1.4419582068	0.8454528296	0.3533912079	-0.872886261	-0.389006975	-0.397245159	-0.946800632	-1.109170589	0.5423199165
t000028	1950/tv_com_1950_33.txt	1950	5	0	-6	-1	-2	2	3	2	-2	1	1	-1	3	2	5	0	1.4409752108	4.1434038646	-0.12127318	4.4602200854	-0.567020651	2.6874497427	-0.632577351	-1.062700222	1.4014769788	0.3004308011	-0.130835416	0.6049219771	-0.221438129	0.4604997408	0.2426807975	0.0257830385
t000029	1950/tv_com_1950_34.txt	1950	4	0	2	-2	0	2	-1	4	-1	0	2	0	5	4	3	0	1.0290700096	1.0789032311	0.6874117414	1.7201918675	1.2903365847	-4.300802294	0.5567756774	-0.438107323	0.784916915	0.389233389	-1.111667147	0.6570973286	-0.75611188	0.9362417555	0.1531354939	-0.050204504
t000030	1950/tv_com_1950_35.txt	1950	4	1	0	-2	2	4	1	1	4	1	2	3	2	0	0	0	1.7093626158	2.7272870135	1.4100551965	-0.500311763	-1.425165015	-1.327902651	2.3000817149	-0.609906908	-0.027004239	0.1495188151	-0.089168017	-0.865356826	-0.06806403	-0.290445143	0.4315641991	-1.208866484
t000031	1950/tv_com_1950_36.txt	1950	5	-1	0	2	2	4	-1	4	0	2	0	0	0	2	9	0	1.2535176773	2.8517303256	0.9650037458	0.9085845416	2.9438612282	-2.120589083	2.9981153916	2.2998207592	1.7810812131	0.309348702	0.4741881265	1.5437674073	0.1128332175	-0.951113638	-0.087190044	0.5387139134
t000032	1950/tv_com_1950_38.txt	1950	3	0	-2	0	-1	-1	0	1	-1	0	0	2	2	3	6	0	-0.015881739	1.0761835597	-0.036441583	1.2175829871	0.7256130948	0.7809684466	-1.599104921	0.2926850036	1.2877372018	0.7953761886	-0.62709396	0.9324750675	-0.35994088	-0.557367031	-0.020331552	0.0105306403
t000033	1950/tv_com_1950_39.txt	1950	3	-1	-1	-2	0	2	1	1	-2	2	3	2	1	0	4	0	0.7857138747	2.1093163807	-0.561105174	0.8286754982	-0.610709204	-0.657792749	0.7416171956	-1.143270332	0.7837595295	0.7724017974	0.753048018	-0.02081088	-0.103248403	-0.076330691	-0.136538338	-0.715853183
t000034	1950/tv_com_1950_40.txt	1950	9	-3	0	-1	-3	2	0	-4	0	2	0	-1	3	4	4	1	1.7604206369	-0.15044052	-4.658376469	-0.305338144	-3.728445244	1.0965335742	-1.212313912	2.3040775705	0.8981989397	0.390247041	-0.482434216	1.1130349433	-0.340925807	0.4315871029	0.9196411481	0.461265122
t000035	1950/tv_com_1950_41.txt	1950	9	-2	0	1	0	4	5	6	0	0	2	-1	4	0	2	0	4.3804793526	2.3259680215	-0.122166311	5.3099804636	2.7460458017	0.2602234982	4.587542823	-1.789821889	1.0076829269	-0.103235701	-0.075188787	-0.706605934	-0.308592115	0.8057585768	0.4054269348	-0.52511591
t000036	1950/tv_com_1950_42.txt	1950	3	3	6	0	0	0	-2	5	1	1	2	0	5	0	5	0	0.5487906738	-2.197459495	3.0795944357	1.6520489547	2.3997653874	-5.422009081	0.344852564	0.6059816108	1.3087475284	0.0185881072	0.1009748796	-0.324192098	-0.027145515	0.3731145946	-0.261174794	0.2509132077
t000037	1950/tv_com_1950_43.txt	1950	4	0	0	-2	0	-4	1	3	-1	0	3	3	1	0	3	-1	1.1949390835	-0.005842791	0.5635938136	0.8042606925	2.4302869804	-0.497804746	-2.219923861	-2.717923196	0.7216126658	0.5425479819	0.1062320735	-0.29463604	-0.242835851	-0.313943926	-0.421000396	-1.384431288
t000038	1950/tv_com_1950_44.txt	1950	5	1	1	-3	0	-1	1	2	1	1	8	0	0	0	5	0	1.8026969305	0.3299193537	0.8195684668	0.6037715444	0.0196596202	-1.485492943	-1.107810808	-2.192301017	0.4655660863	-0.101432489	1.3896206846	0.3179684559	-1.124723973	0.2915823657	-0.778620661	-0.423279717
t000039	1950/tv_com_1950_45.txt	1950	8	0	0	-1	-1	3	-1	1	0	3	0	0	0	2	4	0	1.9333258974	1.6172074784	-0.548072872	1.1576495751	-0.933073103	-1.794556438	-0.420141865	1.9713295098	0.9065750212	0.2763086088	0.2922811774	0.9280724503	0.2914729953	-0.295875656	0.7258419713	-0.469920153
t000040	1950/tv_com_1950_46.txt	1950	6	-2	-2	0	-1	3	2	1	0	1	1	0	0	1	1	0	1.7667252011	2.3401937216	-1.603422827	2.3122563972	-0.339784882	1.0903728638	1.3961918649	0.1911980871	0.5551414624	0.1447372272	0.1086921029	-0.040092585	-0.176465437	0.0699263598	0.9869858072	-1.219441637
t000041	1950/tv_com_1950_47.txt	1950	3	0	0	-1	-1	1	1	2	5	1	3	1	5	0	5	-1	0.6580945068	0.8068511762	0.0869283839	2.1663934219	0.1264798561	-0.757868836	0.2685378883	-0.841468342	1.0016741289	-0.561417384	-0.095918222	-0.221642401	0.1274872824	-0.052403886	-0.83293677	-0.004757325
t000042	1950/tv_com_1950_48.txt	1950	9	-1	-2	-5	0	0	-1	0	-1	0	1	0	1	0	2	0	2.514486175	2.8743208947	-1.426532065	-1.176393717	-1.313996501	-1.747198356	-3.245372068	-0.745825368	0.9675250609	0.2271085683	0.1484244143	-0.453909771	-0.236045958	0.1121736552	0.7000699642	-1.021296011
t000043	1950/tv_com_1950_49.txt	1950	6	1	0	1	0	-4	4	1	1	1	2	-2	4	0	7	-1	2.423787625	-1.249671685	0.8871387651	0.8206006396	1.3281520674	3.740139646	-0.621434916	-1.999405827	1.8736624689	-0.591274589	0.2855821102	0.296202407	0.1774138083	0.30151954	-0.549304954	0.2625466486
t000044	1950/tv_com_1950_50.txt	1950	4	6	2	1	1	-1	-1	1	-2	1	1	-3	7	-2	2	0	0.7900193327	-1.014324217	4.6682778594	-0.720177213	-0.282362495	-0.530952412	-1.238916943	1.8526434129	1.6248979641	-0.263042967	0.2244392428	-1.535062272	0.339518099	1.6488579315	0.5082917921	-0.20156
t000045	1950/tv_com_1950_51.txt	1950	4	0	0	0	0	3	0	-1	4	2	5	-1	2	2	4	-1	0.6644262248	1.1605404066	-0.362949788	-0.3528634	-1.805418179	0.0219816036	1.1025853791	1.5583460438	0.4872338515	-0.775503442	0.239805929	0.8810568363	-0.363681439	0.39875727	-0.423329485	-0.391826546
t000046	1950/tv_com_1950_52.txt	1950	10	4	1	3	-1	-2	0	4	2	7	3	-2	4	1	4	2	2.8318349264	-1.035527447	3.1634055286	2.8499750066	2.7295941092	0.3764548506	-1.953650996	2.5894708213	0.4174583796	0.1206368402	1.453825769	0.4750355612	0.3705613842	1.0361507091	0.7703252034	1.099419032
t000047	1950/tv_com_1950_53.txt	1950	7	-5	-1	-1	3	-7	0	3	2	2	0	0	8	0	2	1	2.0901438557	0.9596253987	-1.998644504	-2.965522792	6.3901026252	0.245362122	-2.414658603	-2.487938268	0.9399520746	0.1640436222	-0.37539089	-1.133815319	0.3245128055	0.9526692857	0.5828202966	0.4958464608
t000048	1950/tv_com_1950_54.txt	1950	2	1	1	-1	-1	1	0	-1	1	1	0	-1	0	0	1	0	-0.123124668	-0.311842445	0.0210055143	0.0608688836	-2.093058559	-0.407307556	-0.251040971	0.3495566661	0.8032549818	-0.199191755	0.2664507385	-0.351428256	0.0979509797	-0.008302755	1.2341978913	-1.169814165
t000049	1950/tv_com_1950_55.txt	1950	3	-1	0	1	1	-3	0	5	-2	2	5	1	1	0	3	0	0.5525673082	0.5476790502	0.9807577582	1.2994767233	5.2382862266	-0.928221652	-0.433434483	-0.941295485	0.4950130056	0.5331543005	0.9607120093	-0.080231521	-0.440395755	0.465148425	-0.172746376	-0.872261048
t000050	1950/tv_com_1950_57.txt	1950	7	0	2	2	-3	-2	-1	1	6	0	1	0	1	0	3	-1	0.8890376907	-2.387502816	-1.01648648	2.0265172201	1.2008527217	-0.134142014	-2.251264805	2.5477935401	0.8762495284	-0.904336	-0.097766968	-0.170770449	0.0971722992	-0.6466989	0.2413702501	-0.860814293
t000051	1950/tv_com_1950_58.txt	1950	8	0	0	0	-5	2	0	-4	1	2	-1	2	1	1	3	1	1.0500931159	-1.230255248	-3.112538855	1.8064197436	-4.867325733	1.6937259835	-2.214819769	3.2847487208	0.730220322	0.725410966	0.1193235517	-0.013351891	0.1754672929	-0.641655917	0.9669821289	-0.313059356
t000052	1950/tv_com_1950_59.txt	1950	7	0	0	-3	-2	-3	-1	2	0	2	1	-2	1	0	7	-1	1.4433604208	-0.046811585	-0.692681583	1.299118546	0.8253157364	-1.860044825	-4.225630877	-0.815907814	1.853329115	-0.433238016	0.7243255527	0.7026650527	0.4416095302	-0.176008118	-0.11982184	-0.144607275
t000053	1950/tv_com_1950_60.txt	1950	6	-2	4	0	2	-2	0	0	19	-1	3	-4	5	0	10	-1	1.8586670607	-1.68688083	-1.088422285	-3.151802688	1.5836454363	-0.92534769	0.6894359037	-0.156520444	1.7227298854	-3.319465987	-0.087631475	0.5591209029	-0.193658805	-1.104956659	-1.084443812	1.9486636547
t000054	1950/tv_com_1950_61.txt	1950	8	0	-1	7	0	-1	0	3	3	3	0	2	7	0	3	1	1.5557894849	-0.004326308	0.9490476952	1.9702356717	4.7351810981	2.9193350861	0.5142168588	4.6082900839	0.7559668862	0.4514866918	-0.143447335	-0.874443937	0.5498023694	0.2667748657	0.2863718872	0.5362695328
t000055	1950/tv_com_1950_62.txt	1950	5	0	0	1	-1	0	-1	0	0	2	0	-2	0	0	2	-1	0.4410048196	0.0146940367	-0.455076055	0.2963734329	0.127416707	0.1331809476	-1.079298916	2.1827010016	1.1269314635	-0.473251232	0.3897191961	0.0716285701	0.5401401666	0.1567912925	0.9191059236	-1.311529082
t000056	1950/tv_com_1950_63.txt	1950	7	0	0	-4	-2	1	1	3	2	1	1	2	3	0	3	1	2.343654207	1.3698003801	-0.478198636	3.1717716433	-0.534347684	-2.44369686	-1.422869206	-2.01921471	0.6978673807	0.5077995402	0.1533295906	-0.639328342	-0.154413083	-0.249588638	0.4380245581	-0.100899103
t000057	1950/tv_com_1950_64.txt	1950	1	-1	1	0	-1	-1	0	0	3	0	3	0	-3	1	6	1	-0.659976855	-0.85778839	-0.974232116	0.2524052359	0.2502589715	-0.103287487	-0.364686123	-0.125503423	0.8585360372	-0.011194134	1.0062838789	0.8107014646	-0.985386265	-1.077034982	0.4032149015	-0.073515225
t000058	1950/tv_com_1950_66.txt	1950	7	1	-3	-6	0	-1	-1	1	1	2	1	0	4	2	9	1	1.9004903778	3.3317846699	0.3297542169	-0.509921349	-1.229084297	-1.981498354	-4.367414495	-1.836925324	1.6698411408	0.4170166862	0.2559412538	1.0079212274	-0.168622784	-0.255847567	-0.293808839	1.4972419884
t000059	1950/tv_com_1950_67.txt	1950	4	-1	2	1	0	2	2	2	0	2	1	1	1	1	6	0	1.4433680211	-0.108683196	-0.252058237	1.6462626632	0.8269085684	-0.262096209	2.8387500916	-0.278675189	1.2261394696	0.4169945271	0.4421893899	0.6287347634	0.1062198715	-0.52040683	0.0027560331	-0.076529485
t000060	1950/tv_com_1950_68.txt	1950	6	5	1	-2	0	-2	4	0	1	3	5	-7	1	1	6	0	2.9192196843	-1.053818122	3.1638467168	0.5087393762	-2.382676888	2.2032990471	-1.05595324	-2.710455755	1.4044951352	-1.308659548	1.451054532	1.1990349849	-0.434137195	1.3252619705	0.338450469	0.4553473429
t000061	1950/tv_com_1950_69.txt	1950	1	2	9	0	0	1	2	0	18	-1	0	-7	1	1	7	0	0.8298679068	-4.949713395	1.1888842743	-0.321315461	-1.754315597	-2.316209538	3.6357198101	-1.271718487	1.5713450763	-3.483918796	-0.022556215	0.8649903031	-0.294361517	-1.066623015	0.8810394492	1.3880422885
t000062	1950/tv_com_1950_70.txt	1950	11	8	2	0	-1	0	2	2	0	1	2	0	0	0	3	0	4.2176992185	-1.190129105	5.1559547542	2.5020160111	-1.978219605	0.5400457186	-1.666091445	0.98332784	0.858764029	0.1099998587	0.5966072801	-0.078562772	-0.200322774	-0.100129722	0.4837636512	-0.867837107
t000063	1950/tv_com_1950_71.txt	1950	8	-1	3	4	0	0	0	2	1	1	0	2	3	0	2	0	2.0544358254	-1.560404078	-0.37668515	0.6961142167	2.8209953361	0.1040736646	1.4368695595	2.935740146	0.7919017946	0.4017329723	-0.188951643	-0.675958546	0.2422712616	-0.175437085	0.4639105666	-0.74407086
t000064	1950/tv_com_1950_72.txt	1950	6	6	3	4	-1	-2	2	-1	3	2	2	-3	0	1	4	-1	1.6769953534	-3.758456816	3.5724164236	0.6255218922	-1.313398117	3.458194204	-0.466636773	2.4129932153	1.0770208173	-1.02699853	0.509077491	0.7940089827	0.129070226	0.1084789062	0.4289281024	-0.63672343
t000065	1950/tv_com_1950_73.txt	1950	5	7	-1	-2	1	0	1	2	-1	4	2	-7	0	-1	6	0	1.9770006258	1.5775308513	5.4956546153	0.7711016686	-1.51156834	-0.073650651	-1.711980188	-0.720116945	1.9141453527	-1.05897029	1.9135731177	0.6652311833	0.440242548	0.9273784905	0.858362076	0.1459733838
t000066	1950/tv_com_1950_74.txt	1950	7	6	4	2	1	-1	0	2	-2	4	1	-5	2	-1	2	0	2.3188101832	-2.19452469	4.740375996	-0.064283501	0.4899018921	-0.586297777	-0.250181892	1.9521833322	1.318759986	-0.562919518	1.1947867192	-0.242966859	0.6568345774	1.3577962073	1.2467165496	-0.585912441
t000067	1950/tv_com_1950_75.txt	1950	9	2	2	-3	0	0	-2	0	-1	4	1	-5	2	-1	1	0	2.4059029814	0.0723966049	0.6361799384	-1.499180101	-1.567188781	-2.835519289	-2.655579974	1.1400226772	1.1090978143	-0.702492063	1.1064743092	-0.385308054	0.6613826375	1.3923964773	1.4049825935	-0.744902533
t000068	1950/tv_com_1950_77.txt	1950	2	3	6	-1	0	-2	0	1	-1	-1	3	3	1	1	6	0	0.502268525	-3.585043515	2.0907101293	-0.601767142	-0.281140896	-2.476896718	-0.221207323	-0.990707004	1.0875815811	0.8342426632	0.0927750691	0.2503558683	-0.810424235	-0.661699775	-0.596238305	-0.34102579
t000069	1950/tv_com_1950_78.txt	1950	8	-7	0	-1	0	-2	0	1	3	1	0	1	7	1	1	0	1.9840871017	0.7243943484	-5.057043807	-0.944073841	3.0990041996	-0.492683716	-0.671330565	-0.675300727	0.675083784	-0.00860899	-0.973626736	-0.851482098	0.2399578185	0.6382084852	0.4270080372	-0.211887178
t000070	1950/tv_com_1950_79.txt	1950	1	0	0	-1	1	0	5	1	-1	1	1	0	0	0	4	0	1.3249309753	0.5107419608	0.7304492861	0.9310660062	-0.290211401	2.2874552696	2.6325943245	-3.999652443	1.1791511128	0.2669795108	0.5725426593	0.0460025108	-0.047152573	-0.255793096	0.4825916659	-0.705491791
t000071	1950/tv_com_1950_81.txt	1950	5	0	4	0	0	-3	0	-1	8	-1	1	0	0	1	1	0	1.1037763761	-3.002963478	-0.566330493	-2.019665755	0.0775356916	-0.183489537	-0.983680748	0.1302133445	0.3063140045	-0.927484839	-0.372035699	-0.235576866	-0.508934051	-0.717569568	0.9457741305	-0.889880123
t000072	1950/tv_com_1950_82.txt	1950	3	-1	1	1	-3	-2	0	2	9	2	1	4	4	2	9	-1	-0.24344149	-1.602754032	-1.204181563	3.0140995178	1.7392249105	-0.244730123	-1.499820764	0.3675149008	1.0911950974	-0.32103541	-0.466461291	1.0792690919	0.4879274529	-1.701538676	-1.360380828	0.8762203153
t000073	1950/tv_com_1950_83.txt	1950	4	0	3	-1	0	-3	0	-1	14	-1	6	0	2	0	3	0	0.7580618605	-2.259306696	-0.532639132	-1.965883327	-0.227114066	-0.285155911	-1.405538646	-0.561119447	-0.057775916	-1.797889044	0.2038869537	-0.406758705	-1.0411479	-0.611140891	-0.362447399	0.0033452488
t000074	1950/tv_com_1950_84.txt	1950	5	-2	3	2	3	1	2	-2	4	2	3	-1	4	3	3	0	1.9436603382	-0.823658563	-0.981635125	-3.675129189	-0.093903547	1.7984708544	3.8085917644	0.6172315044	0.4319504209	-0.464942511	-0.357044324	0.7046722483	-0.370899197	0.664188599	0.1992433431	0.1191729086
t000075	1950/tv_com_1950_85.txt	1950	7	0	1	1	1	0	11	-1	1	0	1	0	1	1	4	-1	5.0636148981	-1.231100758	0.0399440934	1.3980366737	-1.959323807	7.5824709645	5.3116321584	-5.291698414	1.1896704404	-0.210864907	-0.169785485	0.3090369908	-0.071002464	-0.282403189	0.114892131	-0.836609476
t000076	1950/tv_com_1950_86.txt	1950	12	0	0	1	0	4	-1	-2	3	1	2	5	4	1	8	0	3.2216692867	1.4639783741	-1.103455164	-1.262835114	-2.34390624	0.3925647778	0.2422804741	4.5989144359	1.0963352788	0.7975459945	-0.104818592	0.3174795867	-0.062036415	-1.171090258	-1.22211531	0.6114339156
t000077	1950/tv_com_1950_87.txt	1950	6	1	1	9	0	-2	0	1	15	3	5	3	1	0	8	-2	0.6083290162	-2.35905769	1.333618636	0.6998989456	4.0352739747	4.1479755064	1.01318783	5.6424727369	0.3860037384	-1.674877479	0.6768560954	0.9299243686	0.5138272993	-2.000064144	-1.792533828	0.1335293645
t000078	1950/tv_com_1950_89.txt	1950	6	-4	9	-1	0	1	-1	-1	10	2	3	0	5	3	4	-1	1.6325904667	-4.097339638	-3.719385683	-2.615959156	-0.426984539	-4.348863388	2.4048999599	0.4985700759	0.3328576857	-1.270987554	-0.758752371	0.8298795789	-0.001837932	-0.020877087	-0.462002188	0.3033685619
t000079	1950/tv_com_1950_90.txt	1950	8	0	0	2	-1	2	0	3	1	1	1	-2	0	0	8	0	2.0459389999	0.9836993111	0.2030146759	2.7781536766	1.648575725	-0.464652	0.54486311	2.4100142884	1.9074032416	-0.334144571	0.9139073789	0.7239537309	-0.035183955	-0.572598242	0.0801878995	0.340276741
t000080	1950/tv_com_1950_91.txt	1950	5	-1	-1	0	1	1	2	-1	4	0	2	-5	1	0	6	0	1.6238426385	1.3469683768	-0.700718203	-0.997778301	-0.814198135	2.0685830806	1.2111307363	-0.172551522	1.715803067	-1.358274424	0.7000859841	0.3943102862	-0.398563292	0.1797575198	0.4931384988	0.3424124356
t000081	1950/tv_com_1950_92.txt	1950	7	1	-1	-1	-2	5	-1	0	-1	0	2	0	0	1	5	0	1.3519542326	2.2123024917	-0.351067112	2.0413439722	-2.835369873	-1.383831954	-0.231982752	2.7647998609	1.208042446	0.278220865	0.3532460727	0.4475748439	-0.528945075	-0.252670912	0.1773176922	-0.47095859
