file_id	group_filename	decade	ver1	ver2	ver3	ver4	ver5	ver6	ver7	ver8	vis1	vis2	vis3	vis4	vis5	vis6	vis7	vis8	V1	V2	V3	V4	V5	V6	V7	V8	W1	W2	W3	W4	W5	W6	W7	W8	cross1	cross2	cross3	cross4	cross5	cross6	cross7
t000386	1980/tv_com_1980_90.txt	1980	3	-2	1	1	0	-1	0	0	6	6	5	0	-2	2	0	2	-0.438740294	-0.722600493	1.4824698601	0.3587862479	-0.392880663	-0.212908548	0.011256565	-1.344883413	0.165421491	0.9463163681	0.4110475219	-1.04594796	0.3334851262	-0.015311932	0.0471839148	-1.557886405	-0.136659402	0.1118579376	0.946758691	-0.343580856	-0.029697768	-0.11411024	0.0292202399
t000387	1980/tv_com_1980_91.txt	1980	2	0	0	0	-1	1	0	1	1	2	5	2	3	-1	5	-2	0.1734154554	-0.254786967	-0.461545894	0.4366421923	0.8454516292	1.0513785038	0.7904542837	0.0437253285	0.4883759156	0.7229568493	-0.069150584	0.3499399786	0.2854088671	-1.813640216	-0.288875936	-0.071215794	0.3308956855	0.2340849412	-0.265348239	0.3932910855	0.5654302482	-0.381130856	0.2507891739
t000388	1980/tv_com_1980_92.txt	1980	0	0	0	0	0	0	0	0	4	5	2	7	3	5	3	5	-0.815152436	0.3046338351	-0.201552388	0.1651377684	0.2603607383	0.0605160286	-0.080782203	0.1662169094	0.1713201018	-0.261423897	-0.311265619	-0.502214762	0.8365335925	0.9841327458	-0.180532101	0.3603557143	-0.321916167	0.0216049691	-0.256409004	-0.168538497	0.5484471654	0.5223243872	-0.130657152
t000389	1980/tv_com_1980_93.txt	1980	2	1	0	0	0	0	1	0	0	3	0	1	2	4	2	-2	0.2897068273	0.4090741214	-0.742457296	-0.101064459	0.3096910564	-0.833410459	0.1082771927	0.2805645392	-0.539179677	-0.536692061	0.1279062297	-0.468379281	-0.149386773	-1.39389559	-0.586424287	-0.252211441	-0.124736425	-0.06380897	-0.307275533	-0.28472187	0.0801521417	-1.113653025	-0.239073547
t000390	1980/tv_com_1980_94.txt	1980	0	0	0	0	0	0	0	0	2	1	0	5	0	2	2	4	-0.815152436	0.3046338351	-0.201552388	0.1651377684	0.2603607383	0.0605160286	-0.080782203	0.1662169094	-0.226415562	-0.223224637	0.0428684868	0.0038587939	1.6448641861	0.1060856959	-0.729008264	-0.553948175	-0.520783999	0.0407045991	-0.079341951	0.0844982812	0.9526124622	0.0833008623	-0.404895234
t000391	1980/tv_com_1980_95.txt	1980	2	0	1	0	1	0	1	1	6	6	6	9	5	5	-1	-2	0.3170255217	-0.124102578	0.4523394222	1.2388776698	0.3595875623	-0.701233688	0.5202683802	0.6821556693	-0.004480382	0.628384872	-1.486122853	-0.147647686	-1.640886357	-0.269670255	0.7334211844	0.0851773912	0.1562725699	0.252141147	-0.516891715	0.5456149919	-0.640649397	-0.485451972	0.6268447823
t000392	1980/tv_com_1980_96.txt	1980	2	1	0	0	0	0	1	0	4	-1	-1	5	4	0	4	1	0.2897068273	0.4090741214	-0.742457296	-0.101064459	0.3096910564	-0.833410459	0.1082771927	0.2805645392	-0.536173194	-0.128273667	-0.023021714	0.5405565992	1.4245067544	-1.095584719	0.0980403225	0.4718303349	-0.123233183	0.1404002272	-0.382739505	0.2197460701	0.8670989054	-0.964497589	0.1031587576
t000393	1980/tv_com_1980_97.txt	1980	1	0	1	1	0	-1	0	1	0	3	-1	1	2	3	8	-1	-0.284294617	0.636357646	0.6835775419	1.1123507313	-0.745264397	-0.014067985	0.9340655484	-0.223887708	-0.022327043	-1.050225905	1.0678883469	-0.017856594	0.575827933	-1.382912973	-0.327767383	0.366253796	-0.15331083	-0.20693413	0.8757329444	0.5472470687	-0.084718232	-0.698490479	0.3031490827
t000394	1980/tv_com_1980_98.txt	1980	2	0	1	-1	0	0	0	0	0	5	1	4	1	11	1	5	0.0253336687	-0.291178312	0.2687522437	-0.109988567	-0.003394379	0.324548622	-0.542603428	0.7390812309	-0.048367052	-1.335011561	-0.443838699	-1.83694584	0.4097858919	1.2946456713	-0.980045616	-0.261372021	-0.011516692	-0.813094937	-0.087543228	-0.973467204	0.2031957565	0.8095971467	-0.761324522
t000395	1980/tv_com_1980_99.txt	1980	0	0	0	-2	0	0	0	-1	1	4	0	5	1	16	-3	0	-0.969481091	-0.321035314	-0.30094592	-1.172644207	0.2178789739	0.0396789567	-1.248463462	1.2596100226	-0.858705783	-2.052499401	-1.170769326	-2.276125719	-1.424753167	0.6939752019	-0.290697482	-0.740377247	-0.914093437	-1.186767358	-0.735857623	-1.724384963	-0.603437097	0.3668270793	-0.769580472
t000396	1980/tv_com_1980_100.txt	1980	6	0	0	-1	-1	0	0	0	0	0	1	4	3	13	1	2	1.0463015991	-1.301394809	-0.620269252	-0.858546498	-0.371242012	0.5232488695	-0.282194768	-0.253725467	-0.315161067	-1.789249815	-1.173112096	-1.99090762	0.0839666469	0.3329844058	-0.469918997	-0.044080964	0.3655702661	-1.545322312	-0.896690674	-1.424727059	-0.143637683	0.4281166377	-0.376056883
t000397	1980/tv_com_1980_101.txt	1980	5	0	0	-1	-1	0	0	0	1	2	1	6	2	5	2	-2	0.7481053938	-1.0807929	-0.544322251	-0.827191018	-0.275272794	0.5257197004	-0.212217875	-0.089590339	-0.324530622	-0.675803791	-0.460369066	0.0747498224	-0.422652811	-0.943944174	-0.197928017	-0.250363936	0.2117873859	-0.878298346	-0.502345659	-0.376220598	-0.348962803	-0.209112237	-0.205072946
t000398	1980/tv_com_1980_102.txt	1980	1	0	0	-2	0	0	0	0	1	0	1	9	0	16	0	0	-0.517337654	-0.676376156	-0.287446211	-0.495844434	-0.015580471	0.3290146547	-0.42261701	1.4032666733	-0.327331257	-2.435186709	-1.414643886	-1.496286604	-0.964445928	0.7260196279	0.0810774343	-0.841705436	-0.422334456	-1.555781433	-0.851045049	-0.996065519	-0.4900132	0.5275171413	-0.170769788
t000399	1980/tv_com_1980_103.txt	1980	0	1	0	-2	0	-1	0	0	0	5	3	8	1	6	-1	6	-0.682849166	0.1517372811	-0.492130959	-0.619937976	-1.003348224	-0.079392838	-0.170113368	1.7761576835	0.1705510233	-0.130355029	-1.012748778	-0.65747549	0.7480858234	1.450042277	-1.359206747	-0.445362647	-0.256149071	0.0106911261	-0.752439869	-0.638706733	-0.1276312	0.6853247195	-0.764660058
t000400	1980/tv_com_1980_104.txt	1980	3	0	-1	-1	-1	-1	1	0	1	2	0	11	3	16	1	1	-0.048310732	-0.764522417	-0.649009921	-1.208516604	-0.537139946	-0.804783686	0.7381824724	0.2045778799	-0.367678345	-2.531618701	-1.521078196	-1.272724589	-1.021972744	1.0666326006	0.0550369852	0.1949119171	-0.207994539	-1.648070559	-1.085044059	-1.240620597	-0.779556345	0.1309244573	0.3966097288
t000401	1980/tv_com_1980_105.txt	1980	-1	-2	0	1	0	0	0	-1	3	4	1	4	0	6	3	1	-1.863996018	-0.012314537	0.8301543433	-0.179546914	0.9906381215	-0.26639677	-0.65773155	-1.162965859	-0.096878695	-0.759132854	0.2475487071	-0.604226074	0.1319658066	-0.039624882	-0.029998158	-0.545316475	-0.980437357	-0.385723696	0.5388515252	-0.391886494	0.5613019641	-0.153010826	-0.343864854
t000402	1980/tv_com_1980_106.txt	1980	5	0	1	-1	0	0	0	0	1	0	-1	7	-1	5	2	0	0.9199222846	-0.952984038	0.0409112419	-0.204055006	-0.291302034	0.3171361291	-0.752534107	0.2466758487	-0.456064897	-1.098832549	-0.117221307	0.2854209058	0.4633003604	-0.452026818	-0.378828726	-0.855972164	0.2319286938	-1.025908294	-0.038155033	0.0406829499	0.0859991632	-0.067445344	-0.565681417
t000403	1980/tv_com_1980_107.txt	1980	7	0	0	1	-1	0	0	0	5	1	-1	6	1	10	3	1	1.3448792272	-0.761588635	-0.68626943	-0.260275255	-0.28723924	0.2498085814	-0.080313747	-1.819045486	-0.503440435	-1.711905235	-0.141636158	-0.951152719	0.1082699252	0.2270454724	0.6785796386	-0.25885914	0.4207193961	-1.236746935	-0.413952794	-0.605713987	-0.089484657	0.2384270269	0.2991329458
t000404	1980/tv_com_1980_108.txt	1980	1	0	-1	0	-1	-1	0	0	2	1	2	4	1	11	-2	0	-0.854533856	0.0374879654	-0.623248116	-0.63615188	-0.699900241	-0.095295741	0.6285679593	-0.36789536	-0.546520697	-1.067481107	-1.164488819	-1.680810632	-0.54913991	-0.001206045	-0.170815117	-0.918357071	-0.700527277	-0.514996571	-0.893868468	-1.158481256	-0.624520076	-0.048250893	0.2288764212
t000405	1980/tv_com_1980_109.txt	1980	1	1	0	0	-2	0	0	1	7	15	1	4	2	8	-3	3	0.0803714584	0.6711133201	-0.624292092	-0.208189375	-0.108117571	0.9850441088	1.3973356771	0.2808922813	-0.678076642	0.0299290061	0.1976515897	-1.632405377	-1.420048796	1.5197983011	0.1000747397	-0.155811778	-0.298852592	0.3505211631	-0.213320251	-0.920297376	-0.764083184	1.252421205	0.7487052084
t000406	1980/tv_com_1980_110.txt	1980	0	0	0	0	0	0	0	-1	3	8	-1	13	3	3	7	1	-0.969099668	0.4393727688	-0.290999098	-0.543017484	0.3978509647	-0.2312905	-0.976605549	-0.141574869	0.1478555555	-0.936906312	0.4277909447	1.5351078728	-0.264704783	0.4082954847	0.1712924902	0.9941215174	-0.410622056	-0.248766772	0.0683959234	0.4960451944	0.0665730909	0.0885024924	-0.402656529
t000407	1980/tv_com_1980_111.txt	1980	4	0	0	0	-1	0	1	0	3	4	-2	6	4	8	-2	4	0.6601213247	-0.460589474	-0.332296232	-0.67586258	0.3553671453	-0.447325209	0.3791852316	-0.425896609	-1.054857345	-0.870054012	-0.794957825	-1.133103286	0.4159613461	0.8074610595	-0.544792619	0.3302140323	-0.19736801	-0.665321743	-0.563627029	-0.904482933	0.3856642457	0.1800679253	-0.082803694
t000408	1980/tv_com_1980_112.txt	1980	1	0	0	0	0	0	0	0	0	0	-2	0	0	1	3	-1	-0.516956231	0.0840319263	-0.277499388	0.1337822886	0.1643915201	0.0580451977	-0.150759096	0.002081782	-0.70413991	-0.526792935	0.7019184932	0.028358105	1.0478608971	-1.693509421	-0.751714483	-0.639859217	-0.610548071	-0.221380504	0.2122095526	0.0810701968	0.6061262086	-0.817732112	-0.45123679
t000409	1980/tv_com_1980_114.txt	1980	1	0	0	-1	0	0	0	0	2	5	0	6	3	9	-1	3	-0.517146942	-0.296172115	-0.2824728	-0.181031073	0.0744055248	0.1935299262	-0.286688053	0.7026742276	-0.597172322	-0.915802519	-0.784250995	-1.201078935	-0.096770631	0.7864342837	-0.550645957	0.0662925761	-0.557159632	-0.605987317	-0.533361898	-0.691055004	-0.011182553	0.489982105	-0.418667005
t000410	1980/tv_com_1980_115.txt	1980	2	1	0	0	0	0	1	0	6	4	1	0	8	1	-1	0	0.2897068273	0.4090741214	-0.742457296	-0.101064459	0.3096910564	-0.833410459	0.1082771927	0.2805645392	-1.024867706	0.9117902874	-0.550471936	-0.925479451	0.1802628021	-1.259837176	0.1889583836	0.9227648889	-0.367580439	0.6604322044	-0.646464616	-0.513271955	0.2449769293	-1.046623818	0.1486177882
t000411	1980/tv_com_1980_116.txt	1980	1	0	0	-1	0	0	0	0	3	7	3	9	-1	10	-6	0	-0.517146942	-0.296172115	-0.2824728	-0.181031073	0.0744055248	0.1935299262	-0.286688053	0.7026742276	-0.586689285	-0.398972079	-1.360562789	-0.936281163	-1.727106228	0.9434669924	-0.323947259	-1.515836333	-0.551918114	-0.347572097	-0.821517795	-0.558656118	-0.826350352	0.5684984593	-0.305317656
t000412	1980/tv_com_1980_118.txt	1980	0	0	0	-1	0	0	0	0	1	1	4	3	1	12	0	3	-0.815343148	-0.075570206	-0.206525799	-0.149675593	0.1703747429	0.1960007572	-0.21671116	0.8668093551	0.1194885166	-1.073875725	-1.173808389	-2.237116642	0.1568959696	0.6720021255	-0.481992211	-0.767779222	-0.347927316	-0.574722966	-0.690167094	-1.193396118	0.1636353563	0.4340014414	-0.349351686
t000413	1990/tv_com_1990_1.txt	1990	4	0	3	0	-1	0	0	-1	4	10	3	0	-1	3	1	2	1.0290058854	0.3315391184	1.3286675816	-0.881983473	0.1026805882	0.5013678541	-1.459950814	-0.332213044	0.048584632	0.4788412589	0.8523556711	-1.030184717	-0.130682674	0.1997986894	-0.375401324	-0.938625951	0.5387952587	0.4051901887	1.0905116264	-0.956084095	-0.014001043	0.3505832718	-0.917676069
t000414	1990/tv_com_1990_2.txt	1990	1	0	0	0	0	0	0	0	5	18	0	6	11	-1	-4	2	-0.516956231	0.0840319263	-0.277499388	0.1337822886	0.1643915201	0.0580451977	-0.150759096	0.002081782	-1.157796788	1.7151491633	-0.448792548	0.0044400997	-1.413978415	0.3443771552	-0.715660017	2.1623482855	-0.83737651	0.8995905448	-0.363145968	0.0691111942	-0.624793447	0.2012111765	-0.433209557
t000415	1990/tv_com_1990_3.txt	1990	2	0	0	1	0	0	0	0	6	2	-3	3	0	0	4	1	-0.218569314	0.2436340588	-0.348472978	0.4172401701	0.1584082974	-0.079910362	-0.084807033	-0.862645791	-0.774391179	-0.357492142	1.1798989553	0.4188927922	1.2888983759	-0.817242776	0.3749963675	-0.35527537	-0.496480247	-0.056929042	0.4157129887	0.4180664812	0.7236533367	-0.448576569	0.1450946673
t000416	1990/tv_com_1990_4.txt	1990	2	0	-1	-1	0	0	0	0	1	7	0	12	1	3	-2	1	-0.463235143	-0.742369735	-0.985591844	-0.314784538	-0.039733008	0.0575695685	-0.170726465	0.3379969695	-0.545157818	-0.104132014	-0.712265325	0.9903835923	-0.561307718	0.4768981098	-0.885461354	-0.385637131	-0.504196481	-0.423250875	-0.848928585	0.3377995272	-0.300520363	0.2672338392	-0.52809391
t000417	1990/tv_com_1990_5.txt	1990	0	0	-1	0	0	0	0	1	2	2	0	6	3	9	-2	2	-0.90548961	-0.05570081	-0.739277722	0.7708950355	0.1047011977	0.2188330309	1.0009796235	0.2734665568	-0.789021203	-0.925201248	-1.155059451	-1.166827936	-0.002987755	0.3587532936	-0.458086078	-0.162695829	-0.847255407	-0.490451029	-0.947168587	-0.19796645	0.0508567214	0.2887931623	0.2714467728
t000418	1990/tv_com_1990_6.txt	1990	-1	-1	0	0	0	0	0	0	3	12	-1	3	10	-1	0	2	-1.41179407	-0.001010884	0.3945111274	0.2051441128	0.559745928	0.1119406738	0.0456787644	0.0878852006	-0.942600422	1.0108412352	-0.041082073	-0.106936479	-0.167058978	-0.420705384	-0.814997484	2.0691346266	-1.177197246	0.5049151756	0.1767145272	0.0491038169	0.196343475	-0.154382355	-0.38465936
t000419	1990/tv_com_1990_7.txt	1990	2	0	0	0	0	0	0	0	0	1	2	9	3	4	-4	0	-0.218760026	-0.136569982	-0.353446389	0.1024268087	0.068422302	0.0555743667	-0.220735989	-0.162053345	-0.669730797	0.1344435392	-1.797835619	0.1743414128	-0.216682391	-0.375722526	-0.977440614	-0.484477756	-0.444245412	-0.001063221	-1.075641004	0.1383841108	-0.074130045	-0.16007408	-0.599088302
t000420	1990/tv_com_1990_8.txt	1990	0	-1	0	0	-1	0	0	0	3	5	-1	4	10	1	0	0	-1.041130349	-0.123825943	0.3605026772	-0.346949393	0.4979752634	0.451542941	0.3300796222	-0.211973984	-1.105890101	0.4282906856	-0.777613267	-0.110358099	0.0122306538	-1.12585369	-0.355276879	1.7756330509	-1.073510225	0.1522323713	-0.208555295	-0.228653746	0.2551029586	-0.337155375	-0.012598628
t000421	1990/tv_com_1990_10.txt	1990	2	0	1	0	-2	0	0	0	6	2	-2	5	5	-2	0	3	0.1704594098	0.2845994289	0.3576027556	-0.836651258	0.1549887231	0.8732100897	0.3020810315	-0.23295933	-1.086735109	0.6657520294	-0.127577028	0.447131015	1.5320556839	-0.545096863	-0.106074241	0.5776514732	-0.45813785	0.4751757292	0.1150128638	-0.194760122	0.8435222035	0.1640566134	0.0980033953
t000422	1990/tv_com_1990_11.txt	1990	5	0	0	0	0	0	1	0	4	3	-1	4	5	0	8	1	0.8858500152	-0.778978232	-0.450181783	-0.186480034	0.2251993737	-0.791869138	-0.045169413	-0.454307679	-0.112124166	-0.333883765	0.7826591916	0.5515173708	1.1363640929	-1.000691352	0.2784464243	1.1920731149	0.3868629246	-0.556430999	0.1662387043	0.1825186684	0.6807817333	-0.896280245	0.1166385057
t000423	1990/tv_com_1990_12.txt	1990	0	1	-1	-1	-1	0	0	1	10	22	0	7	22	0	2	2	-0.534767379	0.1881286262	-1.222429097	-0.073307216	-0.154502216	0.6474370434	1.1629443435	1.0808017812	-0.985377051	1.6623733515	-0.568440099	-0.270152686	-2.027046875	0.3048531084	0.8476935088	5.5220216468	-0.760072215	0.9252509889	-0.895434598	-0.171729951	-1.090774546	0.4761450759	1.0053189262
t000424	1990/tv_com_1990_13.txt	1990	0	1	0	-1	0	0	0	-1	7	3	4	4	17	3	-2	4	-0.670844951	0.5854153553	-0.816089024	-0.86648171	0.1044489977	-0.144759586	-1.16901858	0.8014844131	-0.758169875	1.4417402122	-2.580886553	-1.557895064	0.5271195226	-0.267763965	0.2461980257	3.0607697759	-0.714507413	1.0135777838	-1.698487789	-1.212188387	0.3157842602	-0.206261776	-0.461410277
t000425	1990/tv_com_1990_14.txt	1990	0	0	0	0	0	-1	0	0	3	1	-1	0	5	1	4	-1	-0.980913171	0.3858987358	0.0379323777	0.0183396115	-0.619960262	-0.301408481	0.1582286203	0.132505956	-0.697092225	-0.158644375	0.3254882851	-0.259537307	0.7900537473	-1.774772885	-0.00205214	0.6290634176	-0.839002698	0.1136271804	0.1817103314	-0.120598848	0.0850467427	-1.038090683	0.0780882402
t000426	1990/tv_com_1990_15.txt	1990	2	0	0	0	-2	0	-1	0	1	7	-2	13	13	-1	-4	-1	-0.283846421	0.0396062412	-0.400674896	-0.74420884	-0.307865317	1.5797515749	0.1025222563	-0.633652509	-1.552585559	0.8261500595	-2.048261839	1.5373396858	-0.930982709	-0.85761772	-0.942052311	2.4707805972	-0.91821599	0.4328781504	-1.224468368	0.3965654229	-0.619424013	0.3610669275	-0.419765027
t000427	1990/tv_com_1990_16.txt	1990	2	-1	0	0	-1	0	0	0	6	1	0	12	0	1	4	-2	-0.444737939	-0.56502976	0.2086086761	-0.409660353	0.3060368271	0.446601279	0.1901258358	-0.540244239	-0.261325725	-0.42475816	0.023834394	1.7806078137	-0.030987751	-0.732278279	0.933244922	-0.47887576	-0.353031832	-0.49489396	0.1162215351	0.6854737304	0.1375245381	-0.1428385	0.5616853789
t000428	1990/tv_com_1990_17.txt	1990	0	1	0	0	-1	0	1	-1	6	0	2	2	1	1	5	1	-0.3881653	1.0828037226	-0.638071454	-1.267246778	0.6733182725	-0.778202228	-0.293214615	0.1653189585	0.0299101316	0.1003495547	0.4626810558	-0.163128427	1.2587973973	-0.91217985	0.5919334114	-0.407040129	-0.179127584	0.5915766387	-0.087695199	-0.715187603	0.9660578349	-0.845191039	0.1493593982
t000429	1990/tv_com_1990_19.txt	1990	1	0	-1	-1	0	0	0	0	3	7	-2	16	4	2	3	8	-0.761431348	-0.521767826	-0.909644843	-0.283429058	0.0562362106	0.0600403995	-0.100749572	0.502132097	-0.116055925	-0.438440225	-0.400428437	1.3863417546	1.4034004706	2.0669148795	-0.761672298	1.2137364696	-0.438743637	-0.480104026	-0.65503664	0.5514563483	0.7298183406	1.0634776395	-0.431210935
t000430	1990/tv_com_1990_21.txt	1990	3	0	0	0	0	0	0	1	5	2	1	5	5	5	-2	1	0.2333834113	-0.491910825	-0.33994668	0.7792265816	-0.165037143	0.3449100648	0.6051104628	-0.018396695	-0.869844054	0.0507278887	-1.109163936	-0.792874319	0.0699031644	-0.29755553	0.1077363459	0.1788298558	-0.318230321	-0.220591468	-0.724555308	-0.006823869	-0.047566989	0.0236772674	0.3564234044
t000431	1990/tv_com_1990_22.txt	1990	5	2	-1	-1	0	0	-1	-1	10	6	5	2	9	2	14	-2	0.6642756728	-0.236340748	-2.474218193	-0.939467556	-1.041667105	0.5004739301	-1.774945895	-0.177417567	1.0011490706	0.0477405694	0.954463591	-0.197871403	-0.265778797	-1.438861784	2.3920311062	2.2553164947	0.8327123717	-0.094300089	-0.759877301	-0.56866948	-0.653722951	-0.469193927	0.3085426056
t000432	1990/tv_com_1990_23.txt	1990	0	0	0	0	1	-1	0	0	0	0	-1	2	1	2	3	-2	-1.053380686	0.2881118859	-0.004006173	0.5390776376	-0.654158815	-0.643481579	-0.196149131	0.2682300135	-0.582116837	-0.586365253	0.2685927069	0.1725092711	0.5268780845	-1.705839139	-0.550936926	-0.44186602	-0.817748762	-0.149126684	0.132293267	0.3557934544	-0.063640365	-1.174660359	-0.373543029
t000433	1990/tv_com_1990_24.txt	1990	0	2	1	1	0	-1	0	0	3	4	0	6	15	-1	0	0	-0.139547198	2.0441917439	-0.370155197	0.4182492295	-0.918636896	-0.401311312	-0.004749052	0.1173893134	-1.097805181	1.0041312672	-1.635364149	0.2994507628	0.0990194882	-1.451312032	-0.343621666	2.956010923	-0.61867619	1.5241615056	-1.002759673	0.3588499962	-0.409808704	-0.926311672	-0.174185359
t000434	1990/tv_com_1990_25.txt	1990	0	0	1	0	-1	0	1	0	2	5	2	4	11	0	7	-2	-0.288379091	0.6474138727	0.5986638142	-0.448042675	0.7574133319	-0.303952358	0.4731543233	0.4311860311	0.0099826307	0.3135663089	-0.325579022	0.428023736	-0.193413546	-1.811002065	0.105807028	2.4008116792	-0.13919823	0.4804900908	0.1365423961	-0.01000947	0.281999893	-1.057477212	0.2894806757
t000435	1990/tv_com_1990_26.txt	1990	1	0	0	0	-1	-1	0	0	0	8	2	3	9	1	3	0	-0.610249451	0.263083677	0.0039239275	-0.533753894	-0.681730927	0.0381937858	0.4426294782	-0.167353229	-0.166852595	0.5293423621	-0.428455191	-0.141763437	-0.296670737	-1.014584858	-0.849224141	1.7319871244	-0.388551023	0.3962130196	-0.212265632	-0.337758666	-0.489200832	-0.488195536	-0.203297331
t000436	1990/tv_com_1990_30.txt	1990	1	1	0	0	1	0	0	0	3	6	0	13	4	1	7	1	-0.290978318	0.5124917041	-0.839554453	0.6458694501	-0.073223005	-0.332981715	-0.561620922	0.3802726756	0.2372531405	-0.485677661	0.1209169346	1.7797716737	0.1253321178	0.0531673014	0.1393102322	1.1073815844	-0.026862589	0.0134070216	-0.359318759	1.2128205619	0.0260545564	-0.139907207	-0.211155345
t000437	1990/tv_com_1990_31.txt	1990	0	0	0	0	-1	-1	0	0	0	24	-5	3	7	4	0	0	-0.908445656	0.4836855857	0.0798709281	-0.502398414	-0.585761708	0.0406646168	0.5126063714	-0.003218101	-1.270799873	-0.319657417	1.4221746876	-0.354093126	-2.449536146	0.4263097804	-1.369147443	1.9647939238	-1.089622765	0.0820140844	0.7510228079	-0.42824577	-1.517648927	0.2334871986	-0.428270536
t000438	1990/tv_com_1990_32.txt	1990	2	0	0	0	0	0	0	0	7	7	-2	15	0	1	2	2	-0.218760026	-0.136569982	-0.353446389	0.1024268087	0.068422302	0.0555743667	-0.220735989	-0.162053345	-0.49534112	-0.306334721	0.2833193104	1.8847738023	0.0274850437	0.8656461504	0.5208860129	-0.132852558	-0.357050573	-0.221452352	-0.035063539	0.9936003055	0.0479536729	0.4606102586	0.150075012
t000439	1990/tv_com_1990_34.txt	1990	2	1	0	0	0	1	0	0	9	5	2	10	8	3	0	6	0.2454461369	0.3084117445	-1.113047669	0.2405741012	0.7453273305	0.3685450625	-0.516230887	0.1141244441	-0.376778397	0.658473989	-1.225147483	-0.2804758	0.8400152782	1.2136995683	0.5942592998	1.3743347412	-0.06566613	0.4834428668	-1.169097576	-0.019950849	0.7926713044	0.7911223154	0.0390142064
t000440	1990/tv_com_1990_35.txt	1990	1	2	0	0	0	-1	0	0	-1	5	5	7	1	2	2	0	-0.085826109	1.2177900824	-1.078247652	-0.030317597	-1.122761423	-0.401786941	-0.024716421	0.4533045009	0.544705019	0.3676188142	-0.597542194	0.451990136	-0.252622853	-0.394837121	-0.972224052	-0.52201626	0.229439455	0.7927044483	-0.837894923	0.2108362695	-0.687692138	-0.398312031	-0.498470237
t000441	1990/tv_com_1990_36.txt	1990	2	0	0	0	0	0	0	0	5	1	0	3	6	5	-2	3	-0.218760026	-0.136569982	-0.353446389	0.1024268087	0.068422302	0.0555743667	-0.220735989	-0.162053345	-1.030026652	0.0198956092	-1.052198427	-1.267331037	0.8376156256	-0.137526271	-0.104653559	0.4754702647	-0.624393339	-0.058337186	-0.702822408	-0.582452114	0.4530189638	-0.040975952	-0.162694774
t000442	1990/tv_com_1990_37.txt	1990	3	-2	0	-1	0	0	0	0	11	12	0	3	1	7	2	-5	-0.517645388	-1.789869188	0.6058662286	-0.226440303	0.2892990318	0.2864958927	-0.313673691	-0.110529699	-0.814449672	-0.553221839	1.1846955998	-0.708096675	-2.580818276	-0.626630137	2.0672117248	-0.349654582	-0.66604753	-1.171545514	0.8952809142	-0.467268489	-1.145759622	-0.170067122	0.8767690169
t000443	1990/tv_com_1990_38.txt	1990	3	0	0	0	3	0	0	0	3	7	-3	11	9	3	-4	-2	-0.137966365	-0.650532441	-0.555209041	1.633285407	-0.130142576	-0.973115759	-1.353846136	0.0809836995	-1.713953261	-0.016251031	-1.396353323	0.7759347588	-1.373544462	-0.641057766	-0.29735926	1.4501205648	-0.925959813	-0.333391736	-0.975781182	1.2046100829	-0.751843519	-0.807086763	-0.825602698
t000444	1990/tv_com_1990_40.txt	1990	0	0	1	0	-1	0	0	0	4	1	8	-1	5	-1	2	0	-0.498400516	0.6280163965	0.4675582064	-0.253202272	0.3127286059	0.5360786535	0.0876570669	0.2310349826	0.4848127184	1.7056100396	-0.788922954	-0.78941182	0.6705866833	-1.556546763	-0.015756718	-0.080529649	-0.006793899	1.1668132181	-0.160682374	-0.521307046	0.4916576446	-0.510234055	0.0359501745
t000445	1990/tv_com_1990_42.txt	1990	-1	0	0	1	0	0	0	0	5	3	4	8	5	5	1	2	-1.11315793	0.905439785	-0.120631976	0.5113066096	0.4463159518	-0.072497869	0.125123647	-0.370240409	0.0344935054	0.1672653086	-1.227486629	-0.405486022	0.0361813491	0.2405176357	0.2901588213	0.3978218641	-0.539332212	0.5363525468	-0.674059303	0.0529102938	0.2412486505	0.0840098834	0.2076412342
t000446	1990/tv_com_1990_43.txt	1990	2	0	0	0	-2	-1	1	0	3	4	3	6	2	12	0	-1	-0.029564306	0.1596660943	0.1010210852	-1.280687804	-0.298816865	-0.462234959	1.1125275925	-0.267061365	-0.202966962	-1.198959663	-1.047783932	-1.464233835	-1.371489985	0.1984710947	0.3205065899	-0.448224953	-0.116265634	-0.519646784	-0.473381423	-1.37246082	-0.835153425	-0.131881932	0.7165170912
t000447	1990/tv_com_1990_44.txt	1990	3	1	0	1	0	0	1	0	8	4	-1	6	3	6	-5	3	0.588093744	0.5686762539	-0.813430885	0.1823934224	0.3037078336	-0.971366019	0.1742292564	-0.584163034	-1.389300065	-0.005113472	-0.865167706	-1.041617671	0.1179921187	0.6670417517	0.3382387891	-0.330249677	-0.400603161	0.281781391	-0.839299296	-0.429612124	0.2108499762	-0.152162134	0.2562340228
t000448	1990/tv_com_1990_45.txt	1990	1	0	1	0	0	0	-1	0	1	3	0	0	0	-1	2	2	-0.48269325	0.2902301617	0.2185670475	0.4310206776	-0.262123892	1.0315657364	-0.722194834	0.0024728642	-0.360200487	0.3603664736	0.7033185307	-0.085401952	1.4272214635	-0.88712409	-1.029192967	-0.65082547	-0.421446869	0.3252983177	0.4609427891	0.1728093628	0.5825487858	0.0722208232	-0.875693901
