Dependent	Source	DF	SS	MS	FValue	ProbF
fac8	Model	7	41.4428563	5.9204080	7.02	<.0001
fac8	Error	812	684.8059242	0.8433570	_	_
fac8	Corrected Total	819	726.2487805	_	_	_
