lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
beginning	23	26	223.3	36.06	6.12	34.85	144.39	POSKW
black-and-white	25	48	242.72	66.57	9.12	22.96	113.9	POSKW
plain	35	96	339.81	133.15	16.38	19.13	87.39	POSKW
presenter	8	4	77.67	5.55	1.5	19.06	173.33	POSKW
photographic	6	2	58.25	2.77	1.0	16.49	181.82	POSKW
rca	6	2	58.25	2.77	1.0	16.49	181.82	POSKW
tvdays.com	6	2	58.25	2.77	1.0	16.49	181.82	POSKW
**opening	27	71	262.14	98.47	12.25	15.87	90.77	POSKW
stage	16	29	155.34	40.22	5.62	15.71	117.73	POSKW
cursive	9	10	87.38	13.87	2.38	13.81	145.21	POSKW
**final	24	64	233.01	88.77	11.0	13.78	89.66	POSKW
closing	10	14	97.09	19.42	3.0	12.73	133.33	POSKW
dial	10	14	97.09	19.42	3.0	12.73	133.33	POSKW
**middle	4	1	38.83	1.39	0.62	11.9	186.21	POSKW
victor	4	1	38.83	1.39	0.62	11.9	186.21	POSKW
simple	16	37	155.34	51.32	6.62	11.5	100.67	POSKW
advertising	6	5	58.25	6.93	1.38	11.13	157.45	POSKW
present	42	159	407.77	220.53	25.12	11.08	59.6	POSKW
automobile	5	3	48.54	4.16	1.0	11.01	168.42	POSKW
whitewall	5	3	48.54	4.16	1.0	11.01	168.42	POSKW
composition	17	43	165.05	59.64	7.5	10.66	93.83	POSKW
sample	75	346	728.16	479.89	52.62	9.78	41.1	POSKW
appliance	11	22	106.8	30.51	4.12	9.61	111.11	POSKW
grain	4	2	38.83	2.77	0.75	9.53	173.33	POSKW
gramophone	4	2	38.83	2.77	0.75	9.53	173.33	POSKW
package	31	112	300.97	155.34	17.88	9.31	63.83	POSKW
cartoon	12	27	116.5	37.45	4.88	8.97	102.7	POSKW
resemble	28	99	271.84	137.31	15.88	8.9	65.76	POSKW
showroom	6	7	58.25	9.71	1.62	8.88	142.86	POSKW
rectangular	38	151	368.93	209.43	23.62	8.66	55.16	POSKW
**close-up	14	36	135.92	49.93	6.25	8.54	92.54	POSKW
suit	26	92	252.43	127.6	14.75	8.25	65.69	POSKW
knob	8	14	77.67	19.42	2.75	8.17	120.0	POSKW
simplify	6	8	58.25	11.1	1.75	7.97	136.0	POSKW
box-like	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
display**	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
identification	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
master	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
radio	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
uncluttered	4	3	38.83	4.16	0.88	7.88	161.29	POSKW
product-focused	8	15	77.67	20.8	2.88	7.56	115.49	POSKW
backdrop	10	23	97.09	31.9	4.12	7.25	101.08	POSKW
