lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
smartphone	15	10	145.63	13.87	3.12	31.4	165.22	POSKW
interface	18	18	174.76	24.97	4.5	29.76	150.0	POSKW
sofa	17	18	165.05	24.97	4.38	27.02	147.45	POSKW
upper-right	10	4	97.09	5.55	1.75	25.91	178.38	POSKW
laptop	9	3	87.38	4.16	1.5	24.74	181.82	POSKW
logo	81	292	786.41	404.99	46.62	24.48	64.03	POSKW
sweater	16	18	155.34	24.97	4.25	24.33	144.62	POSKW
fine-print	17	21	165.05	29.13	4.75	24.05	140.0	POSKW
suv	10	7	97.09	9.71	2.12	20.42	163.64	POSKW
aerial	12	12	116.5	16.64	3.0	19.84	150.0	POSKW
cardboard	6	1	58.25	1.39	0.88	19.48	190.7	POSKW
p&g	6	1	58.25	1.39	0.88	19.48	190.7	POSKW
cream	12	13	116.5	18.03	3.12	18.76	146.39	POSKW
room	44	140	427.18	194.17	23.0	17.95	75.0	POSKW
space	36	104	349.51	144.24	17.5	17.88	83.15	POSKW
teal	10	9	97.09	12.48	2.38	17.71	154.43	POSKW
bag	20	40	194.17	55.48	7.5	17.48	111.11	POSKW
green	49	168	475.73	233.01	27.12	16.83	68.49	POSKW
living	10	10	97.09	13.87	2.5	16.53	150.0	POSKW
wordmark	10	10	97.09	13.87	2.5	16.53	150.0	POSKW
holiday	6	2	58.25	2.77	1.0	16.49	181.82	POSKW
app	8	6	77.67	8.32	1.75	15.75	161.29	POSKW
plant	23	55	223.3	76.28	9.75	15.74	98.15	POSKW
turquoise	10	11	97.09	15.26	2.62	15.46	145.68	POSKW
fine	24	61	233.01	84.6	10.62	14.93	93.45	POSKW
digital	9	9	87.38	12.48	2.25	14.88	150.0	POSKW
disclaimer	15	27	145.63	37.45	5.25	14.85	118.18	POSKW
walk	27	76	262.14	105.41	12.88	14.08	85.28	POSKW
blue	69	284	669.9	393.9	44.12	14.01	51.89	POSKW
phone	18	41	174.76	56.87	7.38	13.23	101.8	POSKW
header	5	2	48.54	2.77	0.88	12.95	178.38	POSKW
open	76	329	737.86	456.31	50.62	12.87	47.15	POSKW
lineup	11	17	106.8	23.58	3.5	12.77	127.66	POSKW
total	4	1	38.83	1.39	0.62	11.9	186.21	POSKW
