file_id	group_filename	decade	ver1	ver2	ver3	ver4	ver5	ver6	ver7	ver8	vis1	vis2	vis3	vis4	vis5	vis6	vis7	vis8
t000488	1990/tv_com_1990_89.txt	1990	1	0	2	0	0	0	1	0	10	6	7	4	7	0	2	1
t000489	1990/tv_com_1990_90.txt	1990	0	0	1	0	0	0	0	0	7	2	12	3	3	0	2	0
t000490	1990/tv_com_1990_91.txt	1990	3	0	1	0	0	0	0	0	14	1	10	1	1	1	-1	-1
t000491	1990/tv_com_1990_92.txt	1990	2	0	2	0	0	0	0	0	7	1	0	-1	3	2	1	0
t000492	1990/tv_com_1990_93.txt	1990	-1	1	3	1	1	0	-1	-1	5	3	2	-5	3	1	1	0
t000493	1990/tv_com_1990_95.txt	1990	2	0	0	1	-1	0	0	1	6	3	16	5	5	1	10	0
t000494	1990/tv_com_1990_96.txt	1990	2	1	1	0	-2	0	0	0	2	1	9	2	1	0	5	0
t000495	1990/tv_com_1990_97.txt	1990	3	0	0	0	0	0	0	0	4	2	6	5	3	1	-1	1
t000496	1990/tv_com_1990_98.txt	1990	1	0	0	0	0	0	0	-1	5	0	6	10	1	0	6	1
t000497	1990/tv_com_1990_100.txt	1990	2	1	1	0	0	0	0	0	4	0	7	5	4	1	9	-1
t000498	1990/tv_com_1990_102.txt	1990	0	1	0	1	2	0	1	1	3	2	0	-1	1	1	4	3
t000499	1990/tv_com_1990_103.txt	1990	1	0	0	0	0	-2	1	0	4	1	3	0	5	5	0	1
t000500	1990/tv_com_1990_104.txt	1990	0	0	0	0	0	-1	1	0	3	5	3	3	1	4	3	1
t000501	1990/tv_com_1990_105.txt	1990	0	0	0	0	0	3	0	0	6	1	0	3	0	6	3	0
t000502	1990/tv_com_1990_106.txt	1990	1	0	0	0	0	0	1	1	3	3	1	3	-1	5	3	1
t000503	1990/tv_com_1990_107.txt	1990	2	0	0	-1	0	1	1	-1	7	1	4	0	4	3	5	0
t000504	1990/tv_com_1990_108.txt	1990	1	-1	0	0	-2	0	0	0	2	2	4	1	2	5	4	0
t000505	1990/tv_com_1990_109.txt	1990	6	-2	-1	2	0	0	0	-1	1	4	0	1	3	0	4	0
t000506	1990/tv_com_1990_111.txt	1990	0	0	0	0	0	-1	1	0	6	-1	6	3	0	7	4	1
t000507	1990/tv_com_1990_112.txt	1990	3	-1	1	0	0	0	0	1	2	5	10	-1	5	1	2	0
t000508	1990/tv_com_1990_113.txt	1990	1	0	0	0	-1	0	0	2	0	2	1	0	6	1	2	0
t000509	1990/tv_com_1990_114.txt	1990	4	1	0	0	0	0	0	0	-1	3	2	2	0	0	3	0
t000510	1990/tv_com_1990_115.txt	1990	1	0	0	0	-1	0	0	0	5	2	2	1	-1	11	1	0
t000511	1990/tv_com_1990_116.txt	1990	3	-1	0	-1	-3	1	0	0	3	4	1	1	4	6	7	0
t000512	1990/tv_com_1990_117.txt	1990	4	0	0	0	0	0	0	0	2	2	1	1	1	4	1	0
t000513	1990/tv_com_1990_118.txt	1990	0	0	0	-1	0	0	0	0	1	4	6	0	-1	9	2	0
t000514	1990/tv_com_1990_119.txt	1990	2	0	1	-1	-1	0	0	1	4	7	4	8	3	4	4	1
t000515	1990/tv_com_1990_120.txt	1990	2	1	1	-1	-1	0	1	0	1	3	2	1	1	1	7	0
t000516	2000/tv_com_2000_1.txt	2000	0	0	-1	0	0	-1	0	1	7	1	1	4	8	0	1	0
t000517	2000/tv_com_2000_2.txt	2000	7	0	1	-1	1	-1	0	2	10	1	2	8	5	1	-1	1
t000518	2000/tv_com_2000_4.txt	2000	0	-1	0	0	0	0	0	0	6	1	5	12	10	-2	3	1
t000519	2000/tv_com_2000_5.txt	2000	0	0	0	1	0	0	0	0	6	3	4	2	7	0	1	1
t000520	2000/tv_com_2000_6.txt	2000	1	0	-1	-1	0	-2	1	0	5	5	6	11	3	3	-2	1
t000521	2000/tv_com_2000_7.txt	2000	1	1	0	0	0	0	0	1	22	3	4	8	9	3	2	0
t000522	2000/tv_com_2000_8.txt	2000	2	0	0	0	0	-1	0	-1	5	6	6	5	14	1	-2	1
t000523	2000/tv_com_2000_9.txt	2000	0	0	0	-2	0	-1	1	0	4	4	3	4	12	0	-2	-1
t000524	2000/tv_com_2000_10.txt	2000	3	0	1	0	1	1	0	-1	5	3	2	3	15	1	1	1
t000525	2000/tv_com_2000_11.txt	2000	0	-1	-2	0	0	-1	1	0	18	2	3	4	9	3	0	1
t000526	2000/tv_com_2000_12.txt	2000	1	0	0	1	0	0	0	1	1	8	7	3	1	1	2	1
t000527	2000/tv_com_2000_13.txt	2000	0	-1	0	-1	0	0	0	-1	13	-1	4	8	6	1	2	-1
t000528	2000/tv_com_2000_15.txt	2000	0	0	0	-1	0	0	0	-1	0	1	3	0	0	1	2	0
t000529	2000/tv_com_2000_16.txt	2000	1	0	0	0	0	-1	0	0	0	1	2	0	1	0	0	1
t000530	2000/tv_com_2000_17.txt	2000	1	0	0	-1	1	0	0	-2	5	5	2	6	4	0	1	0
t000531	2000/tv_com_2000_18.txt	2000	0	0	0	0	0	1	0	0	3	6	3	14	6	2	2	-1
t000532	2000/tv_com_2000_19.txt	2000	3	-1	1	-1	1	-1	0	-1	16	0	1	4	9	2	1	1
t000533	2000/tv_com_2000_21.txt	2000	-1	0	0	0	0	0	0	0	5	8	2	5	5	1	0	2
t000534	2000/tv_com_2000_22.txt	2000	3	-1	1	-1	0	0	0	1	4	7	3	3	8	0	0	-1
t000535	2000/tv_com_2000_23.txt	2000	3	-1	0	0	1	-1	0	0	11	2	0	8	6	0	0	2
t000536	2000/tv_com_2000_24.txt	2000	0	-2	0	0	0	0	0	1	12	3	4	2	7	2	-1	0
t000537	2000/tv_com_2000_25.txt	2000	0	0	1	0	0	0	0	0	21	4	1	10	5	-1	1	0
t000539	2000/tv_com_2000_28.txt	2000	0	0	1	0	0	0	0	1	12	8	0	3	10	1	2	-1
t000540	2000/tv_com_2000_30.txt	2000	0	1	0	0	1	0	-1	-1	10	2	8	2	3	0	2	1
t000541	2000/tv_com_2000_31.txt	2000	2	0	0	0	-1	0	0	2	0	2	1	0	0	0	0	2
t000542	2000/tv_com_2000_32.txt	2000	1	1	1	0	0	0	1	0	10	1	10	5	2	1	0	0
t000543	2000/tv_com_2000_33.txt	2000	3	0	0	0	0	0	0	0	7	1	7	7	6	1	-1	1
t000544	2000/tv_com_2000_34.txt	2000	1	0	0	0	1	0	1	0	15	12	-2	7	9	3	3	4
t000545	2000/tv_com_2000_35.txt	2000	2	0	0	0	0	0	0	0	9	2	13	-1	0	1	3	3
t000546	2000/tv_com_2000_36.txt	2000	1	-1	0	0	0	0	0	0	4	2	4	0	1	2	2	0
t000547	2000/tv_com_2000_37.txt	2000	1	-1	0	-1	0	0	0	1	3	3	7	1	10	1	1	0
t000548	2000/tv_com_2000_39.txt	2000	1	-1	1	0	0	0	0	1	4	9	1	0	9	2	4	-1
t000549	2000/tv_com_2000_40.txt	2000	3	-1	0	-1	0	0	0	0	5	1	6	3	5	3	5	0
t000550	2000/tv_com_2000_41.txt	2000	-1	-1	0	0	0	0	1	0	19	4	2	10	6	-1	3	-4
t000551	2000/tv_com_2000_42.txt	2000	1	1	1	0	-1	-1	1	0	8	6	2	0	7	0	0	-2
t000552	2000/tv_com_2000_43.txt	2000	1	0	0	0	1	-2	0	1	28	3	6	7	1	-1	3	-1
t000553	2000/tv_com_2000_45.txt	2000	-1	0	0	0	0	-1	0	0	22	3	10	3	2	0	0	0
t000554	2000/tv_com_2000_46.txt	2000	2	0	0	0	0	-1	0	0	6	5	6	4	7	-1	13	0
t000555	2000/tv_com_2000_47.txt	2000	4	0	0	-1	0	-1	1	2	-4	19	1	4	8	-1	1	5
t000556	2000/tv_com_2000_48.txt	2000	2	-2	0	-1	0	-1	0	0	13	5	1	4	9	2	-2	4
t000557	2000/tv_com_2000_49.txt	2000	2	0	0	0	0	0	0	2	11	6	2	5	7	1	2	0
t000558	2000/tv_com_2000_50.txt	2000	5	1	1	0	-1	-1	0	-1	5	3	2	3	2	3	2	-1
t000559	2000/tv_com_2000_51.txt	2000	-1	-1	0	0	-1	0	0	0	18	5	6	4	2	0	0	-2
t000560	2000/tv_com_2000_52.txt	2000	0	0	0	0	0	0	1	0	13	12	6	3	6	2	3	1
t000561	2000/tv_com_2000_54.txt	2000	-2	0	1	0	1	0	0	-1	11	3	1	2	8	0	1	2
t000562	2000/tv_com_2000_55.txt	2000	0	0	0	0	-1	0	0	0	13	3	-1	8	10	-1	0	2
t000563	2000/tv_com_2000_56.txt	2000	-2	1	0	1	0	0	0	0	14	9	6	3	8	1	-2	-2
t000564	2000/tv_com_2000_57.txt	2000	3	0	0	-1	1	-1	0	0	-1	17	5	6	5	-2	2	2
t000565	2000/tv_com_2000_58.txt	2000	0	1	1	0	0	0	0	-1	15	0	11	10	6	-1	-1	0
t000566	2000/tv_com_2000_59.txt	2000	-4	0	0	3	0	0	0	0	4	10	4	-2	0	0	-2	-2
t000567	2000/tv_com_2000_60.txt	2000	-2	0	0	0	-1	0	0	1	-2	7	-1	3	3	0	-2	1
t000568	2000/tv_com_2000_61.txt	2000	3	0	0	0	0	0	0	2	11	10	1	16	8	1	10	-1
t000569	2000/tv_com_2000_62.txt	2000	1	0	1	0	-1	0	0	0	2	3	2	2	3	2	4	0
t000570	2000/tv_com_2000_63.txt	2000	2	0	0	0	-1	-1	0	1	4	5	3	1	6	6	-1	0
t000571	2000/tv_com_2000_64.txt	2000	1	0	0	0	-1	0	0	0	1	1	1	3	1	3	2	0
t000572	2000/tv_com_2000_65.txt	2000	0	0	0	0	-1	0	0	0	31	2	1	1	1	3	-1	0
t000573	2000/tv_com_2000_66.txt	2000	3	0	0	0	0	0	0	0	2	4	0	4	2	11	1	1
t000574	2000/tv_com_2000_67.txt	2000	0	0	0	0	0	0	1	0	1	5	0	4	10	5	0	0
t000575	2000/tv_com_2000_68.txt	2000	0	0	0	0	-2	0	0	0	9	6	1	8	8	4	3	0
t000576	2000/tv_com_2000_69.txt	2000	2	-1	1	0	-1	-1	0	0	12	0	2	2	8	6	0	0
t000577	2000/tv_com_2000_70.txt	2000	1	-1	-1	0	-1	0	0	0	4	1	1	2	4	6	0	0
t000578	2000/tv_com_2000_72.txt	2000	2	-2	0	1	-2	1	0	0	6	1	1	2	1	3	0	1
t000579	2000/tv_com_2000_74.txt	2000	1	0	0	0	-1	0	1	0	1	2	5	5	3	9	-1	0
t000580	2000/tv_com_2000_75.txt	2000	0	0	0	0	0	0	0	0	4	0	4	0	4	8	5	0
t000581	2000/tv_com_2000_76.txt	2000	6	0	0	-1	-1	1	-1	1	13	3	2	12	5	6	3	0
t000582	2000/tv_com_2000_77.txt	2000	0	0	1	0	0	0	0	0	2	2	3	5	5	1	2	2
t000583	2000/tv_com_2000_79.txt	2000	2	-1	0	0	-1	0	-1	2	5	7	1	8	7	14	5	2
t000584	2000/tv_com_2000_80.txt	2000	2	-1	1	0	-1	0	0	0	8	3	0	2	5	1	2	0
t000585	2000/tv_com_2000_81.txt	2000	3	-1	0	1	0	-1	0	0	8	8	2	5	14	-2	-2	1
t000586	2000/tv_com_2000_82.txt	2000	0	0	0	0	-1	0	0	1	4	5	0	4	3	6	2	0
t000587	2000/tv_com_2000_84.txt	2000	-1	0	0	0	0	0	1	0	10	3	1	3	2	3	3	2
t000588	2000/tv_com_2000_85.txt	2000	1	-1	0	-1	0	0	0	0	8	6	-4	8	8	0	3	2
t000589	2000/tv_com_2000_86.txt	2000	0	-1	0	-1	0	0	0	0	1	2	3	0	0	1	1	0
t000590	2000/tv_com_2000_87.txt	2000	0	0	0	-1	0	0	0	1	1	4	6	4	2	2	1	-1
t000591	2000/tv_com_2000_88.txt	2000	0	0	0	0	0	0	0	0	4	0	3	3	1	1	1	0
t000592	2000/tv_com_2000_89.txt	2000	0	0	0	0	0	2	0	1	12	2	-1	4	2	2	3	0
t000593	2000/tv_com_2000_90.txt	2000	0	0	1	0	-1	0	0	0	2	0	2	2	1	1	2	0
t000594	2000/tv_com_2000_91.txt	2000	0	-1	0	0	0	0	0	1	3	-1	3	4	6	5	-3	0
t000595	2000/tv_com_2000_92.txt	2000	0	0	0	-1	0	0	0	0	1	0	5	-1	0	1	1	2
t000596	2000/tv_com_2000_93.txt	2000	2	-1	0	-1	0	1	2	0	6	1	1	6	1	0	4	0
t000597	2000/tv_com_2000_94.txt	2000	1	0	1	0	0	0	0	-1	1	0	4	4	5	3	2	0
t000598	2000/tv_com_2000_95.txt	2000	3	0	0	1	0	-1	0	-1	0	3	1	0	5	0	3	0
t000599	2000/tv_com_2000_96.txt	2000	0	0	0	-1	-1	0	0	0	4	2	4	2	0	-1	5	1
t000600	2000/tv_com_2000_97.txt	2000	0	0	0	0	-2	0	0	1	8	4	-1	7	9	5	-2	1
t000601	2000/tv_com_2000_98.txt	2000	1	0	0	0	-1	1	0	0	6	-1	10	11	0	0	2	0
t000602	2000/tv_com_2000_99.txt	2000	2	0	0	0	0	0	0	0	1	5	5	7	2	5	1	2
t000603	2000/tv_com_2000_100.txt	2000	1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	4	2
t000604	2000/tv_com_2000_101.txt	2000	3	0	1	1	0	0	0	2	17	3	2	-2	-2	0	2	-1
t000605	2000/tv_com_2000_102.txt	2000	1	0	0	0	-1	0	0	1	14	1	2	0	0	0	0	2
t000606	2000/tv_com_2000_103.txt	2000	1	1	0	0	0	-1	1	-1	14	2	2	3	4	2	2	7
t000607	2000/tv_com_2000_105.txt	2000	0	3	1	-1	0	-2	0	0	19	3	2	1	2	1	0	-2
t000608	2000/tv_com_2000_106.txt	2000	4	-3	3	1	-1	0	0	-1	22	2	4	-1	9	1	-2	0
t000609	2000/tv_com_2000_107.txt	2000	2	0	1	0	0	-2	0	0	17	-1	5	6	4	0	0	1
t000610	2000/tv_com_2000_108.txt	2000	0	-1	-1	0	-1	0	0	0	23	2	14	0	1	0	-2	3
t000611	2000/tv_com_2000_109.txt	2000	0	1	2	0	-1	0	0	0	19	5	0	6	2	0	-1	-2
t000612	2000/tv_com_2000_112.txt	2000	0	0	1	0	0	0	0	-1	30	-6	2	3	7	1	2	0
t000613	2000/tv_com_2000_113.txt	2000	0	2	0	0	0	0	0	-1	24	3	5	-1	1	1	0	10
t000614	2000/tv_com_2000_115.txt	2000	3	0	0	0	-1	-1	0	-1	2	5	6	0	11	1	3	0
t000615	2000/tv_com_2000_116.txt	2000	3	-1	0	0	0	0	0	1	25	3	2	7	12	0	1	2
t000616	2000/tv_com_2000_118.txt	2000	6	0	1	-1	0	-1	0	1	20	2	10	2	6	1	1	-1
t000617	2000/tv_com_2000_119.txt	2000	1	1	1	0	-2	0	0	0	22	2	3	1	-1	0	-4	-1
t000618	2000/tv_com_2000_120.txt	2000	0	0	0	0	-2	0	1	0	29	2	7	-2	2	2	0	3
t000619	2010/tv_com_2010_2.txt	2010	1	0	0	0	0	0	0	0	3	3	2	6	2	0	8	0
t000620	2010/tv_com_2010_3.txt	2010	3	1	1	-1	0	0	0	2	2	1	8	8	3	4	3	0
t000621	2010/tv_com_2010_4.txt	2010	4	0	0	0	-1	1	0	0	7	4	12	3	10	-1	-1	-1
t000622	2010/tv_com_2010_5.txt	2010	0	-1	0	0	0	0	0	1	14	0	8	0	1	2	0	3
t000623	2010/tv_com_2010_6.txt	2010	0	0	1	0	0	0	0	0	4	4	5	4	8	4	1	2
t000624	2010/tv_com_2010_8.txt	2010	-3	-1	1	1	0	0	0	0	7	13	2	12	4	7	-2	2
t000625	2010/tv_com_2010_9.txt	2010	4	1	0	0	0	-1	1	0	18	3	2	0	7	1	1	-1
t000626	2010/tv_com_2010_10.txt	2010	2	0	0	0	1	0	0	0	2	10	1	0	11	0	4	2
t000627	2010/tv_com_2010_11.txt	2010	0	-1	0	0	-1	-2	-1	1	7	10	4	1	12	1	-1	-3
t000628	2010/tv_com_2010_13.txt	2010	0	-1	1	0	0	-2	0	-1	4	4	7	3	21	0	-1	-3
t000629	2010/tv_com_2010_14.txt	2010	4	0	1	0	0	-2	1	0	5	3	6	2	17	1	-1	-1
t000630	2010/tv_com_2010_15.txt	2010	-1	0	1	0	-1	0	0	0	8	7	6	1	5	2	0	0
t000631	2010/tv_com_2010_16.txt	2010	3	-1	2	0	0	-1	1	1	4	2	0	-1	8	2	0	-3
t000632	2010/tv_com_2010_17.txt	2010	1	0	0	0	0	0	0	0	25	7	3	2	5	0	-2	5
t000633	2010/tv_com_2010_18.txt	2010	1	1	0	0	1	0	0	0	5	8	0	4	7	-1	0	0
t000634	2010/tv_com_2010_19.txt	2010	4	0	0	0	0	0	-1	0	3	0	1	1	0	0	3	2
t000635	2010/tv_com_2010_20.txt	2010	5	2	2	0	-1	1	0	0	4	10	0	4	10	2	1	0
t000636	2010/tv_com_2010_22.txt	2010	3	1	0	0	0	0	0	0	20	10	3	7	8	1	1	0
t000637	2010/tv_com_2010_23.txt	2010	0	-1	3	0	0	0	-1	0	10	9	1	-4	1	0	-1	0
t000638	2010/tv_com_2010_24.txt	2010	3	0	1	0	-2	-1	1	0	24	8	2	4	8	1	-2	1
t000639	2010/tv_com_2010_25.txt	2010	0	1	0	0	0	0	0	0	4	2	9	1	0	1	-2	0
t000640	2010/tv_com_2010_26.txt	2010	1	0	1	0	-1	0	0	0	19	5	2	7	8	0	-3	5
t000641	2010/tv_com_2010_27.txt	2010	2	0	1	0	-1	0	0	0	10	4	6	3	1	1	-2	0
t000642	2010/tv_com_2010_29.txt	2010	1	0	0	0	0	0	0	0	7	9	4	1	2	14	0	2
t000643	2010/tv_com_2010_30.txt	2010	-1	0	0	0	1	-1	0	0	6	3	1	13	6	3	0	0
t000644	2010/tv_com_2010_31.txt	2010	0	0	0	0	-1	-1	1	0	1	8	2	-1	4	4	-1	5
t000645	2010/tv_com_2010_32.txt	2010	1	-1	0	0	0	-2	0	0	1	2	3	2	4	5	1	2
t000646	2010/tv_com_2010_35.txt	2010	1	-1	0	0	1	0	0	0	6	5	2	6	5	-2	-3	0
t000647	2010/tv_com_2010_36.txt	2010	-1	0	0	0	0	-1	0	1	2	15	-3	7	3	1	1	0
t000648	2010/tv_com_2010_37.txt	2010	-2	0	0	-1	0	1	0	0	21	8	10	4	0	2	1	1
t000649	2010/tv_com_2010_38.txt	2010	2	-1	0	-1	0	0	-1	0	14	8	-3	3	12	6	1	-1
t000650	2010/tv_com_2010_39.txt	2010	0	1	1	0	0	0	-1	0	9	3	8	9	11	0	-1	-1
t000651	2010/tv_com_2010_40.txt	2010	2	0	1	0	0	0	-1	-1	2	9	4	6	13	0	3	1
t000652	2010/tv_com_2010_41.txt	2010	0	0	0	-1	1	0	0	0	9	7	-3	1	10	1	0	1
t000653	2010/tv_com_2010_42.txt	2010	2	0	-1	0	0	0	-1	0	9	5	-3	3	8	-1	2	9
t000654	2010/tv_com_2010_43.txt	2010	2	0	1	0	0	0	1	1	24	4	-8	2	13	4	-1	5
t000655	2010/tv_com_2010_45.txt	2010	5	0	1	0	0	0	0	1	10	9	2	0	7	0	0	-2
t000656	2010/tv_com_2010_47.txt	2010	0	0	1	0	0	0	0	0	3	5	-1	0	5	-2	0	2
t000657	2010/tv_com_2010_48.txt	2010	1	0	0	-2	0	-1	0	1	5	3	4	3	0	0	1	-1
t000658	2010/tv_com_2010_49.txt	2010	4	1	0	0	0	0	0	1	11	4	3	5	2	3	0	5
t000659	2010/tv_com_2010_50.txt	2010	0	0	-1	-1	0	-1	0	0	9	1	1	1	1	4	-1	0
t000660	2010/tv_com_2010_51.txt	2010	2	0	0	0	0	-1	1	0	9	18	3	9	7	2	4	-1
t000661	2010/tv_com_2010_52.txt	2010	0	-2	0	0	-1	-1	0	0	16	10	-1	0	9	1	1	-7
t000662	2010/tv_com_2010_53.txt	2010	1	1	0	0	0	-1	0	0	30	4	12	0	3	3	0	-5
t000663	2010/tv_com_2010_55.txt	2010	1	3	1	0	-1	-1	0	1	5	7	3	3	8	-1	0	-1
t000664	2010/tv_com_2010_56.txt	2010	1	-1	1	0	0	-1	0	1	8	6	-2	4	3	1	-2	2
t000665	2010/tv_com_2010_57.txt	2010	2	0	0	2	0	0	0	1	6	7	4	2	6	3	0	4
t000666	2010/tv_com_2010_58.txt	2010	4	-3	0	0	0	1	0	0	15	7	-1	0	14	-1	2	4
t000667	2010/tv_com_2010_59.txt	2010	-1	0	1	0	0	0	0	0	7	10	2	17	2	4	0	-1
t000668	2010/tv_com_2010_60.txt	2010	-1	0	0	0	0	-1	1	0	5	3	6	19	4	5	0	-1
t000669	2010/tv_com_2010_61.txt	2010	-1	1	0	0	0	-1	0	0	23	2	9	4	6	1	0	4
t000670	2010/tv_com_2010_62.txt	2010	1	0	0	0	-2	0	1	1	5	3	0	2	6	0	2	2
t000671	2010/tv_com_2010_63.txt	2010	1	0	0	0	1	-1	0	0	14	3	-6	9	13	0	1	1
t000672	2010/tv_com_2010_64.txt	2010	2	0	1	-1	0	0	-1	0	10	5	-2	2	14	1	2	2
t000673	2010/tv_com_2010_65.txt	2010	2	0	0	-1	0	-1	1	-1	6	8	2	11	12	2	-1	0
t000674	2010/tv_com_2010_66.txt	2010	2	0	1	0	-1	0	1	-1	8	7	3	3	14	1	-3	-3
t000675	2010/tv_com_2010_68.txt	2010	0	1	0	0	-1	0	0	0	7	2	16	7	10	5	-1	-1
t000676	2010/tv_com_2010_69.txt	2010	0	1	0	1	0	0	2	0	5	9	0	6	9	1	-1	2
t000677	2010/tv_com_2010_70.txt	2010	3	1	0	0	1	0	0	0	13	1	2	5	8	2	-1	1
t000678	2010/tv_com_2010_71.txt	2010	2	-2	1	0	0	0	0	0	1	2	0	-1	5	1	0	0
t000679	2010/tv_com_2010_72.txt	2010	2	0	0	0	0	-2	-1	0	6	5	2	5	14	1	-1	2
t000680	2010/tv_com_2010_75.txt	2010	5	-1	0	0	0	0	0	0	11	5	2	0	9	5	1	0
t000681	2010/tv_com_2010_76.txt	2010	1	1	-1	-1	0	-1	0	1	9	15	-5	11	8	-1	1	0
t000682	2010/tv_com_2010_77.txt	2010	-3	1	0	0	0	-1	0	0	3	7	5	1	6	3	-1	-3
t000683	2010/tv_com_2010_78.txt	2010	0	0	0	1	-2	0	0	0	18	6	13	4	2	1	-2	-1
t000684	2010/tv_com_2010_79.txt	2010	0	0	0	0	0	0	0	0	1	6	-1	3	1	1	-1	0
t000685	2010/tv_com_2010_80.txt	2010	0	0	0	0	0	0	0	0	13	2	1	6	2	-3	2	-2
t000686	2010/tv_com_2010_81.txt	2010	0	1	1	0	0	0	0	0	1	3	-1	7	2	-1	-1	-2
t000687	2010/tv_com_2010_82.txt	2010	0	-1	1	0	-1	0	0	0	6	5	5	13	9	1	-1	0
t000688	2010/tv_com_2010_83.txt	2010	0	1	1	0	-1	0	0	1	27	5	9	0	10	-1	-1	2
t000689	2010/tv_com_2010_84.txt	2010	2	0	0	0	0	0	0	0	6	10	-1	5	10	-3	3	2
t000690	2010/tv_com_2010_85.txt	2010	3	0	0	0	0	0	0	1	0	4	5	0	1	0	0	0
t000691	2010/tv_com_2010_87.txt	2010	0	0	0	0	0	0	0	0	8	2	4	2	4	1	-1	0
t000692	2010/tv_com_2010_88.txt	2010	1	0	0	-1	0	0	0	0	6	4	3	1	7	5	0	-2
t000693	2010/tv_com_2010_90.txt	2010	2	1	0	0	-1	-3	0	0	0	7	0	3	17	2	1	0
t000694	2010/tv_com_2010_91.txt	2010	2	-1	2	1	0	-1	1	0	3	7	-1	0	1	0	1	0
t000695	2010/tv_com_2010_92.txt	2010	1	0	0	0	0	0	0	0	9	7	1	2	7	1	2	-1
t000696	2010/tv_com_2010_93.txt	2010	2	0	0	0	-1	-1	0	0	20	4	7	-1	1	2	-3	2
t000697	2010/tv_com_2010_94.txt	2010	0	0	0	-1	0	0	0	-1	7	10	10	5	2	1	0	-1
t000698	2010/tv_com_2010_95.txt	2010	3	1	0	0	0	0	0	-1	23	3	10	3	1	1	-2	-2
t000699	2010/tv_com_2010_96.txt	2010	2	-2	0	1	1	-4	0	1	4	4	0	12	7	1	1	0
t000700	2010/tv_com_2010_97.txt	2010	1	2	0	0	0	0	0	1	3	4	1	1	1	0	0	0
t000701	2010/tv_com_2010_98.txt	2010	-1	-1	1	-1	0	0	0	1	25	4	2	3	33	2	3	3
t000702	2010/tv_com_2010_99.txt	2010	-1	-1	0	0	0	0	0	0	7	4	1	6	10	2	1	1
t000703	2010/tv_com_2010_100.txt	2010	2	0	0	0	0	0	0	-1	7	0	0	2	14	1	-6	0
t000704	2010/tv_com_2010_102.txt	2010	2	-1	1	0	0	2	0	0	1	1	0	1	4	5	0	0
t000705	2010/tv_com_2010_103.txt	2010	0	-1	0	0	0	0	0	0	5	7	-1	3	12	9	-1	0
t000706	2010/tv_com_2010_104.txt	2010	0	-1	1	0	0	0	1	0	3	2	2	1	5	8	2	-1
t000707	2010/tv_com_2010_105.txt	2010	3	0	0	-1	0	-1	0	0	4	7	-2	8	10	1	-1	1
t000708	2010/tv_com_2010_107.txt	2010	4	2	0	0	-2	1	1	0	5	3	2	0	5	3	-1	0
t000709	2010/tv_com_2010_108.txt	2010	4	-2	0	1	-1	1	1	2	7	1	0	6	8	6	1	0
t000710	2010/tv_com_2010_109.txt	2010	2	0	0	0	0	1	0	1	12	6	-3	7	9	8	0	0
t000711	2010/tv_com_2010_110.txt	2010	0	0	0	0	0	0	1	1	7	10	-1	4	7	9	2	4
t000712	2010/tv_com_2010_111.txt	2010	1	0	0	-1	-2	0	0	0	6	0	3	6	-1	9	-3	-1
t000713	2010/tv_com_2010_112.txt	2010	1	-1	0	0	0	0	0	0	9	6	-1	5	3	10	1	3
t000714	2010/tv_com_2010_113.txt	2010	2	1	1	-1	0	0	1	0	4	6	2	6	12	4	1	-1
t000715	2010/tv_com_2010_114.txt	2010	2	0	0	0	0	2	-1	1	1	1	0	7	7	2	-1	5
t000716	2010/tv_com_2010_115.txt	2010	2	0	0	0	0	0	0	0	8	5	4	4	2	4	0	0
t000717	2010/tv_com_2010_116.txt	2010	0	0	0	0	0	1	0	0	2	3	2	1	3	1	1	3
t000718	2010/tv_com_2010_117.txt	2010	2	0	0	0	-1	0	0	0	5	9	-1	1	3	5	1	2
t000719	2010/tv_com_2010_118.txt	2010	0	0	0	-1	-1	-1	0	0	7	3	-2	8	5	5	1	6
t000720	2010/tv_com_2010_119.txt	2010	2	-2	2	-1	0	0	1	-1	10	1	2	8	6	0	-2	0
t000721	2010/tv_com_2010_120.txt	2010	4	0	0	0	0	0	0	0	10	2	-1	4	6	6	2	0
t000722	2020/tv_com_2020_1.txt	2020	3	0	2	0	0	0	0	2	12	13	0	13	6	3	-1	-1
t000723	2020/tv_com_2020_2.txt	2020	0	-1	0	0	0	-1	0	2	6	5	0	-1	12	11	0	0
t000724	2020/tv_com_2020_3.txt	2020	0	-1	0	0	0	0	0	0	9	2	0	5	10	2	1	1
t000725	2020/tv_com_2020_4.txt	2020	2	1	0	0	0	-1	0	1	4	10	6	3	6	1	5	0
t000726	2020/tv_com_2020_5.txt	2020	3	1	0	0	0	1	0	-1	3	11	3	-1	9	3	3	0
t000727	2020/tv_com_2020_6.txt	2020	1	0	1	0	0	0	0	0	7	17	10	9	8	1	2	-1
t000728	2020/tv_com_2020_7.txt	2020	-1	0	0	1	2	0	-1	2	22	17	-8	7	4	1	1	3
t000729	2020/tv_com_2020_8.txt	2020	6	1	0	0	-1	-1	0	1	8	10	2	4	19	4	1	0
t000730	2020/tv_com_2020_10.txt	2020	3	-1	0	0	0	-1	-1	0	0	2	-1	2	4	1	1	0
t000731	2020/tv_com_2020_12.txt	2020	3	-1	1	0	0	-1	1	0	7	6	1	-3	3	4	-1	-2
