Decade	Category	Commercial ID
1950	Food, Beverages & Nutrition	tv_com_1950_54
1950	Health, Beauty & Personal Care	tv_com_1950_55
1950	Personal, Public Transport & Travel	tv_com_1950_57
1950	Household, Cleaning & Home Care	tv_com_1950_58
1950	Household, Cleaning & Home Care	tv_com_1950_59
1950	Personal, Public Transport & Travel	tv_com_1950_60
1950	Technology, Communication & Electronics	tv_com_1950_61
1950	Health, Beauty & Personal Care	tv_com_1950_62
1950	Health, Beauty & Personal Care	tv_com_1950_63
1950	Personal, Public Transport & Travel	tv_com_1950_64
1950	Food, Beverages & Nutrition	tv_com_1950_66
1950	Household, Cleaning & Home Care	tv_com_1950_67
1950	Technology, Communication & Electronics	tv_com_1950_68
1950	Personal, Public Transport & Travel	tv_com_1950_69
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_70
1950	Technology, Communication & Electronics	tv_com_1950_71
1950	Technology, Communication & Electronics	tv_com_1950_72
1950	Technology, Communication & Electronics	tv_com_1950_73
1950	Technology, Communication & Electronics	tv_com_1950_74
1950	Technology, Communication & Electronics	tv_com_1950_75
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_77
1950	Health, Beauty & Personal Care	tv_com_1950_78
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_79
1950	Personal, Public Transport & Travel	tv_com_1950_81
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_82
1950	Personal, Public Transport & Travel	tv_com_1950_83
1950	Personal, Public Transport & Travel	tv_com_1950_84
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_85
1950	Household, Cleaning & Home Care	tv_com_1950_86
1950	Technology, Communication & Electronics	tv_com_1950_87
1950	Personal, Public Transport & Travel	tv_com_1950_89
1950	Household, Cleaning & Home Care	tv_com_1950_90
1950	Technology, Communication & Electronics	tv_com_1950_91
1950	Household, Cleaning & Home Care	tv_com_1950_92
1950	Household, Cleaning & Home Care	tv_com_1950_93
1950	Household, Cleaning & Home Care	tv_com_1950_94
1950	Personal, Public Transport & Travel	tv_com_1950_95
1950	Personal, Public Transport & Travel	tv_com_1950_96
1950	Personal, Public Transport & Travel	tv_com_1950_97
1950	Personal, Public Transport & Travel	tv_com_1950_99
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_102
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_103
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_104
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_105
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_106
1950	Personal, Public Transport & Travel	tv_com_1950_107
1950	Personal, Public Transport & Travel	tv_com_1950_108
1950	Personal, Public Transport & Travel	tv_com_1950_109
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_110
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_112
1950	Technology, Communication & Electronics	tv_com_1950_113
1950	Retail (Fashion & Consumer Goods) & Services	tv_com_1950_114
1950	Technology, Communication & Electronics	tv_com_1950_116
1950	Technology, Communication & Electronics	tv_com_1950_117
1950	Technology, Communication & Electronics	tv_com_1950_118
1950	Technology, Communication & Electronics	tv_com_1950_120
1960	Food, Beverages & Nutrition	tv_com_1960_1
1960	Technology, Communication & Electronics	tv_com_1960_2
1960	Health, Beauty & Personal Care	tv_com_1960_3
1960	Health, Beauty & Personal Care	tv_com_1960_4
1960	Food, Beverages & Nutrition	tv_com_1960_6
1960	Food, Beverages & Nutrition	tv_com_1960_8
1960	Health, Beauty & Personal Care	tv_com_1960_9
1960	Food, Beverages & Nutrition	tv_com_1960_10
1960	Health, Beauty & Personal Care	tv_com_1960_11
1960	Household, Cleaning & Home Care	tv_com_1960_13
1960	Health, Beauty & Personal Care	tv_com_1960_14
1960	Health, Beauty & Personal Care	tv_com_1960_16
1960	Health, Beauty & Personal Care	tv_com_1960_17
1960	Food, Beverages & Nutrition	tv_com_1960_18
1960	Health, Beauty & Personal Care	tv_com_1960_19
1960	Health, Beauty & Personal Care	tv_com_1960_20
1960	Household, Cleaning & Home Care	tv_com_1960_21
1960	Food, Beverages & Nutrition	tv_com_1960_22
1960	Health, Beauty & Personal Care	tv_com_1960_23
1960	Food, Beverages & Nutrition	tv_com_1960_25
1960	Food, Beverages & Nutrition	tv_com_1960_26
1960	Food, Beverages & Nutrition	tv_com_1960_27
1960	Household, Cleaning & Home Care	tv_com_1960_28
1960	Household, Cleaning & Home Care	tv_com_1960_30
1960	Health, Beauty & Personal Care	tv_com_1960_31
1960	Health, Beauty & Personal Care	tv_com_1960_32
1960	Personal, Public Transport & Travel	tv_com_1960_33
1960	Health, Beauty & Personal Care	tv_com_1960_36
1960	Food, Beverages & Nutrition	tv_com_1960_37
1960	Personal, Public Transport & Travel	tv_com_1960_38
1960	Technology, Communication & Electronics	tv_com_1960_39
1960	Household, Cleaning & Home Care	tv_com_1960_40
1960	Health, Beauty & Personal Care	tv_com_1960_41
1960	Food, Beverages & Nutrition	tv_com_1960_43
1960	Food, Beverages & Nutrition	tv_com_1960_44
1960	Food, Beverages & Nutrition	tv_com_1960_45
1960	Household, Cleaning & Home Care	tv_com_1960_46
1960	Household, Cleaning & Home Care	tv_com_1960_47
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_48
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_50
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_51
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_52
1960	Personal, Public Transport & Travel	tv_com_1960_53
1960	Personal, Public Transport & Travel	tv_com_1960_54
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_55
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_56
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_57
1960	Technology, Communication & Electronics	tv_com_1960_58
1960	Personal, Public Transport & Travel	tv_com_1960_59
1960	Personal, Public Transport & Travel	tv_com_1960_60
1960	Health, Beauty & Personal Care	tv_com_1960_61
1960	Health, Beauty & Personal Care	tv_com_1960_62
1960	Household, Cleaning & Home Care	tv_com_1960_64
1960	Food, Beverages & Nutrition	tv_com_1960_65
1960	Food, Beverages & Nutrition	tv_com_1960_66
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_67
1960	Personal, Public Transport & Travel	tv_com_1960_68
1960	Household, Cleaning & Home Care	tv_com_1960_69
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_70
1960	Retail (Fashion & Consumer Goods) & Services, Consumer Goods & Services	tv_com_1960_71
1960	Retail (Fashion & Consumer Goods) & Services, Consumer Goods & Services	tv_com_1960_72
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_75
1960	Personal, Public Transport & Travel	tv_com_1960_76
1960	Household, Cleaning & Home Care	tv_com_1960_77
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_78
1960	Household, Cleaning & Home Care	tv_com_1960_79
1960	Personal, Public Transport & Travel	tv_com_1960_80
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_81
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_82
1960	Technology, Communication & Electronics	tv_com_1960_83
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_84
1960	Household, Cleaning & Home Care	tv_com_1960_85
1960	Personal, Public Transport & Travel	tv_com_1960_86
1960	Household, Cleaning & Home Care	tv_com_1960_87
1960	Household, Cleaning & Home Care	tv_com_1960_88
1960	Household, Cleaning & Home Care	tv_com_1960_90
1960	Household, Cleaning & Home Care	tv_com_1960_91
1960	Household, Cleaning & Home Care	tv_com_1960_92
1960	Household, Cleaning & Home Care	tv_com_1960_93
1960	Technology, Communication & Electronics	tv_com_1960_94
1960	Technology, Communication & Electronics	tv_com_1960_95
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_96
1960	Technology, Communication & Electronics	tv_com_1960_97
1960	Technology, Communication & Electronics	tv_com_1960_98
1960	Technology, Communication & Electronics	tv_com_1960_99
1960	Technology, Communication & Electronics	tv_com_1960_100
1960	Technology, Communication & Electronics	tv_com_1960_101
1960	Technology, Communication & Electronics	tv_com_1960_102
1960	Technology, Communication & Electronics	tv_com_1960_103
1960	Technology, Communication & Electronics	tv_com_1960_105
1960	Technology, Communication & Electronics	tv_com_1960_106
1960	Personal, Public Transport & Travel	tv_com_1960_108
1960	Personal, Public Transport & Travel	tv_com_1960_109
1960	Personal, Public Transport & Travel	tv_com_1960_110
1960	Personal, Public Transport & Travel	tv_com_1960_111
1960	Personal, Public Transport & Travel	tv_com_1960_112
1960	Personal, Public Transport & Travel	tv_com_1960_113
1960	Personal, Public Transport & Travel	tv_com_1960_114
1960	Personal, Public Transport & Travel	tv_com_1960_115
1960	Retail (Fashion & Consumer Goods) & Services	tv_com_1960_116
1960	Health, Beauty & Personal Care	tv_com_1960_117
1960	Health, Beauty & Personal Care	tv_com_1960_118
1960	Technology, Communication & Electronics	tv_com_1960_119
1970	Food, Beverages & Nutrition	tv_com_1970_2
1970	Health, Beauty & Personal Care	tv_com_1970_3
1970	Technology, Communication & Electronics	tv_com_1970_4
1970	Personal, Public Transport & Travel	tv_com_1970_5
1970	Health, Beauty & Personal Care	tv_com_1970_6
1970	Food, Beverages & Nutrition	tv_com_1970_7
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_8
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_9
1970	Food, Beverages & Nutrition	tv_com_1970_10
1970	Personal, Public Transport & Travel	tv_com_1970_11
1970	Food, Beverages & Nutrition	tv_com_1970_12
1970	Food, Beverages & Nutrition	tv_com_1970_13
1970	Food, Beverages & Nutrition	tv_com_1970_14
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_15
1970	Technology, Communication & Electronics	tv_com_1970_16
1970	Food, Beverages & Nutrition	tv_com_1970_17
1970	Personal, Public Transport & Travel	tv_com_1970_18
1970	Personal, Public Transport & Travel	tv_com_1970_19
1970	Health, Beauty & Personal Care	tv_com_1970_20
1970	Health, Beauty & Personal Care	tv_com_1970_21
1970	Food, Beverages & Nutrition	tv_com_1970_22
1970	Food, Beverages & Nutrition	tv_com_1970_23
1970	Health, Beauty & Personal Care	tv_com_1970_24
1970	Food, Beverages & Nutrition	tv_com_1970_25
1970	Health, Beauty & Personal Care	tv_com_1970_26
1970	Health, Beauty & Personal Care	tv_com_1970_27
1970	Personal, Public Transport & Travel	tv_com_1970_28
1970	Household, Cleaning & Home Care	tv_com_1970_30
1970	Personal, Public Transport & Travel	tv_com_1970_31
1970	Personal, Public Transport & Travel	tv_com_1970_32
1970	Health, Beauty & Personal Care	tv_com_1970_33
1970	Health, Beauty & Personal Care	tv_com_1970_34
1970	Health, Beauty & Personal Care	tv_com_1970_35
1970	Household, Cleaning & Home Care	tv_com_1970_36
1970	Health, Beauty & Personal Care	tv_com_1970_37
1970	Food, Beverages & Nutrition	tv_com_1970_38
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_39
1970	Personal, Public Transport & Travel	tv_com_1970_41
1970	Health, Beauty & Personal Care	tv_com_1970_42
1970	Food, Beverages & Nutrition	tv_com_1970_43
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_44
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_45
1970	Personal, Public Transport & Travel	tv_com_1970_46
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_47
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_48
1970	Health, Beauty & Personal Care	tv_com_1970_49
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_50
1970	Food, Beverages & Nutrition	tv_com_1970_51
1970	Food, Beverages & Nutrition	tv_com_1970_52
1970	Health, Beauty & Personal Care	tv_com_1970_53
1970	Personal, Public Transport & Travel	tv_com_1970_54
1970	Health, Beauty & Personal Care	tv_com_1970_55
1970	Technology, Communication & Electronics	tv_com_1970_56
1970	Household, Cleaning & Home Care	tv_com_1970_57
1970	Health, Beauty & Personal Care	tv_com_1970_58
1970	Health, Beauty & Personal Care	tv_com_1970_59
1970	Food, Beverages & Nutrition	tv_com_1970_60
1970	Household, Cleaning & Home Care	tv_com_1970_62
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_63
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_64
1970	Food, Beverages & Nutrition	tv_com_1970_65
1970	Personal, Public Transport & Travel	tv_com_1970_66
1970	Health, Beauty & Personal Care	tv_com_1970_67
1970	Food, Beverages & Nutrition	tv_com_1970_68
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_69
1970	Food, Beverages & Nutrition	tv_com_1970_70
1970	Health, Beauty & Personal Care	tv_com_1970_71
1970	Food, Beverages & Nutrition	tv_com_1970_72
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_73
1970	Personal, Public Transport & Travel	tv_com_1970_74
1970	Health, Beauty & Personal Care	tv_com_1970_75
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_76
1970	Technology, Communication & Electronics	tv_com_1970_77
1970	Personal, Public Transport & Travel	tv_com_1970_78
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_79
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_80
1970	Technology, Communication & Electronics	tv_com_1970_81
1970	Household, Cleaning & Home Care	tv_com_1970_83
1970	Household, Cleaning & Home Care	tv_com_1970_84
1970	Household, Cleaning & Home Care	tv_com_1970_85
1970	Personal, Public Transport & Travel	tv_com_1970_86
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_87
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_88
1970	Retail (Fashion & Consumer Goods) & Services	tv_com_1970_90
1970	Technology, Communication & Electronics	tv_com_1970_92
1970	Technology, Communication & Electronics	tv_com_1970_93
1970	Technology, Communication & Electronics	tv_com_1970_94
1970	Household, Cleaning & Home Care	tv_com_1970_95
1970	Household, Cleaning & Home Care	tv_com_1970_96
1970	Household, Cleaning & Home Care	tv_com_1970_97
1970	Household, Cleaning & Home Care	tv_com_1970_98
1970	Household, Cleaning & Home Care	tv_com_1970_99
1970	Personal, Public Transport & Travel	tv_com_1970_104
1970	Technology, Communication & Electronics	tv_com_1970_108
1970	Technology, Communication & Electronics	tv_com_1970_109
1970	Technology, Communication & Electronics	tv_com_1970_113
1970	Technology, Communication & Electronics	tv_com_1970_114
1970	Technology, Communication & Electronics	tv_com_1970_115
1970	Technology, Communication & Electronics	tv_com_1970_116
1970	Household, Cleaning & Home Care	tv_com_1970_117
1970	Household, Cleaning & Home Care	tv_com_1970_118
1970	Technology, Communication & Electronics	tv_com_1970_119
1970	Technology, Communication & Electronics	tv_com_1970_120
1980	Health, Beauty & Personal Care	tv_com_1980_1
1980	Health, Beauty & Personal Care	tv_com_1980_2
1980	Health, Beauty & Personal Care	tv_com_1980_3
1980	Health, Beauty & Personal Care	tv_com_1980_4
1980	Health, Beauty & Personal Care	tv_com_1980_5
1980	Health, Beauty & Personal Care	tv_com_1980_6
1980	Health, Beauty & Personal Care	tv_com_1980_7
1980	Health, Beauty & Personal Care	tv_com_1980_8
1980	Health, Beauty & Personal Care	tv_com_1980_9
1980	Health, Beauty & Personal Care	tv_com_1980_10
1980	Health, Beauty & Personal Care	tv_com_1980_11
1980	Health, Beauty & Personal Care	tv_com_1980_12
1980	Health, Beauty & Personal Care	tv_com_1980_13
1980	Health, Beauty & Personal Care	tv_com_1980_14
1980	Health, Beauty & Personal Care	tv_com_1980_15
1980	Health, Beauty & Personal Care	tv_com_1980_16
1980	Health, Beauty & Personal Care	tv_com_1980_17
1980	Health, Beauty & Personal Care	tv_com_1980_18
1980	Health, Beauty & Personal Care	tv_com_1980_19
1980	Household, Cleaning & Home Care	tv_com_1980_22
1980	Household, Cleaning & Home Care	tv_com_1980_23
1980	Household, Cleaning & Home Care	tv_com_1980_24
1980	Household, Cleaning & Home Care	tv_com_1980_25
1980	Household, Cleaning & Home Care	tv_com_1980_26
1980	Household, Cleaning & Home Care	tv_com_1980_27
1980	Household, Cleaning & Home Care	tv_com_1980_28
1980	Household, Cleaning & Home Care	tv_com_1980_29
1980	Household, Cleaning & Home Care	tv_com_1980_30
1980	Household, Cleaning & Home Care	tv_com_1980_31
1980	Household, Cleaning & Home Care	tv_com_1980_33
1980	Household, Cleaning & Home Care	tv_com_1980_34
1980	Household, Cleaning & Home Care	tv_com_1980_35
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_36
1980	Household, Cleaning & Home Care	tv_com_1980_38
1980	Household, Cleaning & Home Care	tv_com_1980_39
1980	Personal, Public Transport & Travel	tv_com_1980_40
1980	Personal, Public Transport & Travel	tv_com_1980_41
1980	Personal, Public Transport & Travel	tv_com_1980_43
1980	Personal, Public Transport & Travel	tv_com_1980_44
1980	Personal, Public Transport & Travel	tv_com_1980_45
1980	Personal, Public Transport & Travel	tv_com_1980_46
1980	Personal, Public Transport & Travel	tv_com_1980_48
1980	Personal, Public Transport & Travel	tv_com_1980_49
1980	Personal, Public Transport & Travel	tv_com_1980_50
1980	Personal, Public Transport & Travel	tv_com_1980_51
1980	Personal, Public Transport & Travel	tv_com_1980_52
1980	Personal, Public Transport & Travel	tv_com_1980_53
1980	Personal, Public Transport & Travel	tv_com_1980_54
1980	Personal, Public Transport & Travel	tv_com_1980_55
1980	Personal, Public Transport & Travel	tv_com_1980_56
1980	Personal, Public Transport & Travel	tv_com_1980_58
1980	Personal, Public Transport & Travel	tv_com_1980_59
1980	Technology, Communication & Electronics	tv_com_1980_63
1980	Technology, Communication & Electronics	tv_com_1980_64
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_65
1980	Technology, Communication & Electronics	tv_com_1980_66
1980	Technology, Communication & Electronics	tv_com_1980_67
1980	Technology, Communication & Electronics	tv_com_1980_68
1980	Technology, Communication & Electronics	tv_com_1980_70
1980	Technology, Communication & Electronics	tv_com_1980_71
1980	Technology, Communication & Electronics	tv_com_1980_72
1980	Technology, Communication & Electronics	tv_com_1980_73
1980	Technology, Communication & Electronics	tv_com_1980_74
1980	Technology, Communication & Electronics	tv_com_1980_75
1980	Technology, Communication & Electronics	tv_com_1980_76
1980	Technology, Communication & Electronics	tv_com_1980_77
1980	Technology, Communication & Electronics	tv_com_1980_78
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_79
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_80
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_81
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_82
1980	Technology, Communication & Electronics	tv_com_1980_84
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_85
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_86
1980	Health, Beauty & Personal Care	tv_com_1980_87
1980	Household, Cleaning & Home Care	tv_com_1980_89
1980	Household, Cleaning & Home Care	tv_com_1980_90
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_91
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_92
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_93
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_94
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_95
1980	Retail (Fashion & Consumer Goods) & Services	tv_com_1980_96
1980	Food, Beverages & Nutrition	tv_com_1980_97
1980	Food, Beverages & Nutrition	tv_com_1980_98
1980	Food, Beverages & Nutrition	tv_com_1980_99
1980	Food, Beverages & Nutrition	tv_com_1980_100
1980	Food, Beverages & Nutrition	tv_com_1980_101
1980	Food, Beverages & Nutrition	tv_com_1980_102
1980	Food, Beverages & Nutrition	tv_com_1980_103
1980	Food, Beverages & Nutrition	tv_com_1980_104
1980	Food, Beverages & Nutrition	tv_com_1980_105
1980	Food, Beverages & Nutrition	tv_com_1980_106
1980	Food, Beverages & Nutrition	tv_com_1980_107
1980	Food, Beverages & Nutrition	tv_com_1980_108
1980	Food, Beverages & Nutrition	tv_com_1980_109
1980	Food, Beverages & Nutrition	tv_com_1980_110
1980	Food, Beverages & Nutrition	tv_com_1980_111
1980	Food, Beverages & Nutrition	tv_com_1980_112
1980	Food, Beverages & Nutrition	tv_com_1980_114
1980	Food, Beverages & Nutrition	tv_com_1980_115
1980	Food, Beverages & Nutrition	tv_com_1980_116
1980	Retail (Fashion & Consumer Goods) & Services, Fashion & Consumer Goods	tv_com_1980_118
1990	Personal, Public Transport & Travel	tv_com_1990_1
1990	Technology, Communication & Electronics	tv_com_1990_2
1990	Health, Beauty & Personal Care	tv_com_1990_3
1990	Food, Beverages & Nutrition	tv_com_1990_4
1990	Food, Beverages & Nutrition	tv_com_1990_5
1990	Technology, Communication & Electronics	tv_com_1990_6
1990	Health, Beauty & Personal Care	tv_com_1990_7
1990	Technology, Communication & Electronics	tv_com_1990_8
1990	Food, Beverages & Nutrition	tv_com_1990_10
1990	Health, Beauty & Personal Care	tv_com_1990_11
1990	Technology, Communication & Electronics	tv_com_1990_12
1990	Technology, Communication & Electronics	tv_com_1990_13
1990	Health, Beauty & Personal Care	tv_com_1990_14
1990	Food, Beverages & Nutrition	tv_com_1990_15
1990	Health, Beauty & Personal Care	tv_com_1990_16
1990	Health, Beauty & Personal Care	tv_com_1990_17
1990	Food, Beverages & Nutrition	tv_com_1990_19
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_21
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_22
1990	Health, Beauty & Personal Care	tv_com_1990_23
1990	Technology, Communication & Electronics	tv_com_1990_24
1990	Health, Beauty & Personal Care	tv_com_1990_25
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_26
1990	Technology, Communication & Electronics	tv_com_1990_30
1990	Food, Beverages & Nutrition	tv_com_1990_31
1990	Health, Beauty & Personal Care	tv_com_1990_32
1990	Technology, Communication & Electronics	tv_com_1990_34
1990	Health, Beauty & Personal Care	tv_com_1990_35
1990	Food, Beverages & Nutrition	tv_com_1990_36
1990	Health, Beauty & Personal Care	tv_com_1990_37
1990	Household, Cleaning & Home Care	tv_com_1990_38
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_40
1990	Food, Beverages & Nutrition	tv_com_1990_42
1990	Food, Beverages & Nutrition	tv_com_1990_43
1990	Food, Beverages & Nutrition	tv_com_1990_44
1990	Personal, Public Transport & Travel	tv_com_1990_45
1990	Food, Beverages & Nutrition	tv_com_1990_46
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_47
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_48
1990	Food, Beverages & Nutrition	tv_com_1990_49
1990	Health, Beauty & Personal Care	tv_com_1990_50
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_51
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_52
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_53
1990	Food, Beverages & Nutrition	tv_com_1990_54
1990	Health, Beauty & Personal Care	tv_com_1990_55
1990	Personal, Public Transport & Travel	tv_com_1990_56
1990	Health, Beauty & Personal Care	tv_com_1990_57
1990	Personal, Public Transport & Travel	tv_com_1990_58
1990	Personal, Public Transport & Travel	tv_com_1990_59
1990	Personal, Public Transport & Travel	tv_com_1990_60
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_61
1990	Technology, Communication & Electronics	tv_com_1990_63
1990	Food, Beverages & Nutrition	tv_com_1990_64
1990	Food, Beverages & Nutrition	tv_com_1990_67
1990	Health, Beauty & Personal Care	tv_com_1990_68
1990	Food, Beverages & Nutrition	tv_com_1990_69
1990	Health, Beauty & Personal Care	tv_com_1990_70
1990	Health, Beauty & Personal Care	tv_com_1990_72
1990	Technology, Communication & Electronics	tv_com_1990_73
1990	Technology, Communication & Electronics	tv_com_1990_74
1990	Technology, Communication & Electronics	tv_com_1990_75
1990	Personal, Public Transport & Travel	tv_com_1990_76
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_77
1990	Technology, Communication & Electronics	tv_com_1990_78
1990	Personal, Public Transport & Travel	tv_com_1990_79
1990	Personal, Public Transport & Travel	tv_com_1990_80
1990	Personal, Public Transport & Travel	tv_com_1990_81
1990	Personal, Public Transport & Travel	tv_com_1990_82
1990	Personal, Public Transport & Travel	tv_com_1990_83
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_84
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_85
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_86
1990	Household, Cleaning & Home Care	tv_com_1990_87
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_88
1990	Technology, Communication & Electronics	tv_com_1990_89
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_90
1990	Personal, Public Transport & Travel	tv_com_1990_91
1990	Personal, Public Transport & Travel	tv_com_1990_92
1990	Personal, Public Transport & Travel	tv_com_1990_93
1990	Personal, Public Transport & Travel	tv_com_1990_95
1990	Personal, Public Transport & Travel	tv_com_1990_96
1990	Retail (Fashion & Consumer Goods) & Services	tv_com_1990_97
1990	Personal, Public Transport & Travel	tv_com_1990_98
